Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Ovary_Female3	Testis_Male4
ENSOANG00000006054	5.36	1.32	0.56	0.15	5.83
ENSOANG00000021347	4.95	18.2	10.13	12.11	6.57
ENSOANG00000021386	10.2	21.15	8.37	6.1	34.96
Locus_99821	1.63	0.14	0.31	0.38	0.18
ENSOANG00000015440	1.99	2.16	2.4	3.35	0.27
ENSOANG00000001822	0	0.65	0.3	0.45	0.44
ENSOANG00000006697	45.77	30.66	28.49	25.96	16.47
Locus_46741	0	0	0	0	0.66
ENSOANG00000009253	0.24	2.34	0.71	0.83	0.67
ENSOANG00000009161	35.61	42.68	47.51	24.68	4.48
blastnHuman.ENSG00000253356	0	0	0	0	0
ENSOANG00000012354	42.61	21.86	22.18	23.15	21
Locus_89978	1.96	0	2.15	0.48	0.28
ENSOANG00000015594	0.44	0.79	0.23	0.52	0.1
ENSOANG00000022340	7.65	4.46	7.01	12.11	4.98
ENSOANG00000008135	1608.99	190.45	226.34	413.94	634.3
ENSOANG00000014402	0.36	15.3	15.17	13.67	3.92
ENSOANG00000019929	2.99	1.35	3.44	4.82	0.18
ENSOANG00000003124	2.43	4.23	5.85	5.77	1.14
Locus_182686	0	0	0	0	3.89
Locus_152898	0	0.28	0.77	1.03	1.2
ENSOANG00000005924	9.49	8.55	9.48	3.72	6.41
ENSOANG00000007315	61.42	17.36	9.68	10.39	19.4
blastnOpossum.Locus_320695	0	0	0	0	0
Locus_133578	0	0.35	0	0	19.04
Locus_26092	0	0	0	0	0.57
ENSOANG00000020013	0.23	1.21	2.7	1.47	0.98
ENSOANG00000013503	7.1	9.16	3.73	2.65	6.29
ENSOANG00000011130	0.86	1.58	3.6	6.22	19.77
Locus_121315	0	0	0	0	2.65
Locus_189267	1.05	0	0.19	0	1.93
ENSOANG00000003574	140.03	17.41	6.48	15.85	8.54
ENSOANG00000009829	22.85	16.18	15.76	12.72	31.71
Locus_136359	0	0.32	0.43	0.59	0
Locus_195405	0	0	0	0	2.65
Locus_54755	1.32	0.22	0.1	0.31	0.24
ENSOANG00000001514	0.93	0.76	2.65	5.55	0.19
ENSOANG00000005666	24.64	11.93	6.11	7.67	11.04
ENSOANG00000014075	0	0.93	3.6	9.51	4.71
ENSOANG00000014145	0.47	0.1	0.24	0.22	0.46
ENSOANG00000004620	9.5	21.13	46.11	51.42	13.95
ENSOANG00000020264	16.32	33.09	42.86	49.62	15.31
ENSOANG00000005124	14	40.62	22.91	22.49	26.98
ENSOANG00000014203	0.36	9.32	1.12	2.06	9.43
Locus_42939	0.47	0.12	0	0	0.4
Locus_175483	0	0.55	0.13	0.45	0.79
Locus_60606	0.08	4.61	6.66	10.25	0.09
Locus_40307	0.78	0.17	0.24	0.12	0
ENSOANG00000004464	0.39	1.27	2.22	4.74	0.24
ENSOANG00000011978	1.56	2.86	4.09	2.97	3.31
ENSOANG00000015038	11.59	17.32	16.39	19.44	19.18
ENSOANG00000005866	0	0	0	0	0.21
ENSOANG00000014186	2.99	4.92	7.58	5.22	1.61
Locus_133895	0.45	0.15	0.31	0.28	1.39
Locus_141442	0.87	0.19	1.33	0.54	0
ENSOANG00000022378	15.65	34.97	21.19	8.95	25.05
ENSOANG00000005958	0.05	0.05	0.2	0.25	1.44
ENSOANG00000001600	36.49	74.89	16.88	23.43	215.65
ENSOANG00000010965	0.1	0	1.14	0.53	0
Locus_193925	0	3.82	0.99	2.33	0
Locus_20422	0	0	0	0	0.47
ENSOANG00000005748	10.01	2.27	4.46	4.23	0.26
ENSOANG00000015051	11.41	29.12	10.05	10.37	19.38
Locus_29129	0	2.14	0.54	0.27	0
ENSOANG00000008613	197.25	112.85	311.7	358.21	189.04
Locus_104541	0	0	0	0	8.16
Locus_142169	0	0	0	0	3.53
Locus_144427	0	6.47	0.78	3.83	0
ENSOANG00000005004	41.38	38.08	14.42	23.07	91.89
blastnGorilla.Locus_339117	0	0	0	0	0
ENSOANG00000000113	9.29	262.62	675.43	433.77	1.13
ENSOANG00000009142	16.2	37.6	13.48	4.27	8.02
ENSOANG00000006730	44.62	68.09	33.05	36.14	148.55
ENSOANG00000021272	0	0.05	0.07	0.14	0.04
Locus_71179	0	1.32	0	0	0.27
Locus_14486	0	0	0	0	1.4
Locus_168655	0.21	1.82	5.2	9.55	0.34
ENSOANG00000007869	8.8	4.75	2.22	2.59	1.53
ENSOANG00000012715	0.42	0.28	0.26	0.26	0.08
Locus_84101	1.65	0	0	0.15	0
ENSOANG00000002556	76.96	43.69	22.92	37.62	141.38
Locus_177683	0.89	2.77	0	0.83	3.52
ENSOANG00000000369	5.52	6.78	5.66	10.63	0.68
ENSOANG00000004581	5.66	97.3	47.08	140.94	7.06
ENSOANG00000022216	9.55	26.57	9.7	2.15	1.32
ENSOANG00000000408	0	0	0	0	0.07
Locus_20617	0.42	0.99	0.39	0.59	0.11
ENSOANG00000013913	2.96	8.87	37	56.8	9.79
ENSOANG00000005497	46.86	131.44	37.19	65.83	145.19
ENSOANG00000007654	175.75	61.55	16.51	18.41	111.99
ENSOANG00000021559	2.83	1.41	0	0	5.14
ENSOANG00000020590	0	0	0	0	0
blastnHuman.ENSG00000231703	0	0	0	0	0
Locus_75710	0	0	0	0	4.14
Locus_70247	0.69	0.36	0.14	0.28	249.31
ENSOANG00000010146	3.37	69.93	199.39	189.27	7.76
ENSOANG00000019913	0.84	1.95	6.52	2.48	0.77
Locus_31194	0	0.21	0.1	0.3	0.12
ENSOANG00000007702	309.89	147.21	402.86	493.65	95.87
ENSOANG00000005806	34.34	53.79	15.14	11.65	102.37
ENSOANG00000015452	8.08	1.12	1.49	1.19	2.79
ENSOANG00000019745	19.96	39.59	22.37	19.94	38.83
ENSOANG00000003969	10.08	14.46	10.98	10.17	26.58
ENSOANG00000014903	12.47	7.64	28.57	31.81	15.13
Locus_180427	4.64	1.63	0.9	1.25	1.91
ENSOANG00000007577	15.75	77.88	25.7	23.81	26.59
ENSOANG00000007060	141.79	265.22	755.11	840.76	225.92
ENSOANG00000003250	255.07	45.35	20.23	26.61	154.97
ENSOANG00000005205	26.69	23.69	11.23	12.04	22.93
ENSOANG00000010614	0.76	0.18	0.17	0.18	0.26
Locus_183935	0.65	0.65	0	0.3	0.17
ENSOANG00000020075	184.85	132.08	20.01	14.98	66.04
CUFF.22795	0	2.08	3.57	4.7	1.26
ENSOANG00000006272	0.02	0.16	0.06	0.04	0.07
ENSOANG00000004802	242.15	312.33	166.52	199.04	166.38
Locus_14972	0.09	0.06	0	0	0.1
ENSOANG00000007847	0	0	0	0	0.88
ENSOANG00000015638	1.37	0.65	0.48	0.55	99.97
ENSOANG00000012333	180.81	192.88	35.14	40.5	252.9
ENSOANG00000011093	0	0.05	0.06	0.13	12.18
ENSOANG00000003432	0	0	0	0	0.03
ENSOANG00000014767	19.64	9.03	16.53	12.51	7.43
ENSOANG00000007486	16.43	6.41	11.61	12.93	4.7
ENSOANG00000002446	0.16	1.5	6.73	2.84	0.83
ENSOANG00000000834	14.68	3.17	33.33	51	41
ENSOANG00000010097	12.04	7.18	6.98	5.32	0.52
ENSOANG00000000375	0.48	0.56	1.76	4	0.06
Locus_127576	0.23	0	0	0	0.5
ENSOANG00000015016	100.51	32.41	11.46	16.51	2.72
ENSOANG00000008477	11.31	8.5	4.06	3.09	2.43
Locus_158570	0	0	0	0	14.54
ENSOANG00000010505	9.34	5.71	9.4	2	13.11
ENSOANG00000015053	61.21	67.97	77.51	62.99	105.5
ENSOANG00000020311	13.38	7.75	28.45	36.49	5.96
ENSOANG00000021222	58.19	28.58	27.61	62.83	59.55
Locus_70734	0.19	0.9	0.53	1.25	0.73
Locus_124796	0	0.13	0.27	0.09	0.05
ENSOANG00000003249	0.04	0.09	0.08	0.12	1.67
Locus_38042	0	0	0	0	0.78
ENSOANG00000007665	13.46	8.67	9.31	13.45	5.39
ENSOANG00000020735	0	0	0	0	0.36
ENSOANG00000002100	223.01	176.35	74.35	81.72	137.47
ENSOANG00000013531	31.15	80.67	18.03	13.47	5.71
ENSOANG00000009781	1.67	1.8	3.27	1.7	2.01
ENSOANG00000003339	0.89	11.32	2.55	2.5	8.58
Locus_141288	0	0.9	0.2	0.7	0.99
Locus_23465	0	0	0	0	0.88
blastnPan.Locus_152281	0	0	0	0	0
Locus_97005	0.94	0.83	0.57	2.03	0.5
ENSOANG00000001139	0	0.99	1.19	3.23	0.78
ENSOANG00000012792	40.27	53.8	17.22	15.47	148.62
ENSOANG00000009615	0.72	0	0	0	0
Locus_118532	0	0	0	0	1.64
ENSOANG00000019767	0	0	0	0	3.81
ENSOANG00000011728	15.08	15.78	36.57	32.13	18.84
ENSOANG00000009897	1.36	2.33	3.38	2.52	3.45
ENSOANG00000012400	10.05	42.59	9.2	13.42	60.68
ENSOANG00000009976	0	0.02	0.11	0.11	0.08
ENSOANG00000021268	0	0	0	0.08	0
ENSOANG00000006165	49.1	35.79	37.66	47.95	59.06
ENSOANG00000007306	3.33	4.55	28.62	29.68	4.76
Locus_181594	1.28	0.77	1.2	1.63	1.07
Locus_28263	0.41	0.12	0.91	1.89	4.31
ENSOANG00000006068	29.91	47.31	35.25	32.59	37.4
ENSOANG00000012143	0.15	0	0.14	0.07	3.41
ENSOANG00000009554	18.86	0.04	0	0.12	249.43
ENSOANG00000004913	23.99	42.57	27.51	12.3	128.9
ENSOANG00000011005	3.87	2.08	1.65	1.07	0.85
ENSOANG00000014596	4.56	2.64	6.53	4.85	5.59
ENSOANG00000001796	16.44	20.33	10.72	12.83	325.78
ENSOANG00000021752	19.19	10.64	7.61	11.92	21.46
Locus_114686	0	0	0	0	1.9
ENSOANG00000014449	0	0.01	0	0.01	0.03
blastnOrangutan.Locus_138800	0	0	0	0	0
Locus_189255	1.04	0.52	0	0	1.12
Locus_104859	0.4	0.53	0.36	0	0.43
Locus_84777	0	0	0	0	2.63
ENSOANG00000008556	0.95	3.15	4.53	12.13	0.24
ENSOANG00000003404	2.85	3.49	1.06	4.2	0.91
ENSOANG00000000823	11.44	13.54	8.42	3.99	48.49
ENSOANG00000006481	9.43	18.38	20.66	20.09	10.38
Locus_188640	0	2.1	1.06	1.99	0.71
ENSOANG00000010126	1.93	4.92	4.81	11.51	0.33
ENSOANG00000014274	0.7	0	1.93	3.04	0
ENSOANG00000011415	1.11	0.33	0.17	0.23	0
blastnHuman.ENSG00000225233	0	0	0	0	0
ENSOANG00000010478	0	66.32	106.4	64.94	0.09
ENSOANG00000002708	30.27	71.1	27.58	13.97	74.39
Locus_75753	0	0	0	0	0.49
ENSOANG00000007203	0	0	0	0	0.21
ENSOANG00000007455	0	0.05	0	0.19	0.55
Locus_8436	0.05	0.62	0.6	1.02	0.3
ENSOANG00000001190	22.72	21.74	18.5	12.44	30.22
ENSOANG00000015093	21.31	0.64	0.2	0.4	0.17
ENSOANG00000013289	25.75	44.55	15.93	6.17	20.51
Locus_54356	0.09	0.3	0.54	0.55	0.12
Locus_185550	0	0	0	0	0.48
ENSOANG00000007465	11.38	16.38	13.48	12.85	10.65
Locus_104641	0	0	0	0.55	0.32
ENSOANG00000006606	4.46	20.29	16.01	13.13	26.34
ENSOANG00000012696	0.81	15.26	25.37	33.97	7.97
Locus_180976	0	0.27	0	0	1.36
ENSOANG00000002346	205.47	1.52	0.46	1.09	1.48
Locus_179234	0	0	0	0	0.7
ENSOANG00000015652	412.97	2.72	0.55	0.57	2.74
ENSOANG00000006438	0.21	0.73	0.59	0.57	1.67
ENSOANG00000011014	0	0.07	0	0	0
Locus_170912	0	1.79	0.55	0.69	0
ENSOANG00000002097	8.83	8.26	8.51	9.68	3.74
Locus_48370	0	0	0	0	1.8
CUFF.155391	0	0	0	0	1.08
ENSOANG00000012580	0.54	11.4	51.76	35.14	0.1
Locus_14053	0	0	0	0	0.11
Locus_121351	0.28	2.65	0.52	1.58	0
ENSOANG00000004894	45.02	82.86	26.4	30.54	56.23
ENSOANG00000022247	0	0	0	0	0
ENSOANG00000014347	34.04	34.19	12.86	6.73	42.16
ENSOANG00000000910	0.18	2.11	4.44	3.59	1.9
ENSOANG00000009717	1.07	0.55	1.8	1.6	3.59
blastnGorilla.Locus_73267	0	0	0	0	0
ENSOANG00000001026	8.7	9.25	3.67	4.68	5.91
ENSOANG00000004884	11.23	0.9	5.83	0.77	370.51
ENSOANG00000000812	6.43	0.07	1.18	0.73	5.86
Locus_193611	0	3.31	0.35	1.77	0.41
ENSOANG00000021487	25.01	31.3	3.89	4.55	27.14
ENSOANG00000005385	0.27	0.58	1.85	0.45	0.18
Locus_44259	0	0.15	0	0	0.47
Locus_9315	0.15	0.19	0.53	0.14	0.08
ENSOANG00000014602	10.77	21.68	14.85	19.33	10.74
ENSOANG00000007347	5.61	9.5	10.9	9.32	105.95
ENSOANG00000008572	10.27	20.99	6.83	9.82	6.87
Locus_75601	0	6.37	1.05	0.71	0
ENSOANG00000006334	13.35	16.06	6.45	1.75	1.41
ENSOANG00000006517	769.02	859.91	795.35	967.49	686.57
Locus_48100	0	0.04	0	0.06	5.93
ENSOANG00000013054	147.9	214.08	26.31	15.55	118.27
Locus_28188	0	0	0	0	7.91
ENSOANG00000004448	32.07	139.02	26.11	24.41	20.34
ENSOANG00000004206	11.02	90.4	104.8	149.23	84.11
ENSOANG00000013800	10.2	15.42	8.36	7.64	13.93
ENSOANG00000006126	0.42	2.3	2.32	1.93	0.08
ENSOANG00000021673	0	0	0	0	0.77
ENSOANG00000005139	5.22	24.57	10.42	7.89	41.8
ENSOANG00000006122	107.1	58.63	35.91	40.95	85.59
ENSOANG00000021035	62.75	99.36	31.38	38.23	65
ENSOANG00000001806	0	0.05	0	0.08	1.64
Locus_30924	0	3.04	1.05	3.17	0
ENSOANG00000015178	54.46	2.89	3.24	3.13	0.53
Locus_112808	0	0	0	0	37.94
ENSOANG00000004679	2.42	1.01	0.16	0.42	53.89
ENSOANG00000021866	0	0.19	0	0.53	0
ENSOANG00000008064	10.08	1.82	0.47	2.26	0.3
ENSOANG00000022270	3.18	1.06	4.25	7	1.36
Locus_190554	0.87	0	0.16	0	1.21
ENSOANG00000014238	20.85	88.46	145.64	229.01	69.93
ENSOANG00000000547	11.02	15.01	11.92	16.62	15.6
blastnMouse.CUFF.151522	0	0	0	0	0
ENSOANG00000015364	22.83	6.08	5.93	5.83	3.03
ENSOANG00000014374	11.94	0	0	0	0.05
ENSOANG00000004452	0.52	0.82	1.28	1.46	1.04
ENSOANG00000010416	3.07	3.8	8.18	7.18	13.16
ENSOANG00000000755	7.03	26.22	16.89	14.75	58.56
ENSOANG00000008207	68.05	44.42	25.81	26.9	96.36
ENSOANG00000002021	0.54	2.15	10.75	12.62	33.84
ENSOANG00000005775	7.81	5.58	8.2	14.63	20.02
Locus_121062	0.93	0.39	0.64	0.11	0.19
ENSOANG00000004619	34.82	72.08	20.06	16	152.77
ENSOANG00000010845	13.66	68.22	11.55	11.24	92.51
ENSOANG00000020615	0	0.1	0	0	24.62
ENSOANG00000020426	0.74	0.2	0.41	0.41	0
Locus_136476	0	1.23	0.85	1.43	0
ENSOANG00000008392	5.27	25.04	5.49	9.52	60.19
ENSOANG00000010484	0.58	23.54	7.7	9.1	0
ENSOANG00000011910	11.33	17.01	13.14	8.78	17.98
ENSOANG00000014514	74.4	99.18	460.67	620.49	71.92
Locus_108135	0	2.19	1.01	7.32	0
ENSOANG00000009673	4.43	3.71	6.17	6.97	1.67
Locus_80734	0	0	0	0	6.2
ENSOANG00000007161	0	0.8	0.13	0.04	33.03
ENSOANG00000000252	0.06	0.04	0.12	0.06	7.65
ENSOANG00000005472	317.98	70.13	54.74	68.66	68.6
ENSOANG00000015343	94.36	100.25	139.43	196.02	173.89
Locus_166563	0	1.19	0	0.28	0
ENSOANG00000002516	91.42	136.15	68.71	36.67	101.89
ENSOANG00000002509	0	0	0.21	0	0.37
ENSOANG00000001971	8.74	71.04	41.88	30.02	51.92
ENSOANG00000014122	4.06	0.99	1.88	6.94	0.26
ENSOANG00000021919	136.38	252.84	143.85	83.45	147.06
ENSOANG00000008951	0.1	0.17	0.33	0.53	0.45
ENSOANG00000008830	2.21	2.8	6.41	9.55	3.2
Locus_108231	0	0.14	0	0.38	1.87
ENSOANG00000002303	0.05	8.68	2.71	8.98	1.12
ENSOANG00000000163	3.85	1.28	1.37	2.18	19.38
ENSOANG00000022417	142.76	179.65	150.46	163.46	224.32
Locus_170463	0	0	0	0	2.95
ENSOANG00000003977	63.19	152.05	126.31	102.95	68.65
ENSOANG00000005240	0	0	0	0	0
ENSOANG00000013232	11.33	94.58	43.4	21.8	158.01
ENSOANG00000015225	1.71	2.04	3.75	3.58	1.55
ENSOANG00000007076	0	0	0	0	0.09
Locus_62697	0	0.17	0.35	0.12	0.41
ENSOANG00000002672	78.94	382.07	729.73	3689.84	72.92
ENSOANG00000001786	24.53	16.26	73.29	170.16	12.19
Locus_162768	0	69.03	63.96	244.4	0.05
ENSOANG00000007712	17.35	67.41	28.97	15.85	3.36
ENSOANG00000000315	59.06	18.77	36.34	37.76	35.81
ENSOANG00000005288	10.44	44.52	14.08	16.72	49.85
ENSOANG00000020970	8.15	84.86	45.04	140	0.49
ENSOANG00000005358	2.41	2.05	10.78	10.28	1.42
Locus_113770	0.63	0.42	1.3	0.44	0.17
Locus_2599	0.08	0.39	0.15	0.16	0.41
ENSOANG00000003668	10.2	0.39	0.21	0.24	0.61
ENSOANG00000010303	0.13	0	0	0.12	0.07
ENSOANG00000012965	3.17	4.71	2.91	0.76	2.58
ENSOANG00000019991	4.03	3.08	2.21	3.36	1.08
ENSOANG00000004492	901.66	202.6	1048.38	1653.18	199.1
ENSOANG00000001299	8.97	6.66	7.15	10.23	15.16
blastnMouse.Locus_86165	0	0	0	0	0
ENSOANG00000008521	234.41	139.97	49.29	48.79	94.05
Locus_167274	0	0	0	0	0.91
ENSOANG00000002963	0	2.46	1.43	0.53	0.46
Locus_104536	0	0	0.67	0	0.2
Locus_104670	0	0.08	0	0	0.19
Locus_87792	0	0.26	0.36	0.18	0.94
ENSOANG00000014460	165.37	37.77	21.14	9.82	2.14
ENSOANG00000020812	14.01	28.44	6.68	6.8	29.63
ENSOANG00000011541	30.24	30.24	17.39	6.52	0.46
Locus_30963	0.42	0.42	0.57	0.39	1.57
ENSOANG00000006825	10.55	10.93	33.79	25.14	2.96
ENSOANG00000007811	7.56	5.65	6.29	6.74	5.82
Locus_153311	144.89	52.78	0.75	0.87	162.41
Locus_88266	0	0	0	0	0.89
Locus_189771	0	0	0	0	3.43
blastnOpossum.Locus_315204	0	0	0	0	0.23
Locus_93859	5.32	0.49	0.17	0.51	0.2
ENSOANG00000008847	5.27	26.2	108.75	137.86	6.07
ENSOANG00000011627	34	14.16	10.47	10.83	49.69
ENSOANG00000012267	0.43	0.48	2.39	1.94	0.08
ENSOANG00000005055	48.27	88.11	19.83	17.01	41.16
ENSOANG00000015616	14.44	45.58	24.6	23.57	12.15
ENSOANG00000001613	12.67	49.02	14.19	9.15	14.43
ENSOANG00000001936	22.1	9.43	9.33	10.63	5.74
ENSOANG00000021629	0	0	0.23	0	0
ENSOANG00000019965	4.01	2.09	2.55	10.49	3.1
Locus_20032	0.08	0.05	0	0.15	0.13
ENSOANG00000022737	0	0	0	0	0
Locus_67811	4.29	0	0	0	0
ENSOANG00000000779	26.12	3.98	2.13	2.83	19.46
ENSOANG00000005909	2.62	0	0.12	0.12	31.8
ENSOANG00000009155	9.25	0.49	2.34	1.92	0.66
ENSOANG00000019822	0	0	0	0	0
Locus_38767	0.16	1.04	0	0.14	0.84
Locus_190742	0.13	2.88	9.85	6.8	0
ENSOANG00000014001	37.71	26.05	17.7	22.75	63.95
ENSOANG00000015696	50.32	99.32	62.43	65.73	254.5
ENSOANG00000007649	0	0	0	0	0.27
ENSOANG00000020777	2.94	7.47	5.09	4.51	0.24
Locus_120576	0	0	0	0.32	0.74
ENSOANG00000005116	3.83	8.57	9.3	7.41	2.95
Locus_189809	0	1.41	0.32	0	2.09
ENSOANG00000000553	0	0	0	0	0
ENSOANG00000005964	0.42	1.8	8.78	11.39	1.07
Locus_98471	0	28.03	2.28	6.93	10.89
Locus_188598	1.85	2.16	1.27	2.14	2.41
ENSOANG00000007802	6.16	23.55	24.47	19.24	0.95
ENSOANG00000002513	59.96	2.6	0.87	0.64	0.58
ENSOANG00000009278	0.47	1.23	1.03	0.28	1.6
ENSOANG00000021500	0	0	0	0.21	0
ENSOANG00000005918	50.2	56.54	15.88	15.15	59.37
ENSOANG00000011940	8.5	7.59	1.8	0.96	2.68
ENSOANG00000006799	2.44	8.6	9.56	3.86	1.56
ENSOANG00000010342	0	9.06	21.52	21.76	0
ENSOANG00000009635	0	0	0	0.08	0
ENSOANG00000014482	3.62	3.03	4.44	0.8	1.94
ENSOANG00000012514	0	1	0.83	2.95	0
ENSOANG00000012782	277.31	215.62	195.89	195.75	265.07
ENSOANG00000022029	25.56	0.11	0	0.31	0.8
ENSOANG00000006099	123.34	236.89	123.96	208.87	192.17
Locus_189719	0	0	0	0	7.82
Locus_134974	0.94	2.64	2.27	3.06	1.57
ENSOANG00000004654	0	0.1	0.56	0.28	10.96
Locus_38687	0	0	0	0	0.73
ENSOANG00000010019	0.18	0.1	0.25	0.17	0.38
ENSOANG00000021308	92.29	56.82	9.97	3.36	36.35
ENSOANG00000003544	5.73	12.27	11.94	11.25	40.24
Locus_104735	0	1.44	0.66	1.11	0.26
Locus_11516	0.35	0	0	0	4.6
ENSOANG00000011834	183.57	113.71	100.29	160.1	162.43
Locus_11175	0	0.84	0.58	2.33	0.84
Locus_143447	0.3	0	0	0	0
ENSOANG00000003117	38.28	11.21	10.54	9.99	8.97
ENSOANG00000000195	0	0	0	0	0
ENSOANG00000005838	16.9	29.37	7.52	11.21	93.02
ENSOANG00000004926	61.24	21.61	27.26	13.91	24.76
ENSOANG00000001170	688.7	61.14	112.99	21.22	15.99
Locus_11303	0.19	0.5	0	0	0
Locus_91994	0.97	1.25	1.25	0.69	0.09
ENSOANG00000002454	2.91	2.91	4.81	2.7	1.69
ENSOANG00000012018	3.21	3.61	1.37	3.95	29.53
ENSOANG00000006779	118.2	60.16	25.88	23.09	88.47
ENSOANG00000008705	26.7	100.04	34.67	69.05	27.87
Locus_14113	0	0	0	0	1
ENSOANG00000003390	22.6	27.7	30.79	33.21	13.99
ENSOANG00000009517	6.87	10.34	23.92	29.01	22.69
Locus_130475	0	0	0	0	0.47
Locus_52248	10.47	0.43	0.47	0.96	0
Locus_141506	0	0.22	0	0	0.71
ENSOANG00000002805	6.86	4.71	13.09	17.23	7.08
ENSOANG00000020353	11.56	21.96	37.7	56.44	8.84
ENSOANG00000013182	8.93	8.14	11.16	12.94	0.91
ENSOANG00000009264	4.57	0.58	1.2	1.82	390.57
ENSOANG00000020203	0	0	0	0	0.48
Locus_106260	1.04	0.23	0.96	0	0.94
ENSOANG00000004422	1	0.07	0.55	0.16	0.58
ENSOANG00000012094	17.6	114.06	315.22	116.06	5.24
Locus_157130	0	0.43	0.4	0.4	1.28
ENSOANG00000014158	1.15	2.52	0.67	0.39	3.68
ENSOANG00000006105	24.09	10.22	5.74	2.09	2.63
ENSOANG00000009016	115.69	165.37	24.6	25.33	381.01
Locus_178966	0	0	0	0	0.24
ENSOANG00000005612	19.03	2.9	0.34	0.48	1.54
ENSOANG00000020797	0	0	0	0	0
Locus_31642	0.11	1.42	1.37	2.18	5.06
ENSOANG00000004281	7.54	4.15	5.59	6.45	7.78
ENSOANG00000006424	94.9	368.51	432.08	600.52	239.37
Locus_37130	0	2.72	1.64	3.54	0
Locus_157118	0	1.76	0.93	1.32	0
ENSOANG00000010495	6.84	13.45	9.58	4.04	31.45
ENSOANG00000002421	40.67	48.26	24.7	22.95	40.55
ENSOANG00000001633	0.64	0.04	0.17	0.12	0.41
ENSOANG00000002339	29.81	23.42	27.29	30	43.23
ENSOANG00000022656	0	0.14	0.1	0.1	0.11
Locus_18407	0	1.17	1.95	1.97	0.13
CUFF.122656	5.52	0	0	0.05	0.03
ENSOANG00000007252	0	4.22	1.66	3.19	0.32
blastnMouse.ENSMUSG00000091467	0	0	0	0	0
Locus_150931	0	0	0	0	0.85
ENSOANG00000012082	0.21	4.73	4.35	4.15	21.31
ENSOANG00000015291	55.76	90.03	25.45	23.81	444.77
ENSOANG00000006006	4.91	3.59	5.56	8.55	5.89
ENSOANG00000005632	59.58	29.22	20.28	13.12	6.56
ENSOANG00000006570	9.84	2.14	1.29	0.34	6.37
Locus_20459	0	0	0	0	5.06
ENSOANG00000003751	61.38	43.26	9.39	5.38	131.43
ENSOANG00000010668	0	0.06	0.03	0.06	0.16
ENSOANG00000021402	0	0	0	0	0
Locus_111341	0	4.89	0.24	1.95	0.14
ENSOANG00000004406	11.28	0.46	0.06	0.13	4.18
ENSOANG00000007910	130.04	274.23	76.07	119.28	103.81
ENSOANG00000012750	162.25	3.61	4.4	8.99	0.52
ENSOANG00000015311	1.92	12.92	0.83	5.73	64.06
ENSOANG00000021535	0.25	0.05	0	0	0.04
Locus_24522	0.68	1.82	27.57	37.69	2.21
Locus_40083	0.5	0.11	0.15	0.08	0.27
ENSOANG00000000722	3.29	2.1	5.79	3.82	151.57
blastnOpossum.Locus_121014	0	0	0	0	0
ENSOANG00000000489	40.21	61.34	77.49	67.05	13.25
ENSOANG00000008344	1.14	0.22	0.18	0.19	0
ENSOANG00000021330	0.16	0.11	0.15	1.06	1.14
ENSOANG00000015843	47.11	34.68	13.19	22.66	47.73
ENSOANG00000007232	14.25	9.91	8.82	8.75	2.3
ENSOANG00000020238	17.35	12.9	7.89	3.74	37.96
ENSOANG00000003108	56.97	21.67	31.54	25.08	231.21
ENSOANG00000019902	0.14	1.06	0.13	0.54	0
Locus_40189	0	0	0	0	4.16
ENSOANG00000003279	665.59	2.64	1.17	1.83	12.45
Locus_75216	0.25	0.33	0	0	1.62
ENSOANG00000012058	9.67	47.04	15.69	10.62	47.94
Locus_173465	0	1.47	0.48	3.28	1.19
ENSOANG00000005032	0	0	0	0	0.09
Locus_403	0.61	0.81	0	0.14	0.16
ENSOANG00000011867	0	0	0	0	0.92
ENSOANG00000006025	103.72	4.87	2.74	2.53	18.31
ENSOANG00000012471	0	0.17	8.1	18.55	0.98
Locus_195453	0	0	0	0	0.41
ENSOANG00000004474	69.98	90.33	55.26	30.61	60.15
ENSOANG00000003774	0.32	0.47	0.82	0.59	0.28
ENSOANG00000007745	89.46	14.49	9.19	8.62	4.47
ENSOANG00000013006	9.09	9.08	6.69	3.84	11.62
ENSOANG00000020607	57.08	100.64	111.37	174.08	139.68
ENSOANG00000015730	62.65	9.67	34.13	15.62	1.23
Locus_171715	0	0.97	1.63	1.26	0
ENSOANG00000014028	20.3	28.91	26.1	44.92	5.88
Locus_195354	0	0	0	0	1.49
Locus_151253	0	0	0	0	1.05
Locus_149544	0	0	0	0	0.46
ENSOANG00000005878	1.74	0.23	0.28	0.54	0.7
ENSOANG00000013027	1	0.22	0.26	0.36	0.38
Locus_156952	0	0.33	0	0.27	11.05
Locus_95838	0.36	0	0	0	0.48
ENSOANG00000011696	56.13	25.91	13.91	8.34	12.74
ENSOANG00000020349	20.32	4.03	16.85	23.54	168.98
ENSOANG00000015034	10.16	1.89	3.48	1.63	1.97
ENSOANG00000010549	0.36	0.24	0.53	0.87	1.99
ENSOANG00000014594	8.62	23.6	12.46	21.24	24.86
ENSOANG00000006572	20.96	27.57	16.65	14.66	54.93
ENSOANG00000007139	1.43	2.45	2.93	1.58	1.21
ENSOANG00000012183	0	0.36	0.62	2.38	0.49
ENSOANG00000005766	0	0.33	0.64	0.28	0.05
ENSOANG00000013563	46.93	60.15	36.05	31.9	44.64
blastnOpossum.ENSMODG00000009105	74.12	31.88	9.91	7.16	110.63
