Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Testis_Male1	Testis_Male2
ENSMMUG00000016182	3.28	3.57	1.85	4.88	3.42	1.51	1.96	7.64	6.26	1.96	1.12	15.69	13.99
ENSMMUG00000029172	0.5	0.15	0.39	0.34	1.59	0	0.66	0.73	1.45	0	0	0.1	1.27
blastnHuman.Locus_17540	0	0	0	0	0	0	0	0	0	0	0	0.37	0.58
blastnHuman.XLOC_008611	0	0.14	0	0	0	0	0	0	0.65	0	0	0	0
ENSMMUG00000008171	2.61	3.88	3.6	3.07	3.45	5.4	18.09	0.85	2.73	2.87	1.81	19.74	36.83
ENSMMUG00000017417	2.86	2.9	3.83	13.56	13.07	1.02	2.45	0.08	0.56	0.09	0.21	0.32	0.03
ENSMMUG00000012004	38.11	33.08	37.96	12.17	18.65	42	39.25	136.17	86.89	86.12	246.4	149.55	274.39
Locus_39748	0	0	0	0	0	0	0	0	0	0	0	0.94	0
Locus_39469	0	0	0	0	0	0	0	0	0	0	0	3.14	3.41
Locus_314008	0	0	0	0	0	0	0.23	0	0	0	0	1.47	0.57
ENSMMUG00000029604	1.11	0.84	0	1.14	0.88	1.88	0	0	0.8	1.83	0.69	0.89	1.41
ENSMMUG00000002741	5.9	6.8	4.87	4.83	5.58	0.29	0.14	1.9	0.19	0.07	0.03	1.33	1
ENSMMUG00000018301	2.02	2.52	1.97	1.54	2.63	1.7	3.27	3.39	1.37	2.15	4.97	4.57	2.52
blastnGorilla.Locus_391441	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009139	17.03	17.46	15.89	9.41	7.24	1.46	0.26	0.29	0.29	0.22	0.17	13.84	21.8
ENSMMUG00000013385	8.85	8.47	10.32	10.6	12.08	11.04	8.04	9.76	9.46	15.69	29.6	5.2	5.53
ENSMMUG00000009829	0.28	0.25	0.23	0.28	0.24	0.51	0.4	0.52	1.03	0.46	0.28	17.28	24.23
Locus_139657	0	0	0	0	0	0	0	0	0	0	0	2.31	0.54
ENSMMUG00000015785	3.81	2.04	1.96	1.89	2.16	0.46	0.56	3.27	3.79	0.25	0.34	0.4	0.17
ENSMMUG00000032491	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006071	463.34	443.31	510.39	75.45	145.7	98.11	142.9	108.93	67.48	174.7	355.43	43.89	26.64
blastnOpossum.Locus_92598	1.99	1.01	0	0.45	0	1.12	0	0	0	0	0	0	0
ENSMMUG00000004055	0.6	0.33	0.46	3.1	4.07	0.4	0.16	0.18	0.17	4.13	1.05	0.05	0
ENSMMUG00000018146	5.51	7.05	7.36	6.31	4.58	39.74	14.44	18.71	22.29	34.09	31.48	4.1	6.33
blastnHuman.ENSG00000225882	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009810	0	0.05	0.06	0	0	0	0	0.33	0	0	0	0.6	3.21
ENSMMUG00000009768	10.46	16.04	16.28	14.85	11.47	22.18	16.85	10.09	9.84	18.98	18.33	13.96	16.74
ENSMMUG00000008097	27.34	12.56	22.43	24.31	25.58	55.98	35.85	35.15	35.97	34.08	8.28	25.62	26.26
ENSMMUG00000012112	65.59	85.77	84.43	56.24	40.7	33.37	37.73	41.56	23.18	51.79	34.26	29.9	28.12
Locus_473899	0	0	0	0	0	0	0	0	0	0	0	0.96	0.65
blastnHuman.ENSG00000238115	0.32	0.19	0.12	0	0.25	1.08	0.63	2.35	1.39	0.26	0.4	0.1	0.2
ENSMMUG00000002877	0.49	0.06	0.33	0	0.05	0	0.56	0.09	0.26	0.1	0.08	11.21	8.63
blastnPan.Locus_65590	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007110	22.09	18.35	16.47	21.79	21.45	57.09	24.37	20.44	21.31	21.6	22.66	25.6	46.96
ENSMMUG00000009132	7.56	6.95	6.26	9.25	8.86	9.81	6.15	7.05	11.9	7.51	3.33	21.43	31.86
blastnHuman.Locus_17161	0	0.4	0	0.13	0	0	0	0	0	0	0	0.11	0
ENSMMUG00000031732	27.81	27.23	36.34	8.5	8.52	0.24	0.47	0.35	0.42	0.08	0.42	4.71	3.62
ENSMMUG00000022212	0	0	0	0	0	0	1.81	0.22	0.66	0	0	0.09	0
ENSMMUG00000015005	22.47	17.69	29.75	0.88	1.03	0.73	0	0	0.63	0	0	1.04	1.1
ENSMMUG00000019378	71.6	51.62	52.69	50.15	43.27	146.49	33.31	35.07	42.24	38.19	33.71	35.53	143.17
blastnHuman.XLOC_004211	0	0.06	0.3	0	0	1.66	0.77	0	0	0	0.25	0.2	0
blastnMouse.Locus_82502	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031857	0.36	0.57	0.69	0.37	0.14	0	0.59	0	0	0	0.45	1.42	0.91
blastnHuman.Locus_183850	0	0	0	0	0	0	0	0	0	0	0	0.29	0.61
Locus_192578	0.47	0.75	0.36	0.21	0.37	0	0.2	0	0.23	0.26	0.19	0.16	0
ENSMMUG00000005801	13.27	16.44	19.29	12.3	12.37	17.33	22.4	10.19	17.64	11.93	16.99	71.89	77.61
Locus_209585	0	0.06	0	0	0	0	0	0	0	0	0	16.75	19.41
ENSMMUG00000015143	3.48	4.52	3.81	5.2	5.35	5.51	5.89	5.09	4.88	5.05	5.53	15.18	11.78
ENSMMUG00000014086	13.82	15.32	15.76	2.77	2.45	1.21	5	1.57	1.21	12.35	3.72	2.8	0.68
blastnHuman.ENSG00000240256	0.15	0.23	0.11	0.3	0.12	0	0.39	0.22	0.43	0.49	0.37	0	0.09
ENSMMUG00000005406	7.03	6.71	7.28	5.2	3.68	15.29	10.77	5.92	11.89	6.07	12.94	9.44	9.36
ENSMMUG00000015153	11.89	11.24	10.82	10.86	17.57	18.01	34.84	114.58	88.04	52.06	432.32	7.76	5.87
ENSMMUG00000031393	3.2	2.81	3.3	2.41	2.49	0.57	0.83	0.21	0.49	0.32	0.36	63.23	71.66
blastnHuman.ENSG00000256810	0	0.22	0	0	0	0	0	0	0	0	0	0.88	0
Locus_288604	0	0.07	0.17	0	0	0	0	0	0	0	0	0.54	0.14
ENSMMUG00000022150	2.3	2.19	2.7	2.38	2.88	1.88	1.56	1.52	1.4	0.49	0.84	1.46	1.74
ENSMMUG00000004241	2.51	2.22	0.54	3.97	1.91	75.57	30.25	0.88	1.02	0.83	0.63	1.33	1.27
blastnMouse.Locus_92698	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_341823	0	0	0	0	0	0	0	0	0	0	0	0.9	2.34
blastnPan.CUFF.266292	0	0.06	0	0	0.08	0.17	0	0.43	0.43	0	0	0.04	0.06
Locus_210292	0	0	0	0	0	0	0	0	0	0	0	4.48	1.64
ENSMMUG00000019889	1.02	1.89	2.81	1.19	1.26	0.74	2.09	2.55	2.31	11.7	20.66	2.83	9.93
blastnHuman.CUFF.319877	0	0	0	0	0	0	0	0	0	0	0	0.08	0
ENSMMUG00000016318	0.97	0.41	0.68	0.46	0.08	0.82	0.51	0.14	0.28	11.05	3.89	0.25	0.31
ENSMMUG00000002449	0	0.09	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009709	0.07	0.41	0.49	0.19	0.23	0.6	2.42	5.72	5.35	4.21	9.94	0.47	0.09
Locus_371632	0	0	0	0	0	0	0	0	0	0	0	0.62	0
Locus_60576	0	0	0	0	0	0	0	0	0	0	0	2.32	2.38
ENSMMUG00000030064	0.69	0.7	0.71	0.63	0	0.39	0.91	1.69	1.34	0	1.73	0.7	0.29
ENSMMUG00000001921	15.36	17.22	22.04	4.56	8.07	12.98	10.32	1.11	1.24	2.5	5.27	2.42	1.95
blastnHuman.ENSG00000247810	0	0	0	0	0	0	0	0	0	0	0	0.86	0
ENSMMUG00000010589	14.34	16.2	14.93	21.18	20.3	190.05	39.01	2.06	2.44	0	0.04	0.75	0.58
ENSMMUG00000014360	11.49	11.12	10.58	10.95	8.49	0.93	8.08	1.61	3.61	0.69	0.79	3.29	3.61
Locus_62327	0	0	0	0	0	0	0	0	0	0	0	0.38	0.8
ENSMMUG00000015908	7.82	7.57	5.91	11.89	9.26	7.64	5.21	4.61	10.34	6.33	1.97	22.72	26.26
blastnGorilla.Locus_135167	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018688	0.07	0.34	0	0.05	0.06	8.54	10.59	1.34	0.71	0.23	0.53	0.23	0.31
ENSMMUG00000011006	0	0.06	0	0.14	0.08	0	0	0	0.31	0	0	17.13	10.53
ENSMMUG00000018184	4.93	5.91	5.17	5.71	4.34	11.21	4.94	4.19	3.57	5.54	2.39	15.44	16.48
ENSMMUG00000010082	2.4	3.98	4.81	0.74	0.6	7.48	6.18	3.51	1.57	2.09	0.65	0.59	0.36
ENSMMUG00000022311	2.19	1.03	0.19	1.33	0.58	0.82	2.23	4.98	6.33	88.79	12.15	0.24	0
ENSMMUG00000007342	2.06	2.52	2.48	0.56	0.39	0.02	0.02	0.02	0	0	0.06	0.51	0.26
ENSMMUG00000015549	0	0	0	0	0	0	0	0	0	0	0	0.17	0
ENSMMUG00000005565	0	0	0	0	0	0	0	0	0	0	0	0.12	0.09
ENSMMUG00000006811	2.53	2.68	2.28	9.45	12.88	6.67	7.73	3.78	3.05	13	5.72	14.43	18.83
ENSMMUG00000014785	4.73	6.11	6.38	7.84	5.99	9.82	9.39	4.55	7.43	4.89	4.73	2.93	3
ENSMMUG00000002607	2.2	2.38	2.02	0.76	0.71	4.34	5.71	5.4	4.91	53.56	48.99	4.13	4.23
Locus_60466	0	0.05	0.13	0.12	0	0	0	0	0	0	0	1.64	1.98
ENSMMUG00000017370	49.4	52.31	51.93	33.12	34.56	116.65	75.49	82.45	89.62	159.97	257.45	310.65	422.88
ENSMMUG00000028965	0.53	0	0.21	0.55	1.06	0	2.1	0.78	0.77	0.88	0	0	0.17
ENSMMUG00000031866	0	0	0	0	0	0	0	0	0	0	0	0.03	0
ENSMMUG00000006693	1.45	2.17	1.31	1.43	1.66	1.36	1.48	1.3	0.93	0.53	3.72	1.91	1.63
ENSMMUG00000004184	0.17	0.08	0.07	0.17	0.13	0.58	0.34	0	0.25	0	0.32	94.63	108.32
ENSMMUG00000017196	0	0.02	0	0	0	0	0	0	0	0	0	5.94	4.3
blastnHuman.CUFF.286937	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000253921	0	0	0	0.17	0	0	0	0.36	0	0	0	0	0.47
blastnGorilla.Locus_294731	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017873	0.33	0.68	0.06	0.4	0.86	0	0.44	0.61	0.6	189.33	769.99	0.33	0.16
Locus_500259	0	0	0	0	0	0	0	0	0	0	0	0.11	1.41
blastnOrangutan.Locus_265186	0	0	0	0	0	0	0.93	0	0	0	0	0	0
ENSMMUG00000015176	14.05	15.72	12.03	8.11	9.92	11.68	19.26	6.96	11.88	7.11	19.7	17.31	11.37
blastnPan.Locus_177320	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029169	10.98	36.62	26.01	5.62	45.64	0	0	0	0	0	0.86	4.27	3.05
blastnHuman.ENSG00000230696	0	0	0	0	0	0	0	0	0	0	0	1.09	2.86
ENSMMUG00000010471	3.57	3.25	4.68	0.75	1.2	37.37	25.76	146.56	167.06	115.75	144.69	4.41	3.14
ENSMMUG00000032496	0	0	0	0	0	1.53	0	0	0.66	0	0	0.36	0.57
ENSMMUG00000012268	0	0	0	0	0.06	0	0	0	0	0	0	0.05	0
ENSMMUG00000020249	3.28	4.77	3.56	0.94	1.27	2.09	2.67	0.85	0.06	0.95	0.07	2.37	1.2
blastnPan.CUFF.442366	0	0.35	0	0.26	0.3	0.64	0	1.11	1.1	0.62	0	0.3	0.24
blastnGorilla.Locus_439476	0	0	0	0	0	0	0	0	0	0	0	0.31	0
blastnGorilla.Locus_61664	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008427	1.97	2.9	2.39	4.71	2.12	10.93	7.93	4.12	4.07	3.47	3.16	3.11	3.75
ENSMMUG00000000198	5.51	5.26	5.76	5.27	5.67	13.04	18.43	6.05	7.98	25.4	31.67	8.25	5.59
ENSMMUG00000000310	14.09	13.34	13.31	58.18	55.33	70.39	38.02	2.88	1.58	1.53	3.68	0.84	0.48
ENSMMUG00000020123	3.66	1.83	1	0.68	1.27	2.96	8	9.38	6.63	2.26	7.72	2.39	2.27
ENSMMUG00000005206	0	0.15	0.13	0.11	0	0	0	0	0.24	0	0.2	0.07	0
ENSMMUG00000016967	1.89	1.31	1.67	0.55	0.86	0	0.71	0.4	1.96	1.33	0.34	4.72	3.94
ENSMMUG00000010761	1.38	0.94	1.52	0.39	0.18	0	0.6	180.41	143.94	219.75	553.76	1.43	1.68
blastnMouse.ENSMUSG00000072828	0.49	0.6	0.38	0.34	0.78	2.49	0	0	0	0.81	2.45	0.1	0.31
blastnHuman.ENSG00000235743	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_8051	0	0	0	0	0	0	0	0	0	0	0	0.12	0
blastnHuman.Locus_159328	0	0	0	0	0	0	0	0	0	0	0	0.09	0
ENSMMUG00000010388	24.71	9.99	8.49	14.05	4.35	25.51	28.8	62.26	37.75	119.7	138.89	9.65	20.89
blastnHuman.ENSG00000255314	0	0	0	0	0	0	0	0	0	0	0	0.08	0.27
ENSMMUG00000002027	22.55	15.66	37.31	9.35	15.82	47.02	41.17	35.71	16.53	39.45	74.34	5.79	5.61
ENSMMUG00000001464	0	0	0	0	0	0	0	0	0	0	0	6.45	5.29
ENSMMUG00000014709	9.17	8.71	9.34	7.05	11.47	11.3	8.14	6.07	5.18	9.67	14.12	10.59	13.23
ENSMMUG00000016515	0.5	0.52	0.24	1.11	0.44	0.79	1.11	0.55	0.54	0.92	0.39	2.9	2.49
ENSMMUG00000022738	0.45	0.08	0	0	0	0	0.12	0.13	0.13	0	0	3.04	1.65
ENSMMUG00000014431	21.68	21.77	31.29	21.93	19.66	3.38	4.74	4.25	1.59	0.74	0.32	18.97	22.42
ENSMMUG00000011499	18.25	15.81	11.85	3.56	6.69	4.3	4.75	8.84	7.64	16.22	31.85	4.63	2.46
ENSMMUG00000005137	17	20.01	22.26	16.9	14.94	31.81	19.82	16.8	15.4	15.62	11.76	15.49	20.17
ENSMMUG00000009402	0	0	0	0	0.19	0	0	0	0	0	0	3.64	2.91
ENSMMUG00000019369	1.64	1.88	1.14	2.29	3.01	5.08	10.85	4.5	4.65	1.97	2.22	18.07	23.74
ENSMMUG00000018932	0	0.09	0	0	0.12	0.5	1.16	0.43	0.21	0	0.37	0.33	0.19
ENSMMUG00000029407	9.58	11.09	12.53	13.9	17.42	12.14	15.62	19.09	27.65	13.48	12.84	29.81	35.45
blastnPan.CUFF.167073	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_427151	2.91	2.14	1.9	1.37	1.42	0.57	1.17	0	0.32	0	0	0.18	0.43
blastnHuman.Locus_103212	0	0	0	0	0	0	0	0	0	0	0	0.11	0
blastnGorilla.Locus_195309	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023165	1.08	2.68	2.25	0.18	0.91	0.11	0.09	0.99	1.08	0.22	0.17	0.27	0.26
Locus_73828	0	0	0	0	0	0	0	0	0	0	0	5.14	0.42
blastnGorilla.Locus_463636	0	0.08	0	0	0	0	0	0	0	0	0	0.11	0
blastnGorilla.Locus_95094	0	0	0	0	0	0	0	0	0	0	0	0.17	0
ENSMMUG00000011657	17.41	21.97	19.6	35.49	30.22	13.49	10.99	15.07	16.54	18.66	17.69	12.44	10.5
ENSMMUG00000018069	9.03	8.69	7.37	12.72	10.68	4.27	5.75	8.15	17.58	3.89	4.21	7.16	6.26
Locus_222274	0	0	0	0	0.2	0	0	0.37	0	0	0.31	0.35	0.16
ENSMMUG00000006458	7.79	7.5	9.11	2.55	3.22	3.05	2.53	3.53	3.1	1.76	3.59	53.79	62.05
ENSMMUG00000031090	19.79	20.87	22.39	15.12	12.86	78.34	35.24	38.03	24.37	36.45	31.36	50.35	86.71
ENSMMUG00000011632	2.61	2.79	1.96	4.26	6.31	4.53	2.95	4.67	4.51	39.01	48.55	0.96	0.87
Locus_189758	0.22	0.07	0	0	0	0	0	0	0	0	0	0.7	0.14
ENSMMUG00000012001	17.23	20.34	22.25	15.85	15.35	8.84	5.49	1.74	2.04	1.56	0.91	5.65	8.64
blastnHuman.ENSG00000234689	0	0	0	0	0	2	0	0	0	1.95	0	0.48	0
ENSMMUG00000008928	0	0	0	0	0	0	0	0	0	0	0	210.71	201.83
blastnHuman.XLOC_014088	0	0	0	0	0	0	0	0	0	0	0	0.61	0
blastnPan.CUFF.346184	0	0.56	0.48	2.1	1.95	0	0	0	0	0	0	0	0
Locus_447218	0	0.13	0.33	0	0	0	0	0	0	0	0	0.6	1.62
ENSMMUG00000017097	6.5	6.13	7.82	2.96	5.71	8.53	5.68	10.56	7.31	11.87	24.34	5.51	5.95
blastnGorilla.Locus_318804	0	0.13	0	0	0	0.74	0	0	0	0	0	0.79	0.28
ENSMMUG00000032502	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030991	1.03	2.18	0.53	0.23	0.81	1.16	0.45	0	0	0.56	3	0.69	0.22
blastnPan.CUFF.165338	0.52	0.48	0.71	1.16	2.18	0	1.72	0.58	1.71	0	1.31	0.34	0
ENSMMUG00000013901	13.78	14.63	14.8	20.85	15.65	8.96	7.86	17.21	19.02	8.06	3.31	34.5	27.55
blastnHuman.CUFF.167767	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnOrangutan.CUFF.227121	0	0.29	0	0	0	0	0.62	0	0	0.78	1.18	0	0
blastnGorilla.Locus_441811	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_442279	0	0	0	0	0	0	0	0	0	0	0	0.22	0
blastnGorilla.Locus_17783	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010534	0	0.24	0.3	0	0	0	0	0	0.37	0	0	228.16	187.22
Locus_20092	0	0.08	0	0	0	0	0	0	0	0	0	3.83	4.95
Locus_372779	0.38	0.04	0.1	0.26	0.1	0	0	0	0	0	0	1.82	2.79
ENSMMUG00000017993	5.14	5.73	5.71	8.55	7.48	7.65	10.19	9.73	10.84	10.58	6.56	12.55	18.67
ENSMMUG00000001359	11.62	9.44	7.26	18.54	14.88	14.04	7.6	11.39	11.09	5.99	2.87	5.53	4.57
Locus_138900	0	0	0	0	0.51	1.08	2.53	0	0	0	0	0.13	0.41
blastnHuman.ENSG00000232504	0.14	0.52	0.77	0.39	0.68	1.21	1.31	0	0.21	0.71	0.54	0.09	0
ENSMMUG00000015551	39.85	34.44	36.25	47.61	57.54	69.46	79.08	54.89	47.53	56.59	172.09	37.5	24.09
ENSMMUG00000030421	9.47	9.75	7.55	7.54	10.22	1.67	5.3	5.48	4.14	3.24	5.17	3.33	4.69
ENSMMUG00000028802	1.82	2.29	2.21	3.73	1.44	2.2	0.34	2.67	0.75	0	0.98	2.35	1.81
blastnGorilla.Locus_294059	0.65	0	0	0	0	0	0	0	0	0	0	0.13	0
ENSMMUG00000017631	0.14	0.17	0.16	0.05	0.11	0.71	2.02	4.61	3.65	0	0.17	0.28	0.18
Locus_247127	0	0	0	0	0	0	0	0	0	0	0	0.36	0.38
Locus_341520	0	0	0	0	0	0	0	0.1	0.29	0	0	18.7	32.27
ENSMMUG00000030656	0	0	0	0	0	0	0	0	0	0	0	0.09	0
ENSMMUG00000010893	1.41	0.24	0.16	0.28	1.28	0	3.7	2.07	2.34	2.66	0.5	0.12	0.26
Locus_272722	0	0	0	0	0	0	0	0	0	0	0	1.09	1.38
blastnOrangutan.CUFF.52772	0	0	0	0	0	0	0	0	0	0	0	0.5	0.91
ENSMMUG00000003070	39.2	27.21	40.86	29.46	26.75	53.73	32.77	39.89	32.06	53.27	63.5	174.14	166.55
ENSMMUG00000014132	46.01	39.68	43.8	32.27	37.15	102.36	50.77	20.3	16.5	34.01	42.35	36.03	68.98
ENSMMUG00000003972	28.4	25.39	33.91	33.03	52.51	40.62	63.87	79.76	43.65	80.66	216.97	389.27	397.91
Locus_188268	8.09	8.19	8.39	8.08	5.46	81.62	18.36	8.94	11.42	5.84	4.19	6.89	21.88
Locus_115636	0	0	0	0	0	0	0	1.74	0.57	0	0	0.24	0.5
blastnHuman.ENSG00000254291	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000875	0	0	0	0	0	0	0	0	0.06	0	0	2.85	2.82
ENSMMUG00000002374	82.62	65.97	86.87	51.61	59.75	48.37	25.44	50.39	44.12	76.21	51.26	43.45	106.08
Locus_102309	0	0	0	0	0	0	0	0	0	0	0	0.06	3.11
Locus_141237	0.55	0	0.64	0.19	0.66	0	1.09	0	0.8	0	0	1.06	0.18
ENSMMUG00000031471	0	0	0	0	0	0	0	0	0	0	0	3.26	5.64
ENSMMUG00000015856	10.61	13.33	12.3	10.75	8.79	0.21	0.35	0.09	0.36	0.1	0.05	0.36	0.16
blastnPan.CUFF.10415	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_292749	0	0	0	0	0	0	0	0	0	0	0	0	0.52
blastnGorilla.Locus_18301	0	0.23	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000688	0.09	0.03	0	0	0	0	0.34	0.38	0.12	1.41	0.32	0.52	0.22
ENSMMUG00000016233	55.19	55.21	66.57	20.89	24.14	9.31	9.15	9.22	8.63	3.15	4.29	1.57	1.78
ENSMMUG00000008223	11.45	11.77	11.55	9.81	6.96	9.13	5.52	4.02	2.78	6.48	3.2	8.35	15.33
Locus_314223	0.13	0.12	0	0.09	0.1	0.22	0	0	0.19	0.43	0	17.51	12.02
ENSMMUG00000013555	0.27	0.13	0.1	0	0	0	0	0	0	0	0	0.16	0
ENSMMUG00000002416	6.58	11.92	5.4	8.45	6.04	74.94	48.97	63.22	53.36	21.22	10.03	9.29	7.89
ENSMMUG00000004987	0	0	0	0	0	0	0	0.17	0	0	0	0	0
ENSMMUG00000020107	1.61	1.68	1.19	1.47	1.88	1.82	1.01	0.79	1.11	0.51	0.58	1.39	1.8
blastnMouse.Locus_52751	0	0	0	0	0	0	0	0	0	0	0	0.19	0
blastnGorilla.Locus_195167	0	0	0	0	0	0	0	0	0	0	0	0.14	0
ENSMMUG00000001645	23.04	20.84	21.71	15.59	27.12	45.91	58.74	27.66	27.51	56.86	49.81	128.46	68.67
blastnHuman.ENSG00000232876	0	0	0	0	1.4	0	0	0	0	0	0	0	0
ENSMMUG00000018247	21.52	24.8	37.5	13.14	12.73	20.67	10.99	20.22	7.21	11.56	16.7	37.75	58.32
ENSMMUG00000001360	1.87	2.76	2.58	3.12	2.78	8.13	5.83	7.43	9.04	8.19	3.63	27.59	56.84
Locus_449271	0.37	1.08	0.19	0.17	0.49	0.21	0.48	0.36	0.35	0	0	0.79	0.47
blastnPan.Locus_61097	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_116574	0	0	0	0	0	0	0	1.38	0	0	0	1.33	0
ENSMMUG00000007377	0	0.18	0	0	0.16	0	0.26	0	0	0	0	0.47	0.12
ENSMMUG00000017051	0.05	0.08	0.04	0	0.04	1.37	0.35	0	0.16	0	0	1.49	1.68
ENSMMUG00000017741	7.69	6.15	6.39	6.49	4.58	2.91	2.09	4.07	1.86	1.75	0.72	1.28	1.34
blastnHuman.Locus_166337	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_119607	0	0.37	0.31	0	0	0	0	0	0	0	0	0	0
Locus_447823	0	0	0	0	0	0	0	0	0	0	0	0.6	1.02
ENSMMUG00000019168	2.07	3.14	0.8	2.12	0.82	0	1.36	0	0	0	0	18.32	7.89
Locus_40864	11.28	5.43	9.24	2.72	5.25	13.45	15.66	11.65	4.8	16.38	24.87	4.93	3.79
Locus_115114	0	0	0.22	0.19	0	0	0	0	0	0	0	0.62	0
blastnHuman.ENSG00000228308	0	0.03	0	0	0	0	0	0	0	0	0	0	0.07
ENSMMUG00000017409	33.89	30.29	36.77	12.13	19.27	15.62	19.8	27.27	17.04	15.93	17.24	53.84	42.64
ENSMMUG00000007995	0	0.31	0	0.31	0.63	0.19	0.45	12.66	89.79	336	40.95	0.11	0.07
ENSMMUG00000003215	0	0.07	0.17	0	0	0.37	0.29	0	0	0	0.55	1.37	0.83
ENSMMUG00000014539	18.55	23.03	28.7	12.14	15.9	16.9	16.76	20.23	15.89	26.07	27.34	8.09	8.15
blastnHuman.ENSG00000231977	2.49	6.65	3.08	2.72	6.71	0	0	0	0	0	0.62	0.1	0
ENSMMUG00000016302	1.27	1.29	1.11	0.14	0.11	0.72	1.33	1.27	1.58	0.77	2.32	5.64	7.19
ENSMMUG00000021845	35.59	38.98	40.86	20.15	36.94	24.39	24.55	23.31	12.81	8.43	25.13	81.6	145.29
Locus_500748	0	0	0	0	0	0	0	0	0	0	0	1.69	1.3
Locus_117210	0	0	0	0	0	0	0	0	0	0	0	5.4	0.24
ENSMMUG00000004036	0	0.1	0.18	0	0	0.58	0	0	0	0.19	0.14	32.19	27.84
ENSMMUG00000005738	26.76	25.36	19.29	19.5	23.85	19.31	20.1	15.2	21.06	19.66	47.37	10.59	16.47
blastnPan.CUFF.307737	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000224477	0	0.55	0	0	0	0	0	0	0	0	0	2.92	3.46
blastnHuman.ENSG00000248743	0.25	0.15	0.29	0.22	0.4	0	0	0	0	0	0.24	0.05	0.12
Locus_245514	0	0	0	0	0	0	0	0	0.08	0	0	4.85	1.63
ENSMMUG00000007952	1.99	1.92	2.61	1.41	0.49	1.86	11.81	4.83	6.27	382.9	438.44	0.36	0.83
ENSMMUG00000001710	0.22	0.33	0.67	0.3	0.26	0.18	0.14	0	0.16	0	0	126.95	120.6
blastnHuman.ENSG00000232684	0.23	0.85	0.18	0.21	0.37	2.1	0.31	0.57	0.79	0.26	0.19	0.28	0.15
Locus_341212	0.47	0.43	0.36	0.32	0	0	0	0	0	0	0	0.09	0.3
ENSMMUG00000007524	29.39	27.16	35.43	35	38.09	16.06	33.24	36.67	52.96	71.58	105.08	14.11	11.69
ENSMMUG00000016531	2.12	2.1	1.64	1.18	2.29	0.98	10.11	1.69	2.51	5.71	6.26	1.2	0.49
blastnHuman.XLOC_010152	0	0	0	0	0	0	0	0	0	0	0	0.1	0
ENSMMUG00000032391	0.06	0	0.05	0	0	0	0	0	0	0	0	6.83	5.43
ENSMMUG00000022503	0.41	0.25	0.48	0	0	0.69	0.81	0	0	0.34	0	1.32	2.09
blastnPan.CUFF.313872	0	0.22	0.14	0	0	0	0	0	0	0	0	0.11	0
blastnPlatypus.Locus_164829	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_61510	0.11	0.07	0	0	0	0	0	0	0	0	0	4.8	9.62
ENSMMUG00000011826	8.79	6.38	11.81	19.17	11.86	16.55	17.57	16.23	13.34	19.43	10.44	16.83	33.52
blastnGorilla.Locus_257050	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012694	5.11	4.67	5.38	1.76	2.09	1.35	0.53	2.4	1.89	0.44	0.63	1.34	0.66
ENSMMUG00000016767	2.73	5.06	4.69	0.14	0.16	0	0.13	0	0.44	0	0	0.55	0.96
blastnHuman.ENSG00000248238	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001891	0.39	1.02	0.38	0.13	0.7	11.65	34.88	0.72	0.29	0.97	2.71	9.04	5.68
ENSMMUG00000007470	24.52	28.11	27.58	10.86	9.81	3.69	2.94	9.2	10.02	0.61	0.28	5.42	3.93
