Gene	Brain_Female1	Brain_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2
ENSXETG00000007450	278	555	0	0	0	0	0	0	0	0	9	9
Locus_142116	0	0	0	0	0	8	1	0	0	6	0	2
ENSXETG00000023700	329	423	173	189	281	292	68	111	473	443	648	1016
ENSXETG00000021532	10	1	18	1	386	79	1	1	10	6	12	24
ENSXETG00000033089	121	147	141	209	131	216	82	191	346	586	128	157
Locus_85636	0	0	27	31	0	0	0	0	1	13	10	7
ENSXETG00000010561	312	723	58	53	186	134	3	2	811	944	343	393
Locus_136711	16	7	0	0	4	6	0	0	0	3	11	21
ENSXETG00000020021	1949	2088	818	621	411	521	57	80	2320	877	3116	2050
ENSXETG00000005684	53	65	104	102	150	91	99	94	578	1467	127	112
ENSXETG00000010098	4952	4060	10275	8913	16996	14735	8405	8777	9467	12812	9388	7732
ENSXETG00000003203	246	262	1160	2482	1146	1866	558	1498	609	2800	1772	5725
ENSXETG00000010090	0	0	0	0	2	7	26	38	0	0	97	54
ENSXETG00000008844	4206	3306	1599	1983	3178	3773	1666	2490	2854	1342	3329	685
ENSXETG00000031016	1006	1179	811	948	6534	3479	1078	944	3765	5517	1099	1099
Locus_121443	239	194	0	0	7	1	0	0	2	0	95	129
ENSXETG00000010187	54	83	45	25	542	440	136	246	15	40	265	945
Locus_4547	0	0	0	0	0	0	0	0	0	1	87	150
ENSXETG00000031996	471	564	161	168	475	418	377	529	99	505	468	954
ENSXETG00000008248	0	0	0	0	0	0	0	0	0	0	2	8
Locus_165763	0	0	0	0	0	0	0	0	0	0	17	7
ENSXETG00000007493	524	544	6	5	29	27	5	7	284	177	197	221
ENSXETG00000005310	778	1125	217	471	20	8	2	0	4	2	25	40
Locus_187479	26	6	173	66	269	327	131	124	14	63	898	953
Locus_166575	1428	134	24	6	67	179	27	1	11	10	13917	22835
ENSXETG00000032450	0	0	1	0	0	1	0	0	0	0	0	0
ENSXETG00000030029	228	186	32	16	628	310	31	30	17	4	5086	7334
ENSXETG00000015598	1344	1536	505	488	780	693	418	413	872	1290	1480	2645
ENSXETG00000030581	0	0	3	0	2	1	0	0	0	0	3	0
ENSXETG00000023288	14	14	46	49	113	119	38	38	1010	2928	131	311
ENSXETG00000031341	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000005949	156	82	156	304	6058	3814	5568	7475	147	89	301	502
ENSXETG00000020835	260	244	1053	930	629	690	103	181	2426	991	759	1155
ENSXETG00000004548	1304	1172	1357	1361	2112	1871	902	1231	2171	1388	2243	1374
ENSXETG00000018204	232	315	116	111	102	111	50	71	228	557	171	347
CUFF.86423	7	15	0	0	0	1	0	0	0	0	4	2
ENSXETG00000011723	121	114	77	50	90	72	31	47	1481	3017	401	694
ENSXETG00000006924	0	0	7	0	342	294	568	1341	0	0	2	9
ENSXETG00000020362	4792	5909	1178	1138	1001	1038	539	563	100	118	2017	2397
ENSXETG00000026430	1	3	10129	6926	3	9	6	13	0	0	1	10
ENSXETG00000001467	737	1030	355	472	453	924	307	583	20	22	635	1064
ENSXETG00000012265	5	5	2	5	15	17	5	4	1	14	1	9
ENSXETG00000001776	138	142	31	39	219	319	690	1020	298	437	1042	2087
Locus_138849	1	2	0	0	3	0	0	0	0	0	0	2
ENSXETG00000026353	0	0	0	0	0	0	0	0	0	0	0	1
ENSXETG00000000302	136	120	189	167	266	167	145	138	152	136	490	611
ENSXETG00000000689	330	302	1475	819	240	306	13	20	30	23	64	778
ENSXETG00000017404	10	4	121	30	14	8	4	3	15	30	71	50
ENSXETG00000005740	206	253	150	150	200	296	111	185	452	874	344	390
ENSXETG00000022815	123	172	225	197	48	46	29	47	521	723	145	363
ENSXETG00000022831	2	0	0	0	10	0	0	0	3053	5697	724	1087
ENSXETG00000000101	5	7	13	12	69	70	36	60	0	9	12	16
ENSXETG00000013841	1235	1441	579	721	882	932	512	703	7028	5433	4285	3712
Locus_10625	0	0	0	0	0	0	0	0	112	568	5	24
Locus_161069	0	4	9	0	12	4	10	15	0	3	13	8
ENSXETG00000015044	2045	3882	731	1069	1874	1386	205	256	19	10	696	627
ENSXETG00000030119	22	4	0	0	0	0	0	0	0	0	21	330
ENSXETG00000006917	4	4	55	81	7	189	3	8	78	66	250	394
ENSXETG00000016383	14	3	0	0	40	48	31	30	6	12	15	21
ENSXETG00000026888	0	0	1	0	2	0	1	1	2	13	1	2
ENSXETG00000016896	1646	1774	1100	1264	1028	1226	767	787	1973	1060	2162	1382
ENSXETG00000003278	311	297	28	71	82	125	1	4	3	2	37	14
ENSXETG00000024874	1102	932	330	269	1129	1351	335	538	3659	3785	581	419
ENSXETG00000007324	1631	2735	16	12	326	516	306	421	1364	1261	753	591
Locus_53592	1	1	2	4	5	8	1	12	0	0	3	2
ENSXETG00000023695	818	1007	653	814	1540	1410	811	939	6012	4064	11694	12673
ENSXETG00000032416	0	0	0	0	2	0	0	0	0	0	2	2
ENSXETG00000030102	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000027463	0	1	0	0	2	0	1	0	0	0	0	0
ENSXETG00000017488	2992	2212	5653	4675	7606	7065	4132	4398	4137	10832	3319	4746
ENSXETG00000011009	0	0	0	0	0	0	0	0	0	0	0	1
ENSXETG00000016289	95	43	0	1	12	17	0	0	1	0	5	69
ENSXETG00000023817	220	57	100	45	123	111	172	280	186	514	123	144
ENSXETG00000011683	25	1	5	0	4	24	30	19	0	2	423	442
ENSXETG00000031031	12	15	15	10	30	11	10	16	318	128	31	113
ENSXETG00000005844	0	0	0	0	39	47	6	28	1	0	23	50
ENSXETG00000020613	42	48	69	42	72	54	11	14	258	256	133	148
ENSXETG00000033071	28	21	7	3	105	116	41	68	90	82	20	192
ENSXETG00000012621	16	24	0	0	0	1	0	0	2	1	3	33
ENSXETG00000007195	48	30	41	86	23	36	79	193	16	3	389	310
ENSXETG00000012037	988	1048	374	514	874	1018	282	379	672	1044	802	818
ENSXETG00000032844	0	0	0	0	0	0	1	2	0	0	0	1
ENSXETG00000004463	54	42	36	16	44	62	5	5	387	325	62	72
ENSXETG00000021591	574	569	267	381	113	209	11	34	12	5	175	156
ENSXETG00000006838	5	8	6	3	25	31	45	26	87	121	93	100
ENSXETG00000018302	424	490	247	164	469	389	314	348	3534	1204	1167	1090
ENSXETG00000014950	4183	4709	33	15	9	6	1	1	9	9	50	50
Locus_42317	0	0	0	0	0	0	0	0	0	0	3	6
ENSXETG00000024989	1	1	8	13	9	19	33	78	0	1	3	4
Locus_76377	0	0	0	0	0	0	0	0	0	0	63	50
Locus_170352	65	44	8	3	68	64	0	2	101	114	549	449
Locus_71460	3	12	1	0	0	0	0	1	0	0	5	25
Locus_166921	0	0	0	0	0	0	0	0	0	0	11	4
Locus_100457	3	3	0	0	0	0	0	0	0	0	0	0
ENSXETG00000023546	98	119	241	228	290	110	114	65	597	744	464	462
ENSXETG00000005505	782	863	106	117	202	209	306	156	19	140	335	180
ENSXETG00000034182	0	0	0	0	0	0	0	0	10	11	46	128
ENSXETG00000006460	17997	35096	496	203	32	143	0	0	1	3	448	673
ENSXETG00000018009	594	642	748	567	379	439	86	138	13	20	369	412
ENSXETG00000024399	31	27	11	5	15	7	29	9	0	0	36	79
ENSXETG00000030206	0	0	0	0	1	0	0	0	0	0	0	0
ENSXETG00000026934	129	96	0	0	10	0	2	22	2	4	6	0
Locus_148348	3	1	1	2	14	29	0	0	0	0	16	44
ENSXETG00000007988	43	87	200	265	77	70	38	69	132	940	238	1715
ENSXETG00000016934	131	183	107	133	169	168	87	138	624	795	526	964
CUFF.118222	17	11	21	24	14	14	7	11	0	0	58	18
ENSXETG00000004981	8	4	8	3	10	4	29	15	46	77	9	50
ENSXETG00000009863	19	8	4	3	8	15	6	0	0	2	34	48
ENSXETG00000001806	6794	8473	4665	6533	5448	5902	3252	4078	5906	4514	7244	3808
ENSXETG00000027962	0	0	0	0	0	0	0	0	4	4	0	1
ENSXETG00000032513	54	24	51	56	26	30	1	14	0	0	9	36
ENSXETG00000013890	1666	1787	821	1088	1358	1335	793	972	6989	3767	3950	1626
ENSXETG00000003029	3687	2831	2300	2492	3797	4177	2010	2350	15487	1609	8897	2010
Locus_15214	12	4	2	0	0	2	0	0	0	2	6246	6521
ENSXETG00000023304	221	265	294	290	336	346	128	150	345	357	359	349
ENSXETG00000003486	962	1120	390	320	322	298	108	108	787	1756	306	475
Locus_92659	22	25	3	2	9	10	1	11	155	797	32	146
ENSXETG00000025771	291	301	238	227	408	392	185	193	941	903	477	593
ENSXETG00000017379	1173	1425	591	603	635	950	317	493	5231	4973	1199	2065
ENSXETG00000009046	17	17	11	3	24	30	18	22	1	32	201	294
ENSXETG00000030783	19	39	51	43	8	8	5	28	6	5	2	13
ENSXETG00000014846	10	6	45	13	70	86	96	92	4	1	8	8
ENSXETG00000027217	2732	2135	1207	1289	1665	1108	904	812	816	778	3766	1581
ENSXETG00000026460	11	12	1	0	0	3	1	12	28	52	265	801
ENSXETG00000032151	82	65	57	29	91	134	18	7	37	38	101	170
Locus_72561	0	0	0	0	0	0	0	0	0	0	594	429
ENSXETG00000003062	238	265	188	352	290	284	107	159	261	347	1943	2600
ENSXETG00000020033	18	4	5	2	6781	1581	32094	51779	3	4	44	33
ENSXETG00000030369	727	718	513	359	596	485	342	294	5827	2052	827	432
ENSXETG00000033186	0	0	0	0	5	0	0	0	0	0	28	18
CUFF.39857	1	1	1	0	3	0	7	0	0	1	0	0
ENSXETG00000019391	278	333	210	296	278	321	124	216	1550	2797	3312	3000
CUFF.92156	1	0	0	10	0	0	0	0	0	0	1	0
Locus_131432	0	0	0	0	0	2	0	3	0	0	2	0
Locus_117693	73	72	0	0	0	0	0	0	0	0	0	0
CUFF.141707	2	2	3	4	7	13	4	9	0	0	4	0
ENSXETG00000025842	436	251	296	270	544	510	199	375	62	57	324	394
ENSXETG00000004305	798	904	695	583	1305	824	619	506	5322	1265	3059	740
ENSXETG00000014055	1240	1591	142	241	1346	1499	92	115	2390	684	496	535
ENSXETG00000014441	10	2	38	17	119	482	36	68	2329	1361	262	139
ENSXETG00000019440	421	456	387	281	583	428	297	276	1510	1687	507	185
ENSXETG00000008413	1909	2533	1201	1723	2229	2134	2160	2144	1528	1796	1845	1962
ENSXETG00000022374	500	286	178	176	429	385	123	238	4	10	355	674
ENSXETG00000007442	32	34	103	58	128	227	179	398	9	23	133	228
ENSXETG00000024008	956	1243	353	312	620	698	390	581	3668	2387	2056	2375
ENSXETG00000003498	1898	1898	979	1150	1272	1051	852	1054	55144	37894	5627	1695
ENSXETG00000024796	6920	7402	3223	4793	5348	5001	2663	4302	8454	9257	10497	9472
Locus_139136	2	1	0	0	0	0	0	0	0	0	17	48
ENSXETG00000011609	546	480	423	310	890	643	855	855	1041	928	1274	1533
ENSXETG00000020230	153	179	0	1	7	17	0	0	0	3	3	16
Locus_103095	0	0	0	0	0	0	2	0	2	9	2	10
ENSXETG00000001053	53	26	22	13	53	50	16	18	490	1461	962	3396
ENSXETG00000010042	144	91	127	115	176	246	151	174	243	413	233	252
ENSXETG00000030761	897	1002	236	194	417	398	115	166	417	898	426	942
ENSXETG00000017177	269	325	182	261	402	471	622	1021	872	976	992	1462
CUFF.538	3	2	37	46	75	106	13	30	0	2	61	21
ENSXETG00000010799	2	1	1	0	1	3	1	0	84	105	4	33
ENSXETG00000032641	0	0	0	0	0	0	0	0	0	0	3	0
ENSXETG00000022647	60	58	398	418	1110	462	149	160	0	0	158	172
ENSXETG00000010415	860	885	449	489	805	1004	396	549	3025	1035	1641	952
ENSXETG00000004757	847	1794	1485	2800	21860	15570	7237	13845	315	846	8985	7527
ENSXETG00000001300	750	884	0	1	20	9	0	0	15	4	60	14
ENSXETG00000027208	510	100	632	38	391	59	957	333	13	20	57	43
ENSXETG00000024818	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000005260	4738	3898	1592	1766	3237	2926	1650	2160	10285	1369	3696	699
ENSXETG00000010250	81	94	0	0	1172	364	0	0	1	0	7	7
Locus_66629	0	0	0	0	0	0	0	0	0	0	6	1
ENSXETG00000026307	4	1	0	0	10	30	0	0	0	12	6	11
ENSXETG00000032399	7	5	22	11	1087	891	1356	2121	7	143	220	315
ENSXETG00000013513	188	221	84	88	176	170	56	89	468	1126	654	1047
ENSXETG00000026983	3184	2970	2126	1475	2032	1589	1013	1208	5057	9169	3212	2760
ENSXETG00000023907	3	1	12	2	18	9	26	12	3	6	8	12
ENSXETG00000017810	2301	2916	1026	904	1721	1550	685	966	4369	2612	3648	1927
ENSXETG00000031258	188	189	167	162	167	158	89	105	701	847	384	493
ENSXETG00000026726	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000002690	131	191	23	47	75	74	22	36	334	586	120	329
ENSXETG00000026877	0	1	0	0	0	0	3	0	0	0	88	62
ENSXETG00000006821	13	2	0	0	0	0	0	0	1	0	134	63
ENSXETG00000005768	1022	947	303	295	463	578	278	398	2495	8544	910	1293
ENSXETG00000027935	174	211	80	92	106	101	49	65	210	4462	260	3937
Locus_32294	0	0	0	0	0	0	0	0	0	0	10	22
ENSXETG00000011820	1586	1946	0	0	2	5	0	0	1	10	11	41
ENSXETG00000003637	0	0	0	0	1	3	0	0	0	0	166	100
ENSXETG00000031949	282	261	220	113	438	286	217	220	2251	1000	327	272
ENSXETG00000031919	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000008530	546	584	6	1	589	126	125	18	815	3534	12	32
ENSXETG00000022762	70	121	48	73	128	146	46	101	368	1201	410	1116
ENSXETG00000024864	410	343	1	0	6	2	0	1	1	0	35	42
ENSXETG00000022747	1668	1923	585	730	1266	1077	934	348	4453	6297	874	828
ENSXETG00000014571	1491	1253	7	5	73	147	6	18	21	10	409	475
ENSXETG00000009136	820	1141	617	319	335	874	420	766	51	47	438	534
ENSXETG00000009787	97	98	39	57	55	42	43	61	928	1998	316	384
ENSXETG00000024117	1172	1094	584	380	884	633	408	320	7948	5374	2528	1611
ENSXETG00000008777	127	319	0	0	19025	23772	0	0	6	5	33	12
ENSXETG00000014472	147	187	150	95	237	169	101	110	1895	3579	281	493
ENSXETG00000020092	311	366	184	189	267	353	115	199	577	968	832	2077
ENSXETG00000023230	1	4	99	160	0	1	0	1	0	0	3	14
ENSXETG00000017121	30	25	4	0	6	1	3	16	90	98	489	326
ENSXETG00000003768	212	162	193	105	261	213	143	103	158	529	629	1012
ENSXETG00000013740	467	146	654	190	6495	4997	824	567	13	19	25	99
ENSXETG00000032954	137	191	11	8	7	0	2	5	11	0	17	12
ENSXETG00000026530	185	146	215	174	731	683	1628	1769	1215	1066	528	1142
ENSXETG00000003398	4528	3873	5156	5795	4397	4426	2974	3554	5187	2641	2999	1152
ENSXETG00000015264	22	26	17	26	29	24	12	24	80	467	105	754
ENSXETG00000008335	1131	1051	455	337	601	536	354	323	78	90	670	939
ENSXETG00000021829	204	191	194	137	230	197	127	121	1521	1604	479	346
ENSXETG00000014704	526	747	1	6	1	0	0	0	0	1	39	76
CUFF.122886	1	0	0	1	11	13	3	1	0	0	6	4
ENSXETG00000034207	0	0	0	0	0	0	0	1	0	0	0	0
ENSXETG00000003496	1970	2288	1192	1501	1616	2021	855	1293	3578	3044	2494	1329
ENSXETG00000032524	415	288	212	151	456	277	492	342	11	44	304	257
ENSXETG00000033866	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000019216	80	63	110	146	1	1	0	0	1	5	562	295
ENSXETG00000006316	1407	1745	5218	6903	1129	1043	841	995	3795	1558	1280	1829
ENSXETG00000003944	2857	2568	5643	5097	5147	6465	2893	4992	1139	8611	3573	21113
ENSXETG00000016019	0	0	0	0	13	12	2297	1390	0	0	1	7
ENSXETG00000023661	816	1075	308	227	1067	728	299	453	1651	735	997	808
ENSXETG00000003156	2	18	7	4	2564	924	19	11	1009	1421	825	456
Locus_52938	0	0	0	0	0	0	0	0	1	3	10	25
Locus_88835	0	0	0	0	0	0	0	0	0	0	46	19
Locus_193916	18	37	0	0	0	0	3	4	0	0	25	64
ENSXETG00000025955	162	212	71	58	97	102	59	79	2117	5333	207	370
ENSXETG00000012114	271	330	545	1141	232	630	482	1248	30	7	570	373
ENSXETG00000008116	71	83	205	191	145	146	69	73	31	180	51	86
ENSXETG00000019389	4	0	1	0	221	52	51667	43349	0	0	7	23
ENSXETG00000033428	1020	927	1557	2097	1852	2517	1038	1631	1733	1458	517	899
ENSXETG00000026575	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000001922	11783	20975	4	7	8	25	0	0	1	0	57	77
ENSXETG00000026042	894	1403	208	214	368	621	45	163	1097	147	563	524
Locus_107260	5	8	3	1	11	9	1	2	168	662	108	580
ENSXETG00000015130	347	723	13	34	1	9	52	536	46	22	465	401
ENSXETG00000008043	2	0	1	0	0	0	0	0	0	0	1	0
ENSXETG00000033510	0	0	0	0	0	0	0	1	0	0	0	0
ENSXETG00000019475	1123	1246	746	914	2255	2058	1041	1276	5348	5236	1757	1497
ENSXETG00000021466	715	1017	1	4	2	4	46	60	84	701	48	65
ENSXETG00000030193	0	0	0	0	0	0	0	0	0	0	7	12
ENSXETG00000012706	1266	1330	1948	896	1630	1590	965	1360	540	501	679	535
Locus_103986	1	0	0	0	0	0	0	0	5	1	13	2
ENSXETG00000012700	139	137	202	252	263	314	147	235	557	1183	1462	4157
ENSXETG00000019636	4	6	8	13	36	39	9	0	1	0	78	111
ENSXETG00000002529	3606	3971	96	62	124	116	216	200	21	57	169	315
ENSXETG00000018272	8	7	1	0	4	6	0	0	3	45	5	18
ENSXETG00000000392	0	0	0	0	0	0	8	39	0	0	0	1
ENSXETG00000007700	1536	1718	1886	2718	2298	2366	1398	2137	2985	2628	2903	1207
Locus_36635	17	4	13	4	9	9	36	51	0	0	1	2
ENSXETG00000031574	2027	2617	586	621	1678	1591	710	893	2404	1087	1696	1202
ENSXETG00000015147	78	139	59	73	54	72	13	23	54	401	89	242
ENSXETG00000007666	166	222	130	111	24	33	192	130	356	807	82	272
ENSXETG00000005180	23	14	182	73	602	534	191	264	725	830	243	325
ENSXETG00000000754	265	391	61	67	34	40	9	12	15	66	39	108
ENSXETG00000007164	1637	2164	213	256	490	583	662	954	3156	2533	879	904
ENSXETG00000012676	0	0	1	0	2	20	1	1	1	0	4	9
ENSXETG00000033217	259	299	74	64	95	115	56	62	338	1319	660	2877
ENSXETG00000013224	11	8	0	0	58	2	2	0	13922	18744	2199	8092
Locus_185028	12	31	0	0	1	1	0	0	0	0	1	3
ENSXETG00000004379	37	17	3203	2857	81	92	55	166	3	1	7	8
ENSXETG00000001593	4	6	1	4	2	1	5	15	675	1381	867	956
ENSXETG00000033623	8	10	9	24	12	19	47	55	53	42	617	949
Locus_151305	24	35	13	19	27	16	18	25	4	7	26	19
ENSXETG00000017031	940	1232	0	0	4	1	0	0	1	0	70	149
ENSXETG00000025212	4	0	20	0	135	4	10	2	1	11	3	8
ENSXETG00000000973	2096	2548	339	242	407	311	141	395	252	363	1794	2107
ENSXETG00000022334	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000025921	277	290	203	179	150	208	49	64	1251	473	470	405
CUFF.6668	6	10	5	13	8	9	3	5	0	0	5	11
ENSXETG00000030323	0	0	0	0	0	0	0	0	0	0	2	2
Locus_99729	355	431	125	224	61	142	64	84	2	3	726	179
ENSXETG00000000635	391	539	176	187	492	473	271	322	1704	3522	1066	1820
ENSXETG00000004539	581	545	150	105	315	210	104	121	807	199	1365	886
ENSXETG00000031732	9	13	0	0	28	22	4	0	35	12	32	11
Locus_129172	1	0	0	0	0	0	0	0	0	0	6	0
ENSXETG00000030390	374	227	5	10	8569	11598	1759	7093	33	148	91	80
ENSXETG00000025302	371	348	422	209	397	246	430	301	671	652	491	400
ENSXETG00000023336	222	370	3	3	1	1	0	1	193	640	71	218
ENSXETG00000022031	141	267	81	125	231	291	57	136	889	2432	1246	947
Locus_174895	1	0	0	0	0	0	0	0	0	0	41	25
ENSXETG00000002059	258	268	293	235	181	223	439	196	11660	6551	3932	1279
Locus_64449	0	0	2	0	2	1	0	1	0	1	6	12
ENSXETG00000023327	1396	1243	689	1059	1904	1908	1628	2159	1482	1662	4843	5211
ENSXETG00000026303	1	0	4	0	61	14	4	4	1	15	39	62
ENSXETG00000025925	4216	3637	18702	24540	9573	11004	3103	4443	4173	3667	3346	1731
ENSXETG00000004234	86	133	40	71	78	206	42	141	233	90	49	65
ENSXETG00000026695	0	0	0	0	0	0	0	0	0	0	0	0
Locus_115417	2	4	1	1	1	2	0	0	0	0	30	56
ENSXETG00000008804	2968	2112	4172	2883	2372	2050	3194	2661	3950	3496	2509	1315
ENSXETG00000033387	0	0	0	0	0	0	0	3	0	0	0	2
ENSXETG00000001304	470	709	0	0	9	5	1	1	0	0	2	1
ENSXETG00000024898	281	289	178	160	216	182	89	133	1268	1655	1210	1121
ENSXETG00000032802	153	243	0	0	0	1	1	3	0	0	3	3
ENSXETG00000020781	94	119	154	183	160	165	64	124	1747	3742	336	576
ENSXETG00000008032	1002	847	259	269	6761	4680	4134	3125	1261	1951	1129	1174
ENSXETG00000032126	76	74	62	32	305	235	98	105	1	3	163	221
ENSXETG00000033929	138	129	75	81	102	82	12	16	60	287	344	687
Locus_24190	0	0	0	0	0	0	6	3	0	0	16	33
ENSXETG00000030256	1	1	2	0	2	2	20	14	0	1	0	2
ENSXETG00000009089	1	0	6	1	5	1	8	7	0	1	3	13
ENSXETG00000004917	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000023449	200	276	64	156	7	6	10	12	22	90	75	493
ENSXETG00000034068	68	41	12	31	6	18	2	5	0	1	250	303
ENSXETG00000012463	628	569	507	414	1945	2256	1786	2291	686	811	1528	1978
blastnHuman.Locus_76848	0	0	0	0	0	0	0	0	0	0	1	26
ENSXETG00000030991	31	15	101	74	130	59	144	57	489	424	74	52
ENSXETG00000002043	140	188	115	64	158	115	93	53	1247	2504	335	466
ENSXETG00000021626	6	2	11	5	6	3	4	7	0	0	5	14
ENSXETG00000026555	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000016384	145	176	58	86	28	25	12	30	107	113	28	132
ENSXETG00000003961	1	0	0	0	54	63	48	62	3	1	20	44
ENSXETG00000007300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSXETG00000031503	2144	2706	196	252	23	29	2	0	480	333	617	469
ENSXETG00000009999	629	841	760	1080	637	810	314	488	583	631	747	1164
ENSXETG00000009241	736	797	1182	1673	933	1101	612	954	958	1103	685	1481
ENSXETG00000025081	693	530	2688	2084	1205	979	316	259	680	4932	528	2287
ENSXETG00000010234	1161	1441	735	662	1089	1090	542	653	574	235	1602	1408
ENSXETG00000020490	4	8	0	1	2	4	3	3	1	4	847	748
ENSXETG00000024508	2	3	0	0	3	5	0	0	0	0	14	46
ENSXETG00000033954	2	3	3	2	2	14	1	2	0	0	1	0
ENSXETG00000003723	77	184	28	45	72	104	17	47	153	83	234	236
ENSXETG00000010777	1305	1448	0	1	40	109	0	4	0	0	4	7
ENSXETG00000022626	709	818	351	269	379	346	219	239	3062	6178	1829	1647
ENSXETG00000024129	3129	5101	1767	1845	2005	2653	1838	2831	1211	266	3472	1057
ENSXETG00000011544	217	132	33	11	423	644	84	111	1	1	191	119
Locus_139586	0	0	0	0	0	0	0	0	0	0	28	23
ENSXETG00000016879	30	0	0	0	0	1	0	0	0	0	10	22
Locus_58545	55	71	0	0	0	0	0	0	0	0	0	0
Locus_123157	4	3	6	4	3	1	2	1	1	0	8	7
ENSXETG00000013869	140	119	3	0	115	114	61	14	252	222	2938	5811
ENSXETG00000014911	1938	2842	3	3	13	9	0	0	22	1	585	175
ENSXETG00000006908	42	27	262	327	16	34	4	24	2	8	87	65
ENSXETG00000006419	512	633	193	163	253	257	108	181	1202	464	261	240
ENSXETG00000007719	39	22	7	7	5	5	0	0	1	1	9	27
ENSXETG00000006323	1874	1903	950	711	1527	1289	630	589	2853	2344	4990	3672
Locus_76574	0	0	0	0	0	0	1	25	0	0	0	0
ENSXETG00000033334	8	10	9	2	5	6	0	1	10	9	44	170
ENSXETG00000017313	4	7	4	0	3	14	10	14	2	10	11	13
ENSXETG00000000438	276	285	348	261	579	470	218	230	669	1373	1206	1916
blastnGorilla.Locus_292077	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000004309	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000005552	1492	2513	299	152	233	59	553	556	7935	2085	2392	1870
ENSXETG00000010074	487	445	66	19	415	310	109	43	183	494	1271	2710
ENSXETG00000033995	8	16	0	0	0	0	0	0	0	0	1	9
ENSXETG00000032384	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000003135	17	17	75	106	5	10	1	0	7	5	23	74
ENSXETG00000027282	53	22	92	41	230	143	478	674	620	1638	285	497
Locus_56607	1	25	0	1	0	0	0	0	0	0	8	0
ENSXETG00000019385	6	1	6	0	109	36	20986	31090	0	0	2	18
ENSXETG00000004711	349	277	247	171	315	191	141	87	285	681	893	2076
ENSXETG00000005598	136	172	274	285	231	341	115	228	217	252	409	460
ENSXETG00000026284	246	292	3	11	119	88	7	1	1	2	7	14
Locus_137761	59	41	56	48	111	88	79	55	629	35	301	13
ENSXETG00000017864	29	46	4	4	131	218	7	9	1799	4563	182	442
Locus_6528	0	0	1	0	0	0	0	1	1	0	5	6
ENSXETG00000031983	0	0	0	0	0	0	0	0	0	0	0	0
Locus_40503	16	11	32	17	20	25	12	33	0	1	1	16
ENSXETG00000007633	13	12	28	15	3	1	1	2	0	3	9	129
ENSXETG00000021908	1434	1803	694	1023	707	946	264	428	2641	4246	2563	5981
ENSXETG00000017948	751	1156	258	182	399	351	150	251	569	238	781	460
Locus_4821	35	7	0	2	82	83	8	1	11	4	465	193
ENSXETG00000018494	139	172	129	71	138	125	57	73	1543	1753	413	379
ENSXETG00000022882	426	496	2093	1382	1461	1555	1731	1055	2709	1587	1739	2176
ENSXETG00000008600	96	96	23	25	2291	1544	280	397	894	1341	77	161
ENSXETG00000023007	52	77	75	78	41	67	31	45	273	302	109	66
ENSXETG00000001818	627	888	426	472	454	642	266	371	753	2183	1236	3459
ENSXETG00000013186	95	85	63	72	128	108	63	77	665	760	354	576
Locus_164368	0	0	0	0	1	2	0	0	0	53	3	5
ENSXETG00000004298	217	271	7	2	16	18	0	2	0	0	40	119
ENSXETG00000009033	1402	1711	254	303	482	589	323	537	1602	1152	1320	1816
ENSXETG00000020160	2484	1818	800	933	1215	2063	744	3066	42	88	3142	4425
ENSXETG00000003761	683	782	98	84	211	178	91	112	468	361	311	203
ENSXETG00000031303	23	15	3	14	14	23	20	70	10	44	9	8
ENSXETG00000020346	17861	24469	136	207	182	315	49	74	294	111	836	895
ENSXETG00000004227	10	4	0	0	2	1	0	0	0	1	99	49
Locus_109131	3	1	0	1	0	0	0	0	0	0	371	73
ENSXETG00000007173	0	0	2	1	1	0	2	0	1	0	5	27
Locus_55948	0	0	0	0	3	3	0	0	0	0	14	76
ENSXETG00000014977	1224	1280	577	586	693	711	303	449	12562	5151	1673	961
ENSXETG00000032719	8	0	0	0	0	0	0	0	0	0	6	5
ENSXETG00000016223	200	215	64	26	130	130	136	171	153	403	143	292
ENSXETG00000022240	709	1283	0	0	1	2	0	0	0	0	0	8
Locus_28827	2	1	3	0	0	2	0	0	0	0	64	4
ENSXETG00000005361	529	651	144	204	276	238	167	69	357	322	238	255
ENSXETG00000001008	1184	1062	382	353	2927	1810	975	1398	3637	3737	2573	2574
ENSXETG00000030123	0	0	0	0	0	0	0	0	0	0	0	1
