Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2	Testis_Male3
ENSGALG00000014404	535	358	873	808	886	50	34	129	143	80	25	1339	489	359	415	1167
ENSGALG00000001849	2234	863	1051	462	801	2	15	14	7	4	5	33	17	338	139	141
ENSGALG00000003379	5	2	3	2	17	14	28	9	9	2	5	23	53	19	4	2
ENSGALG00000005927	428	297	899	194	251	147	111	444	248	680	851	19584	4140	839	871	2714
ENSGALG00000008582	978	596	3489	607	785	37	23	19	16	50	17	816	162	113	233	1457
ENSGALG00000004251	5	2	9	0	2	0	0	4	6	6	12	45	3	32	22	96
ENSGALG00000011324	10837	5643	6041	3116	7316	504	1249	2514	1803	1975	3011	4941	4582	5121	1661	1818
ENSGALG00000008911	556	258	165	259	575	32	118	29	16	7	20	23	56	18	3	1
Locus_118648	0	0	0	0	0	0	0	0	0	11	0	10	0	7	21	37
ENSGALG00000010435	54	57	103	107	183	70	51	267	71	41	40	522	419	49	34	124
Locus_45997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	29
ENSGALG00000007735	364	217	568	350	382	1914	1992	472	335	191	244	9449	4952	2694	2820	5872
ENSGALG00000011476	598	335	1544	450	489	154	87	178	132	96	128	2942	412	16	44	288
blastnPlatypus.Locus_108881	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Locus_102293	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	41
ENSGALG00000016822	0	1	1	1	0	2	0	0	0	0	0	0	1	62	57	250
ENSGALG00000005629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Locus_28640	0	0	0	1	0	0	0	2	1	1	1	19	1	698	637	2322
ENSGALG00000013830	117	102	277	80	125	50	34	19	32	4	4	125	39	928	1693	3152
Locus_20934	2	0	0	0	0	1	0	0	0	0	0	158	6	2	2	13
ENSGALG00000014309	697	522	4519	431	658	1145	1384	1133	1639	1072	1780	22673	6084	2170	984	19566
ENSGALG00000001169	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSGALG00000007742	114	89	313	87	100	43	21	57	24	14	3	516	347	459	582	1436
ENSGALG00000002702	218	111	128	91	166	67	93	140	104	76	100	511	415	1856	560	941
ENSGALG00000012766	33	14	145	26	18	21	8	18	20	3	4	1969	274	573	1361	11683
Locus_98523	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	8
ENSGALG00000010704	468	301	683	646	933	111	59	214	249	368	479	4184	1100	519	377	1166
Locus_117695	0	0	1	8	2	0	0	4	0	0	0	2	0	11	12	60
ENSGALG00000009823	237	146	506	219	221	55	36	49	22	60	29	998	286	314	257	1086
ENSGALG00000012576	3	1	24	0	1	1	0	58	62	0	0	5013	340	23	71	223
Locus_84247	0	2	13	1	0	0	0	0	0	1	0	15	0	0	0	4
Locus_118174	0	1	0	0	0	0	0	1	2	0	0	2	3	7	12	58
ENSGALG00000012385	7	9	5	2	1	0	0	9	15	0	1	195	8	28	8	52
ENSGALG00000023271	4	4	28	8	4	5	3	3	0	440	29	8	4	0	6	55
Locus_29461	0	0	0	0	0	0	0	1	0	0	0	4	2	2	4	4
ENSGALG00000006786	30	41	49	57	85	117	140	166	146	67	151	960	518	124	70	152
Locus_97970	0	0	0	0	0	0	0	1	1	0	0	0	1	111	61	69
Locus_87904	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	7
ENSGALG00000012798	642	498	2528	637	776	422	287	903	1101	1870	1823	10518	3717	783	1225	6127
ENSGALG00000013256	321	252	691	416	545	233	200	226	275	106	128	1969	1067	639	843	2882
blastnGorilla.CUFF.32414	0	0	0	2	1	0	0	0	0	0	0	0	0	1	5	5
ENSGALG00000016779	147	99	327	120	221	29	55	79	70	124	165	2236	623	1049	1080	3036
ENSGALG00000015843	32	31	464	101	85	67	32	96	52	46	25	4544	609	274	673	5621
ENSGALG00000001836	60	30	46	45	57	43	26	52	33	53	45	315	211	183	154	174
CUFF.7584	4	4	2	4	0	3	0	1	0	2	1	5	1	0	3	5
ENSGALG00000021882	45	12	35	93	108	0	0	0	0	1	0	29	4	13	9	17
ENSGALG00000004515	13	11	61	11	19	15	2	2	13	11	5	170	59	394	508	3015
ENSGALG00000002542	190	105	198	157	208	80	65	421	222	837	915	1769	1270	240	196	365
ENSGALG00000003397	642	360	1110	768	814	818	669	467	510	558	309	5793	2866	481	628	1824
Locus_119404	0	1	0	0	1	1	0	1	0	1	0	0	0	114	56	81
Locus_87603	1	0	1	0	0	0	0	0	0	0	0	0	0	2	2	9
ENSGALG00000011091	225	163	813	220	270	115	79	132	115	167	99	3303	912	684	1186	4777
Locus_48351	2	1	2	2	1	0	0	0	1	0	0	8	9	0	0	0
ENSGALG00000014638	2152	1388	5262	2492	2916	1162	922	2051	1654	1129	922	26065	4220	1374	1530	5968
ENSGALG00000021064	7	5	62	3	7	0	1	1	0	2	0	102	54	2	2	209
ENSGALG00000008362	169	110	36	67	108	0	0	0	0	0	1	0	0	12	11	3
ENSGALG00000006422	283	192	574	186	152	130	192	84	94	95	76	1035	386	149	225	385
ENSGALG00000009645	134	58	128	320	398	108	115	349	258	114	90	318	172	53	67	93
CUFF.66919	4	0	5	2	2	2	2	0	1	0	2	14	5	50	103	440
ENSGALG00000008788	67	36	19	42	49	168	158	323	237	353	440	679	1353	824	406	417
Locus_82174	4	7	11	7	7	2	2	5	4	0	4	4	2	57	24	18
ENSGALG00000010256	80	69	167	155	188	161	121	151	169	185	112	2131	1075	216	237	560
ENSGALG00000005182	284	139	114	130	233	232	332	387	280	281	557	361	698	554	246	268
ENSGALG00000022394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSGALG00000015720	24	12	38	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSGALG00000007752	113	65	626	115	139	62	39	105	69	61	32	2945	391	1159	2699	15373
blastnHuman.ENSG00000225865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011542	112	69	383	74	115	62	40	116	84	162	58	844	610	58	183	937
ENSGALG00000016326	14	3	11	9	19	1	0	2	2	3	30	301	111	29	22	70
ENSGALG00000016576	66	55	538	66	78	69	33	161	91	135	49	8339	1373	445	1105	9692
Locus_84391	0	0	0	0	0	0	0	0	0	0	0	0	0	56	7	21
ENSGALG00000009152	971	592	808	1110	1022	24	16	99	91	8	5	928	212	197	145	269
ENSGALG00000008907	170	103	690	1410	1223	39	29	46	37	4	3	15334	2144	93	276	1689
ENSGALG00000011409	151	75	241	158	145	204	240	276	197	112	216	1322	549	1456	977	1773
ENSGALG00000016918	648	361	915	485	575	573	475	430	359	424	479	2115	1404	1374	1182	2511
ENSGALG00000014751	8	12	39	6	12	8	15	4	3	0	1	711	260	109	132	431
ENSGALG00000017266	1	4	2	4	3	1	0	157	84	42	57	1245	301	12	10	22
ENSGALG00000012363	225	145	209	106	128	117	74	796	840	1916	1987	7800	3266	240	207	414
Locus_126321	0	0	0	0	0	0	0	0	0	0	0	7	9	5	4	3
ENSGALG00000003483	491	363	1324	362	530	206	131	713	716	1114	725	7064	2734	574	712	2586
ENSGALG00000000547	0	2	1	0	0	18	8	390	183	132	229	1096	530	118	51	71
ENSGALG00000013056	14	16	56	6	8	1	1	0	0	3	0	181	14	81	53	146
ENSGALG00000001026	1922	1041	2560	2154	2426	737	702	815	612	18	20	2409	717	617	497	1457
ENSGALG00000009253	583	302	1583	402	557	493	440	674	338	738	338	5493	1688	1338	2774	7283
ENSGALG00000006418	1456	1080	5465	1203	1646	428	371	755	661	775	312	10601	3040	2190	4445	7631
ENSGALG00000018767	0	0	1	0	0	3	0	2	5	4	3	34	23	10	13	19
ENSGALG00000017104	73	47	165	86	92	40	23	44	40	28	38	537	213	514	533	1168
CUFF.111738	1	0	11	0	2	0	0	2	9	0	1	4	11	3	7	21
ENSGALG00000024437	0	1	0	0	0	0	0	0	0	0	0	0	0	8	14	21
ENSGALG00000010867	8	19	42	21	34	15	7	14	20	11	7	315	71	21	8	33
ENSGALG00000013521	158	107	730	210	237	94	115	170	122	152	58	4256	521	237	512	2962
ENSGALG00000015196	598	478	1119	523	622	129	95	7	22	2	1	197	156	210	392	2355
ENSGALG00000010427	1	0	1	0	0	3	20	0	3	5201	10474	9	0	88	88	165
ENSGALG00000016516	97	42	34	54	91	57	80	108	63	41	114	220	288	526	159	244
ENSGALG00000016388	0	0	0	0	0	395	615	0	3	6	0	24	3	3	2	14
Locus_64860	16	11	151	17	19	9	4	9	6	12	1	502	63	29	138	1872
ENSGALG00000014646	2061	1366	5046	1401	1875	16	13	23	20	6	8	463	139	221	214	884
ENSGALG00000009147	522	362	656	483	485	207	130	441	342	540	394	3932	1802	537	479	943
ENSGALG00000015032	9	2	8	11	17	10	11	15	14	94	128	210	330	45	31	47
ENSGALG00000023510	546	410	2359	363	344	325	190	417	322	1477	759	3784	1405	212	378	1533
ENSGALG00000004224	206	118	1646	109	117	62	31	191	81	113	70	6202	400	355	430	2660
ENSGALG00000003369	269	196	179	136	280	66	73	140	158	91	232	590	434	357	141	176
Locus_20518	0	0	3	0	0	0	0	1	2	0	0	54	9	3	10	68
ENSGALG00000010572	6	4	0	5	0	0	1	0	0	0	0	9	13	7	9	25
ENSGALG00000016870	210	157	540	403	477	27	18	98	86	143	60	1155	226	54	74	203
Locus_28092	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	35
Locus_98291	0	0	0	0	0	0	1	0	0	0	0	0	0	8	9	27
blastnOpossum.Locus_122588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSGALG00000007765	5	2	3	0	0	1	0	16	2	7	5	64	41	14075	1740	2849
ENSGALG00000007005	418	233	3488	149	178	132	120	139	62	68	42	2603	304	585	1287	8551
ENSGALG00000017052	17	11	106	3	3	2	0	0	0	0	1	1049	89	5013	3657	44691
ENSGALG00000013611	47	49	223	46	46	0	0	0	1	0	0	112	27	0	9	22
ENSGALG00000012879	339	238	1540	425	555	234	165	581	409	358	211	9371	1789	472	918	3866
blastnGorilla.Locus_58945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000004421	96	67	158	152	206	66	60	65	87	86	75	544	599	119	154	265
blastnHuman.Locus_125921	27	12	13	4	10	1	1	1	4	6	292	0	0	0	0	0
ENSGALG00000019866	5	12	29	3	11	0	0	3	1	1	0	1500	239	370	463	1933
blastnOpossum.Locus_87178	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSGALG00000006525	21	4	27	14	2	5	0	4	6	2	0	92	13	430	518	3460
ENSGALG00000011349	0	0	0	0	0	0	1	0	0	4	11	0	0	3	1	1
ENSGALG00000014969	664	334	250	572	770	728	1081	322	390	391	645	374	959	2022	1174	1030
ENSGALG00000005097	12	8	28	18	15	79	36	117	98	143	76	417	495	31	26	42
Locus_28111	0	0	0	1	0	0	0	1	1	0	0	0	0	2	7	29
ENSGALG00000005697	8	5	52	7	10	20	14	21	9	17	11	381	63	7	15	162
blastnHuman.ENSG00000236546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Locus_98913	10	5	36	3	0	1	1	37	61	116	182	19	18	224	209	1242
Locus_47363	31	23	53	9	5	3	3	10	9	0	1	140	100	19	44	79
ENSGALG00000008887	237	285	2542	210	364	64	83	107	148	141	87	2170	329	277	401	3169
ENSGALG00000004655	326	161	666	373	423	42	30	108	111	184	132	2117	389	66	105	555
ENSGALG00000001807	227	98	286	358	623	232	195	663	506	138	176	1892	303	810	631	1762
ENSGALG00000004116	5	5	11	5	2	2	1	7	7	9	23	7	2	79	118	358
Locus_77020	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	8
ENSGALG00000010858	64	57	137	54	46	38	37	23599	30484	21	20	4875	613	594	489	2594
ENSGALG00000008199	88	58	178	79	105	14	20	46	46	30	27	695	250	423	422	1035
Locus_66488	43	9	16	19	52	89	177	343	230	128	599	735	561	282	44	125
Locus_64310	0	0	0	0	0	0	0	0	0	0	0	0	0	14	11	5
ENSGALG00000014139	774	492	2473	824	970	767	559	1615	1083	733	577	12071	2507	2697	3951	12655
ENSGALG00000005044	80	33	197	27	32	0	0	0	0	0	0	6	1	6	4	35
ENSGALG00000024146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000022795	0	0	0	0	0	0	0	4	1	0	0	1	2	10	9	14
ENSGALG00000004283	147	122	879	251	343	351	224	188	98	144	103	5610	608	306	582	4276
Locus_84222	5	3	1	3	3	4	5	5	3	3	0	42	8	46	59	84
ENSGALG00000002606	16564	10022	67444	11898	14083	480	440	945	814	192	109	27858	2784	1274	2185	9095
ENSGALG00000024460	0	0	0	0	0	0	0	0	0	0	0	0	3	68	86	304
ENSGALG00000009528	67	44	138	52	68	20	16	47	42	55	23	595	194	101	155	388
Locus_46889	0	0	0	0	0	0	1	0	0	0	0	0	1	39	20	157
ENSGALG00000005872	99	83	118	208	208	57	71	124	106	76	87	1538	492	236	198	559
ENSGALG00000000227	5248	3166	8886	3609	4465	389	295	308	314	132	87	3204	1195	606	522	1299
ENSGALG00000015057	35	8	9	13	13	21	15	111	67	38	8	11	10	40	4	15
ENSGALG00000006724	439	251	534	541	508	264	308	555	507	48	174	2173	705	416	485	1664
ENSGALG00000005790	17	10	18	60	47	17	16	379	204	6	10	118	187	21	13	25
ENSGALG00000005610	139	120	403	105	258	125	148	542	506	370	356	9109	2215	97	222	586
ENSGALG00000005308	308	105	253	298	447	116	91	331	182	199	260	1691	824	740	383	718
Locus_118918	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	42
Locus_117602	0	0	0	1	1	0	0	0	0	0	0	200	18	2	7	12
CUFF.58035	0	0	1	0	0	0	0	0	0	0	0	0	0	23	22	19
ENSGALG00000007526	8	1	5	5	1	4	3	5	14	0	0	380	109	27	13	59
ENSGALG00000000154	18	10	19	28	43	11	4	372	212	76	103	1689	785	285	180	286
ENSGALG00000001493	120	64	185	146	197	66	57	47	68	78	65	630	159	120	74	371
ENSGALG00000006143	46	21	90	9	66	4	10	36	8	10	29	117	25	103	46	114
ENSGALG00000024198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSGALG00000016231	606	468	1118	832	1149	814	511	1267	1068	987	366	19870	15274	459	976	2065
ENSGALG00000017417	21	12	5	298	718	0	5	104	54	5	11	764	328	1425	150	479
ENSGALG00000003321	38	21	47	28	47	25	39	664	128	158	270	1089	565	188	114	233
ENSGALG00000005981	13	9	58	66	81	0	0	0	0	58	19	12	12	15	50	116
Locus_5450	1	0	1	0	0	0	0	0	0	0	0	8	1	0	5	14
ENSGALG00000007619	34	31	275	19	37	51	32	35	29	29	37	1454	133	107	144	872
ENSGALG00000010569	446	278	2271	288	353	158	109	189	142	500	383	8037	1766	230	330	2196
ENSGALG00000012856	109	72	224	94	136	61	37	163	72	204	124	1509	539	455	377	1409
Locus_87625	0	0	1	3	6	0	0	1	0	2	0	8	2	39	6	5
ENSGALG00000024075	5	5	2	0	0	1	1	3	4	5	15	71	28	5	2	0
ENSGALG00000022809	0	0	0	0	1	0	1	0	1	1	2	4	1	636	169	286
ENSGALG00000009234	161	110	244	126	149	119	134	209	129	164	213	1594	523	5751	3396	6993
blastnGorilla.CUFF.184741	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8
ENSGALG00000002538	347	167	304	649	849	188	450	121	76	15	30	674	198	330	115	319
ENSGALG00000019856	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1
ENSGALG00000015432	0	0	0	0	1	4	1	0	2	2463	117	370	72	42	69	184
ENSGALG00000023122	12	11	7	9	10	66	43	477	615	551	1498	875	414	56	33	126
CUFF.43978	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	18
Locus_117691	68	27	105	235	165	9	9	87	13	17	7	1092	126	131	172	530
ENSGALG00000006611	241	140	457	208	301	97	97	268	93	147	111	4154	783	482	254	1099
Locus_74381	1	2	0	0	0	0	1	0	0	0	1	0	2	0	2	9
ENSGALG00000007472	7	3	3	1	1	2	1	1	0	1	6	12	15	175	35	31
ENSGALG00000010410	1837	1544	5351	1155	1849	574	740	655	756	1378	818	9115	3370	818	1336	4116
ENSGALG00000006811	140	99	143	4876	6936	0	0	4	1	0	0	0	1	1	0	1
Locus_21759	0	0	0	0	0	0	0	0	0	0	0	2	1	4	5	22
ENSGALG00000023524	3	3	65	3	3	0	0	37	8	0	0	9410	608	11	43	468
ENSGALG00000003053	3046	1669	3171	2464	3261	1332	1697	4703	5821	4911	7796	5907	3276	5758	2392	9850
ENSGALG00000008599	163	106	371	17	52	6	7	7	8	0	4	2351	9	35	49	161
ENSGALG00000016036	854	527	1855	1455	1781	151	124	1304	1718	66	34	7340	1776	533	956	3981
ENSGALG00000016750	3	6	6	0	3	1	0	1	0	3	2	1841	160	1128	1737	6792
ENSGALG00000006049	446	315	2836	610	827	464	365	738	626	635	267	22116	3635	323	656	6345
ENSGALG00000012113	82	44	379	69	66	50	37	103	58	61	38	1891	391	146	248	2035
ENSGALG00000019291	1	1	1	0	1	0	0	0	0	0	0	0	1	20	26	34
CUFF.203800	0	2	0	0	0	0	0	0	0	0	0	2	1	1	3	6
ENSGALG00000008114	50	44	49	59	59	44	30	1121	1128	414	986	333	520	195	58	102
ENSGALG00000000438	39	41	94	68	82	17	11	54	40	154	147	1720	839	309	546	1519
ENSGALG00000023702	87	46	166	74	102	45	44	110	81	61	81	461	189	162	179	296
ENSGALG00000014666	25	32	119	31	81	4	4	11	10	4	0	132	50	36	107	294
ENSGALG00000018589	228	104	94	77	235	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000006242	5	0	1	1	10	0	0	1	0	1	1	4	3	49	50	112
ENSGALG00000004724	21	17	45	21	23	9	0	12	2	124	138	98	26	118	127	345
ENSGALG00000006788	548	393	1404	517	737	287	201	453	327	484	235	6418	2629	219	350	1399
ENSGALG00000011834	99	72	153	138	148	59	65	162	178	263	298	825	421	154	143	243
ENSGALG00000005845	758	346	647	407	582	142	214	34	35	112	247	1184	669	671	286	456
ENSGALG00000004106	326	185	413	176	134	27	10	69	40	150	460	528	244	528	677	1223
Locus_98107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7
ENSGALG00000023855	28	18	80	3	17	5	15	15	18	5	5	457	32	584	651	2960
ENSGALG00000019107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Locus_98131	4	1	0	2	0	0	0	0	0	0	0	201	1	1	4	10
ENSGALG00000012211	93	118	358	397	615	6545	6747	543	524	275	173	9366	2547	209	340	940
ENSGALG00000006341	12	4	9	6	12	1	1	769	534	3	36	24	26	119	76	48
Locus_102035	0	0	0	0	0	0	0	0	0	1	0	0	0	5	2	36
ENSGALG00000002437	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0
ENSGALG00000005219	47	40	125	50	50	40	82	48	57	14	16	1859	571	134	95	350
Locus_48609	0	0	1	4	0	0	0	0	0	1	2	63	0	1	1	7
ENSGALG00000013298	99	43	179	73	123	40	36	112	66	66	98	903	213	142	96	311
ENSGALG00000004260	10	16	4	13	31	0	0	95	60	0	2	1224	768	144	51	109
ENSGALG00000023559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014338	158	71	664	53	57	0	0	3	5	0	0	14	4	35	80	379
Locus_104875	1	0	1	0	1	0	0	0	0	0	0	0	0	2	2	17
ENSGALG00000007863	741	455	1509	603	758	2068	2213	894	707	709	1020	2603	1282	1147	955	2797
ENSGALG00000014603	49	88	147	46	234	287	193	228	181	10688	13076	2271	3617	322	394	925
Locus_110468	12	7	15	7	3	4	1	0	1	0	0	6	0	16	15	34
ENSGALG00000017331	1749	1128	2900	220	290	458	467	156	150	1110	443	268	290	255	136	388
ENSGALG00000004716	180	92	874	218	272	28	13	110	32	115	23	2500	474	38	96	605
Locus_98882	0	0	1	0	0	0	0	0	0	0	0	0	0	2	6	10
ENSGALG00000022109	0	3	1	0	0	0	0	0	0	0	0	0	0	82	35	13
ENSGALG00000022011	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSGALG00000022586	2	0	3	2	2	28	56	12	46	40817	92920	58	33	316	44	95
Locus_79848	0	0	0	0	0	0	0	0	0	0	0	0	0	73	63	55
ENSGALG00000019249	0	2	0	1	2	0	1	3	2	1	0	6	26	1	1	0
ENSGALG00000024145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000005676	744	381	502	493	567	383	429	273	189	112	138	1912	867	649	408	1146
Locus_20841	0	0	6	0	0	0	0	1	0	5	0	1	0	6	13	121
ENSGALG00000009958	2	1	3	1	1	0	1	0	0	313	37	0	0	2	1	11
ENSGALG00000010969	0	0	1	0	0	3	5	0	2	5297	2602	0	0	0	1	1
ENSGALG00000000312	723	369	974	695	868	412	394	293	343	977	876	2057	684	2993	1693	5621
ENSGALG00000001773	184	101	167	26	62	92	61	22	28	14	21	4329	1583	1288	796	2114
ENSGALG00000016361	28	16	42	21	33	6	10	260	242	76	50	2130	680	260	245	500
ENSGALG00000001051	24	12	53	32	35	40	60	74	76	66	77	865	368	81	94	370
ENSGALG00000002859	476	288	691	259	332	84	89	179	190	215	273	897	615	520	263	788
ENSGALG00000019382	280	153	592	930	938	0	0	1	3	0	0	15	8	28	23	71
ENSGALG00000023216	0	0	1	0	0	0	0	1	1	0	4	0	32	2	0	0
ENSGALG00000014038	197	129	533	130	161	35	22	66	58	176	103	744	374	149	428	1071
Locus_79976	2	0	0	80	106	0	0	3	0	0	0	1	3	21	32	45
ENSGALG00000008178	11	11	29	17	22	2	0	1	0	2	0	9	3	7	11	24
ENSGALG00000017217	5	2	3	3	1	0	2	118	97	6	14	44	6	19	22	103
CUFF.108487	0	0	1	0	0	0	0	0	0	0	0	0	0	27	0	21
Locus_97206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSGALG00000012985	147	64	75	70	123	1	2	305	254	4	0	35	54	68	56	145
ENSGALG00000014142	421	288	2143	488	481	214	186	298	331	363	226	5708	1003	530	649	4584
ENSGALG00000004144	304	210	1133	338	370	181	112	315	293	286	204	4522	1214	1357	2816	10982
ENSGALG00000012486	37	20	63	15	24	0	0	21	4	7	4	102	22	2	7	13
Locus_117338	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4
ENSGALG00000022067	2	0	0	1	0	20	51	7	0	20	18	1	17	263	209	106
ENSGALG00000014673	5	2	23	5	8	37	49	12	29	17	12	65	8	10	19	77
ENSGALG00000006503	655	529	1878	412	605	551	536	760	826	919	656	3252	1325	512	561	1756
ENSGALG00000009898	333	214	493	408	495	154	182	135	121	108	38	4935	1598	123	200	529
ENSGALG00000003539	109	44	20	36	83	10	37	1368	757	436	1250	965	1393	153	31	21
blastnMouse.Locus_61116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
ENSGALG00000009839	388	229	6727	481	603	383	163	705	258	561	129	32625	2985	291	1739	22157
ENSGALG00000007791	0	2	5	3	17	1	3	3	1	154	307	41	1	9	7	17
ENSGALG00000010660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.235885	0	0	2	0	0	1	0	2	0	0	0	0	0	2	2	25
ENSGALG00000015860	19	13	28	15	30	5	4	12	11	17	14	237	131	181	115	313
ENSGALG00000012821	3242	1900	1511	843	1584	49	160	501	273	76	173	338	470	1198	189	148
Locus_97265	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	9
ENSGALG00000010555	240	152	724	403	533	282	184	250	204	223	130	6636	2246	1243	1612	6086
ENSGALG00000010715	257	211	1448	571	609	1141	698	698	520	243	172	45075	3970	1001	1580	15914
ENSGALG00000004490	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0
ENSGALG00000008313	2824	1606	3167	1912	2806	18	11	32	32	25	34	288	179	73	42	63
ENSGALG00000013868	2	0	1	8	17	0	0	3	0	308	115	30	29	2	6	8
ENSGALG00000022936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000000685	483	348	1072	603	899	291	269	734	637	258	370	7786	2328	787	502	1660
ENSGALG00000002715	465	318	759	357	421	187	130	245	248	249	213	2768	1247	518	346	1201
ENSGALG00000011961	4	3	1	17	8	8	0	10	2	9	0	270	121	22	40	249
ENSGALG00000003826	156	111	621	196	218	100	63	133	126	115	90	2929	663	677	779	4354
Locus_127145	1	0	0	0	0	0	0	0	0	0	0	0	0	16	16	28
CUFF.237295	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	26
ENSGALG00000005350	765	457	2370	752	915	561	623	456	468	287	287	5946	1163	2879	3573	19460
ENSGALG00000003812	197	117	464	137	233	119	155	181	147	214	135	1456	715	443	848	1893
ENSGALG00000002119	491	347	1729	500	609	223	164	342	344	305	137	6244	2137	282	619	3435
Locus_87430	2	0	1	0	0	2	0	0	0	0	0	4	1	1	5	0
ENSGALG00000011972	61	39	94	51	70	251	185	280	158	84	76	1649	938	520	386	1265
ENSGALG00000001175	307	314	463	360	541	393	414	874	1038	438	451	6878	4490	270	225	492
Locus_99439	1	1	7	1	2	1	0	2	0	2	1	76	5	0	0	1
blastnMacaque.Locus_271932	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0
ENSGALG00000016089	306	190	364	218	273	175	143	230	193	217	319	712	544	453	326	557
ENSGALG00000007104	17	14	7	9	25	23	61	23	42	8	37	113	209	54	22	22
ENSGALG00000009364	420	280	1656	608	755	309	243	486	409	204	103	6534	2094	378	525	3092
ENSGALG00000007959	1	0	1	0	0	2	0	0	1	0	1	27	0	11	5	30
ENSGALG00000006757	169	83	188	67	91	34	31	30	16	9	6	239	108	111	64	140
ENSGALG00000015828	215	171	770	212	266	358	334	318	419	710	379	4129	855	125	288	1019
ENSGALG00000009747	96	73	216	87	110	92	105	268	142	357	208	976	615	220	404	910
ENSGALG00000011424	50	11	41	568	729	23	3	60	13	35	13	194	226	37	35	102
ENSGALG00000023492	31	19	86	30	37	10	5	32	33	13	8	710	38	21	10	76
Locus_98801	0	0	1	0	0	0	0	0	0	0	0	16	5	2	3	17
ENSGALG00000012436	2	4	0	0	3	1	9	207	139	46	184	1595	445	166	81	490
ENSGALG00000014890	72	94	159	148	201	403	272	198	295	231	352	2703	1404	232	190	642
ENSGALG00000022937	10	3	0	8	9	15	11	32	7	0	10	24	22	59	67	13
ENSGALG00000014976	0	1	0	1	5	205	247	49	27	1016	1267	79	43	332	214	274
ENSGALG00000015001	248	181	333	274	317	1231	647	133	122	17	11	3097	2599	80	123	517
ENSGALG00000019438	46	31	311	34	65	21	8	45	16	28	4	444	93	652	396	1225
ENSGALG00000010673	0	2	0	0	1	1	0	1	1	0	0	3	1	16	29	52
ENSGALG00000023614	54	26	40	34	62	8	9	39	10	4	5	72	57	53	31	10
CUFF.7576	58	28	95	11	8	16	20	14	6	21	6	12	2	7	9	18
ENSGALG00000008570	7	9	16	22	62	0	0	3	2	1	2	371	74	644	905	5162
ENSGALG00000011639	1962	1097	3456	958	1296	607	270	579	408	149	110	12336	2633	455	468	1785
ENSGALG00000011947	92	64	394	93	102	85	53	299	107	157	92	3141	746	197	469	1863
ENSGALG00000022704	76	32	66	9	17	3	5	20	7	3	22	135	124	26	8	15
ENSGALG00000003454	661	362	999	825	838	435	536	553	749	432	921	5116	2031	2646	1085	3420
ENSGALG00000005997	501	263	1991	535	570	348	196	374	270	501	250	9409	2301	326	700	3422
ENSGALG00000009111	112	61	478	65	107	85	41	119	42	65	62	2967	671	446	743	4570
