Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Ovary_Female3	Testis_Male1	Testis_Male2	Testis_Male3	Testis_Male4
ENSOANG00000004938	2884	2665	3608	2677	1646	0	0	0	0	0	0	417	168	481	0	0	0	2
ENSOANG00000002896	2	1	2	2	0	0	0	1	1	0	1	8	19	6	41	44	42	248
ENSOANG00000002057	875	441	1404	784	506	493	579	254	684	611	380	4607	1719	2345	1252	4460	3829	18940
ENSOANG00000005876	40	34	159	15	11	74	27	17	21	0	0	395	34	53	12	22	12	46
ENSOANG00000014047	393	162	682	222	153	102	99	101	225	125	64	1790	1861	1106	125	551	262	1723
ENSOANG00000011701	403	142	803	245	211	116	194	146	406	221	103	2682	2155	2063	91	488	158	1119
ENSOANG00000006490	190	111	475	83	68	60	281	47	83	1433	982	2202	741	750	383	1834	860	3805
ENSOANG00000004690	111	53	76	96	74	7	7	12	24	13	11	124	122	95	171	525	304	1126
ENSOANG00000004724	407	382	213	399	402	107	80	133	208	139	133	266	270	437	241	1075	466	714
ENSOANG00000010748	2	1	2	0	1	0	0	3	5	1	0	52	8	38	0	1	0	0
blastnHuman.ENSG00000231748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000020886	94	76	141	230	191	20	13	59	53	24	29	332	62	100	104	428	260	473
ENSOANG00000015815	182	151	257	52	109	20	19	59	131	26	27	92	113	79	153	521	151	2373
ENSOANG00000019362	23	6	27	4262	11	2	3	3284	0	18	4	4	13038	17	2	25	6	20
ENSOANG00000000752	29	7	185	15	20	20	27	25	23	53	29	634	72	70	4	32	18	318
ENSOANG00000015076	1234	752	3301	809	629	265	190	194	243	255	238	2691	695	672	909	3002	1702	13910
ENSOANG00000004355	849	425	1079	712	559	147	80	109	109	53	31	1744	549	690	439	1304	637	3533
ENSOANG00000022467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003006	11	12	16	16	8	38	51	405	736	122	153	75	137	194	26	277	78	89
ENSOANG00000022190	690	240	207	285	277	746	693	229	261	127	112	516	943	1159	79	541	143	362
ENSOANG00000003670	19	0	1	0	0	2	0	2	6	0	0	0	0	0	0	0	1	0
ENSOANG00000009158	17	17	53	15	9	2	7	14	45	10	14	105	43	39	26	151	53	175
Locus_60547	0	0	0	0	0	0	0	0	0	0	0	27	3	12	3	9	7	38
ENSOANG00000001446	6	1	6	15	17	0	2	4	16	6	2	36	27	28	4	17	8	10
ENSOANG00000005644	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1
Locus_28213	0	0	0	0	0	0	0	0	0	0	0	49	9	22	2	14	14	33
ENSOANG00000014040	2548	1802	9639	929	577	1522	906	5	7	0	0	672	85	122	103	218	172	1338
ENSOANG00000007585	50	7	86	16	10	20	33	100	181	11	9	264	66	62	48	80	66	236
Locus_162502	3	3	5	0	0	2	0	0	8	0	1	13	0	0	0	5	1	32
ENSOANG00000001526	971	645	133	1104	895	1391	1311	478	1084	1028	721	430	2806	4272	310	1849	791	555
ENSOANG00000006454	139	84	363	23	27	0	1	10	55	0	1	11	10	10	591	1085	771	6916
ENSOANG00000010532	706	466	1703	364	358	46	57	68	192	47	54	494	237	311	73	414	160	1079
Locus_189093	4	3	6	2	3	0	2	0	0	0	0	2	0	3	0	7	2	5
ENSOANG00000011799	1973	779	2514	664	888	87	167	2051	2433	1312	431	1985	1601	1523	1440	7479	1889	9002
Locus_127502	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	14	8	47
Locus_117816	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	3	1	2
ENSOANG00000007983	290	112	2781	206	143	45	116	53	166	112	79	2765	388	280	50	259	229	4200
ENSOANG00000021216	23	5	139	7	3	4	0	2	4	9	3	453	116	23	3	16	10	173
CUFF.44245	2	3	0	2	2	95	155	40	37	0	0	1	2	0	33	27	86	41
ENSOANG00000013884	0	0	0	0	0	0	0	0	0	17	12	0	0	0	2	0	1	1
ENSOANG00000011625	440	147	388	142	131	132	230	428	689	319	242	791	1055	1306	64	510	92	579
ENSOANG00000003546	611	288	440	444	331	86	152	33	154	98	39	428	773	825	162	972	663	1579
ENSOANG00000007078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_23504	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	7
ENSOANG00000000418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000011769	195	115	42	141	113	234	205	224	186	126	200	221	378	275	166	499	173	291
ENSOANG00000005567	11	2	6	0	1	0	0	1	7	0	0	30	25	34	15	40	15	211
ENSOANG00000001784	19	28	9	6	8	1	8	3	10	0	0	3	10	21	908	2184	1153	896
ENSOANG00000007878	229	107	163	501	391	781	367	356	578	437	387	937	776	988	219	816	514	1136
ENSOANG00000009266	350	154	563	316	173	34	38	72	192	125	86	1161	669	523	93	290	112	787
Locus_54584	0	0	0	0	0	0	0	0	0	0	0	19	5	5	5	10	14	39
ENSOANG00000020703	173	159	83	303	339	1	0	1	2	0	0	2	2	2	4	10	1	7
Locus_189004	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	4
ENSOANG00000022486	41	19	14	35	15	24	50	23	41	47	20	66	100	80	15	79	32	73
ENSOANG00000008776	43	25	108	15	17	14	22	241	254	2692	3028	325	68	187	39	240	63	262
ENSOANG00000003617	731	399	670	840	741	415	205	404	322	329	260	1005	749	304	246	726	209	808
ENSOANG00000005836	145	34	182	117	40	0	0	1	1	0	0	44	28	12	0	3	1	26
ENSOANG00000001529	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	4	0	7
blastnPan.Locus_116703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000013333	285	155	161	209	178	127	111	60	195	133	108	454	295	590	58	318	183	413
Locus_88579	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	7	5	51
ENSOANG00000007667	83	65	24	28	69	8	2	7	5	0	1	28	40	61	16	71	60	78
ENSOANG00000020904	2	1	3	0	0	3	0	6	1	1	4	167	72	15	33	32	11	40
ENSOANG00000020412	14	0	0	1	1	4	3	1	1	6	2	5	39	56	1	2	2	0
ENSOANG00000012343	190	62	216	72	72	35	83	24	68	70	42	643	389	378	63	366	111	810
ENSOANG00000006709	0	0	0	1	0	0	2	0	0	1	0	0	0	2	588	1637	1054	2133
Locus_26270	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	37	10	118
blastnChicken.CUFF.154662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000002423	1244	893	131	236	405	0	0	1	2	0	0	0	1	6	0	1	0	1
ENSOANG00000006663	261	140	767	215	151	2	0	0	0	0	0	143	19	56	3	26	40	149
ENSOANG00000005118	127	82	212	61	74	30	46	33	106	39	20	554	182	317	60	354	92	1181
ENSOANG00000001399	26	10	160	24	17	2	21	3	8	21	17	102	63	26	9	112	17	352
ENSOANG00000000551	0	0	1	0	0	0	0	0	0	0	0	22	22	11	0	3	1	1
ENSOANG00000001731	268	72	2471	159	68	16	44	16	68	78	20	4822	370	367	24	191	122	3811
ENSOANG00000010035	1088	805	733	1176	1075	257	273	137	372	124	164	312	303	427	95	391	309	445
Locus_88914	0	3	0	1	0	0	0	0	0	0	0	0	1	1	107	330	118	718
Locus_88058	0	0	1	0	0	0	0	0	0	0	0	0	0	2	13	31	11	274
Locus_39474	2	2	7	3	9	2	1	1	3	0	0	3	4	4	60	175	140	407
ENSOANG00000005735	52	22	13	28	45	19	7	13	18	17	11	43	71	77	22	82	27	18
ENSOANG00000010082	1036	497	1182	595	443	106	133	216	402	275	195	1393	1018	1017	361	1595	872	3892
ENSOANG00000010624	278	208	528	154	193	221	252	144	193	142	117	694	342	281	92	507	234	837
ENSOANG00000007987	3269	6111	6239	934	1130	396	275	329	246	116	119	2353	638	651	161	643	245	942
ENSOANG00000003328	753	576	3459	564	471	46	81	84	293	388	289	2915	1308	1174	124	665	170	2127
ENSOANG00000009848	2	0	0	0	0	0	0	0	0	0	0	0	2	10	0	1	2	0
Locus_169523	0	0	1	0	0	1	0	0	0	0	0	3	0	1	1	4	1	6
ENSOANG00000002332	108	82	10	84	60	38	26	26	52	53	32	9	53	145	27	135	57	41
ENSOANG00000004596	785	898	1402	404	255	5	1	44	47	13	37	462	147	81	2	11	1	37
ENSOANG00000012495	89	115	229	42	5	35	2	32	12	0	1	326	158	38	35	47	30	63
Locus_44254	0	0	1	1	1	0	0	273	0	0	0	28	8	21	0	0	0	1
Locus_14520	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	9	1	5
ENSOANG00000020891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_114760	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	3	12
ENSOANG00000011819	215	209	336	219	249	117	74	228	192	146	146	931	441	619	93	480	223	665
ENSOANG00000011846	449	255	264	329	463	180	163	84	200	53	68	420	728	840	128	846	312	1304
ENSOANG00000000185	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
ENSOANG00000013449	128	36	25	97	26	62	12	24	22	90	18	225	242	304	24	119	58	114
blastnHuman.ENSG00000250467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000009368	56	65	122	66	46	95	45	15	35	59	76	71	88	50	478	1208	1328	1756
ENSOANG00000011990	130	207	97	165	224	147	72	79	92	42	82	181	184	189	184	685	206	441
ENSOANG00000004157	280	230	587	174	124	45	31	80	232	35	39	374	151	175	158	382	242	1079
Locus_93728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
ENSOANG00000012617	140	176	138	113	109	42	40	32	46	51	50	193	214	203	94	472	153	236
ENSOANG00000006101	335	148	98	492	269	31	21	8	9	25	24	144	158	328	8	26	8	21
ENSOANG00000013188	1159	771	809	732	886	346	458	219	350	190	134	1334	792	1241	342	1157	631	1835
ENSOANG00000003586	13	4	15	5	17	0	0	0	0	0	0	4	2	1	1	4	0	2
ENSOANG00000003351	14	25	2	5	10	3	5	6	15	5	7	1	1	0	0	26	4	4
ENSOANG00000015718	0	0	0	0	0	0	0	102	92	0	0	0	2	0	1	0	0	8
ENSOANG00000000357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
blastnHuman.ENSG00000241882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_189565	0	0	0	0	0	0	0	0	0	0	0	11	4	9	0	0	0	0
ENSOANG00000009190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000011934	3	6	2	0	3	5	13	3	10	8	2	15	8	13	3	2	5	1
Locus_162338	11	6	6	8	1	0	0	0	0	0	0	1	0	0	5	2	2	1
ENSOANG00000007376	2	0	2	0	0	0	0	0	0	0	0	3	1	0	52	125	95	360
ENSOANG00000020160	1	0	0	0	0	0	0	0	0	0	0	6	1	3	570	1766	1034	4758
ENSOANG00000003573	1	0	1	0	1	0	0	118	323	4	20	31	6	21	23	65	34	64
Locus_125482	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	7	4	6
ENSOANG00000021013	182	154	24	127	161	103	49	7314	3876	15	34	103	183	238	137	565	217	127
ENSOANG00000008566	303	204	504	464	449	134	71	116	133	122	90	1712	956	762	136	737	278	1198
Locus_113973	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	8	4	48
ENSOANG00000008443	10	2	22	2	6	4	3	0	2	1	0	7	3	0	1	5	5	96
Locus_37542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	8	7	389
Locus_80915	0	0	0	0	0	1	0	1	0	1	1	0	2	0	7	7	10	26
ENSOANG00000002883	44	44	34	27	38	9	8	5	16	8	10	23	23	55	37	178	52	239
ENSOANG00000022362	89	75	20	53	68	21	26	275	230	214	161	39	47	92	32	154	83	73
ENSOANG00000007223	212	142	229	205	168	6	8	9	12	1	3	129	36	43	1	16	16	20
ENSOANG00000014293	16	0	81	16	13	18	25	1024	1294	104	160	1614	508	684	150	523	279	3285
ENSOANG00000000675	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0
ENSOANG00000021497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_27078	0	0	0	0	0	0	0	0	0	0	0	2	8	15	2	25	16	19
ENSOANG00000008368	680	653	1498	696	615	706	766	496	853	251	215	1187	566	782	365	1669	1087	5418
Locus_189534	0	0	1	0	0	0	0	0	0	0	0	7	3	3	0	0	0	0
ENSOANG00000019755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000014898	2	0	1	3	3	4596	2410	2	3	87	54	18	16	8	12	51	19	57
ENSOANG00000004868	277	158	277	236	215	55	70	112	202	166	87	342	473	337	99	369	146	514
ENSOANG00000011216	23	11	24	19	43	17	6	4	10	1	0	4	19	22	7	16	6	17
ENSOANG00000022518	32	16	68	11	9	0	0	0	3	1	0	30	23	52	7	30	15	75
ENSOANG00000013559	130	48	88	46	55	205	68	810	579	111	86	369	207	354	45	210	87	316
Locus_117198	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	4	3	5
ENSOANG00000007416	798	336	1756	458	530	191	95	101	164	116	51	1386	836	634	73	284	92	762
ENSOANG00000012532	6	17	6	42	85	0	2	0	0	1	1	0	1	1	2	11	7	15
Locus_24395	0	0	0	0	0	1	0	0	0	0	0	0	3	2	28	114	38	95
Locus_325	2	2	1	5	6	0	0	1	1	0	0	2	4	0	1	1	0	1
CUFF.150464	2	1	9	0	0	1	1	1	0	0	0	0	1	0	0	3	2	10
Locus_160597	5	7	6	63	46	0	0	0	0	0	0	3	2	6	1	2	4	4
Locus_111609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	8
ENSOANG00000011435	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	6
ENSOANG00000004312	457	260	579	312	432	101	78	580	699	627	352	3637	1977	3247	450	1546	805	2793
Locus_87815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	8
Locus_151090	1	1	2	0	1	3	0	1	1	0	0	1	0	1	19	88	65	77
ENSOANG00000011302	239	100	439	170	174	361	341	343	570	184	156	434	201	287	41	305	111	721
Locus_118434	6	2	0	5	5	0	0	0	0	0	0	1	2	7	0	1	1	0
Locus_87468	75	32	41	61	21	0	4	7	4	60	28	43	14	25	1	41	24	105
Locus_143125	52	22	16	36	36	37	35	6	44	21	9	27	31	92	11	78	20	44
ENSOANG00000001557	10	1	10	0	2	1	1	0	0	0	0	1	4	10	14	47	12	100
Locus_190647	0	0	1	0	0	1	1	0	0	0	0	4	5	5	2	2	0	4
ENSOANG00000015431	324	218	213	345	378	176	181	124	247	171	122	277	255	405	138	493	274	725
ENSOANG00000010196	3	4	9	2	4	24	7	153	225	0	0	2185	995	843	4	44	3	40
ENSOANG00000021131	0	0	0	0	0	0	0	1	1	0	0	24	33	29	1	2	0	4
ENSOANG00000010308	172	180	157	57	40	3	1	11	28	1	0	104	49	17	10	46	11	40
ENSOANG00000008178	32	28	35	21	39	56	43	21	33	17	6	31	37	28	39	184	96	158
ENSOANG00000014999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_2764	6	3	2	6	4	0	1	0	0	0	0	7	6	10	0	1	0	0
ENSOANG00000001835	38	26	105	36	33	16	10	76	90	76	124	478	364	255	32	135	26	157
ENSOANG00000003842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSOANG00000022573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000001735	224	231	136	286	497	1	0	0	0	1	0	0	0	0	1	0	0	1
ENSOANG00000008142	878	622	425	650	494	390	223	2883	3792	611	447	1512	1616	1932	565	4305	1137	2885
ENSOANG00000022755	0	0	1	2	0	0	0	0	6	0	2	0	4	1	10	28	15	3
Locus_131431	0	1	6	0	0	0	0	1	2	0	0	399	15	29	20	72	49	984
ENSOANG00000000606	21	6	63	11	16	1	0	11	4	2	1	240	76	28	43	76	35	333
ENSOANG00000013123	32	31	33	54	47	23	31	11	85	72	96	143	171	215	25	92	45	96
ENSOANG00000021312	4674	1713	1424	1881	3163	1421	811	5039	2388	2863	2105	2866	2875	5730	2214	8201	2780	10122
ENSOANG00000014610	216	72	91	148	67	250	139	208	244	247	106	452	516	936	86	465	237	613
Locus_163953	2	0	0	1	0	5	6	10	26	5	4	128	253	487	30	268	43	154
Locus_41902	0	0	0	0	0	0	0	0	0	0	0	12	3	8	0	0	0	1
ENSOANG00000000592	1	6	4	1	6	7	6	21	12	6	9	70	169	78	3	14	17	6
ENSOANG00000008961	6	2	2	3	1	1	0	156	191	0	2	80	37	38	27	73	35	122
Locus_52543	1	0	0	0	0	6	2	0	0	0	0	1	0	0	0	3	2	58
Locus_119539	1	1	16	5	2	5	2	7	12	2	0	81	1	6	2	7	7	191
ENSOANG00000012868	140	38	114	39	77	141	119	6	11	3	4	285	168	117	96	223	288	566
Locus_14532	0	0	0	0	0	0	3	0	1	0	0	36	63	98	0	0	0	0
Locus_170364	25	12	17	34	23	1	0	0	1	0	0	2	8	3	0	5	2	7
ENSOANG00000012162	852	546	1989	707	429	47	64	37	151	75	61	1349	593	559	103	455	206	1017
ENSOANG00000005269	532	444	759	578	414	3	2	5	6	25	9	535	219	375	14	39	18	78
Locus_5565	63	39	105	46	51	32	32	70	164	154	113	248	181	251	25	132	45	226
ENSOANG00000015160	104	54	142	188	88	19	13	186	156	6	3	461	174	297	2	12	7	9
ENSOANG00000000854	1	0	12	7	3	2411	1500	104	351	61	166	2658	2203	4403	159	1340	451	617
ENSOANG00000009280	78	92	289	7	12	0	0	0	0	1	3	50	53	12	16	36	56	208
ENSOANG00000005658	8	10	18	8	9	4	2	7	15	5	3	84	28	18	21	59	21	111
ENSOANG00000003054	1359	1213	1215	1401	1320	736	562	614	1110	703	763	1252	888	1141	965	3468	2190	7204
Locus_135568	3	1	1	4	1	1	1	0	2	24	12	2	0	0	0	1	2	5
ENSOANG00000022477	2	1	1	2	0	2	2	3	8	3	1	322	72	110	2	9	2	35
ENSOANG00000006263	55	35	127	48	34	49	48	22	32	44	38	558	121	187	19	85	39	177
ENSOANG00000011271	0	1	2	1	1	0	0	0	1	0	1	9	12	23	0	0	0	0
ENSOANG00000009432	0	0	0	0	0	0	0	12	22	2	0	12	7	9	5	4	4	18
ENSOANG00000000901	3	0	3	11	8	0	0	3	8	0	0	16	14	13	2	27	10	60
ENSOANG00000000272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSOANG00000009100	469	293	598	404	365	112	69	169	226	137	153	644	273	303	93	367	123	463
ENSOANG00000003663	29	19	45	21	35	9	6	60	57	73	46	232	225	180	20	128	32	162
Locus_75281	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	3	33
ENSOANG00000008938	265	203	719	231	228	85	67	39	98	34	22	735	246	208	73	308	151	753
ENSOANG00000001872	5263	4316	2704	4163	5423	1080	1262	221	200	12	30	548	617	778	201	1048	445	935
Locus_178275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	6
ENSOANG00000014226	0	0	5	0	0	2	0	69	8	42	155	26	62	97	1	2	0	0
ENSOANG00000000310	30	9	11	120	37	2	0	41	36	71	124	18	20	10	42	88	67	249
ENSOANG00000000716	51	131	17	66	51	156	345	9	178	9	51	3	48	67	10	23	20	10
ENSOANG00000001830	1	1	5	0	1	0	0	0	0	6	12	2	0	2	0	1	0	4
ENSOANG00000012152	38	7	37	310	209	0	0	0	0	1	0	5	2	4	2	10	7	11
ENSOANG00000004746	1	0	3	0	0	0	1	79	98	3	1	1526	601	1037	91	566	156	654
Locus_173505	1	0	2	0	1	0	0	1	2	0	3	18	2	1	1	3	1	2
ENSOANG00000011492	22	18	20	6	4	1	1	1	1	0	1	21	17	14	7	20	15	27
ENSOANG00000020711	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSOANG00000001277	451	367	862	405	361	308	161	1852	1832	561	539	971	440	498	43	331	121	577
ENSOANG00000006118	173	64	1373	102	82	22	45	47	122	19	6	6761	445	373	100	439	243	6014
ENSOANG00000015047	309	145	557	198	239	163	106	69	152	219	78	795	470	613	220	669	724	3027
ENSOANG00000010840	159	135	455	103	103	2	5	77	79	10	4	343	141	150	97	374	336	772
ENSOANG00000000904	287	126	496	150	156	61	101	23	80	56	32	1034	391	521	42	264	92	847
Locus_96560	1	0	2	0	0	4	1	0	1	0	0	2	0	1	0	0	0	9
CUFF.124361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	18	64
ENSOANG00000014914	78	20	198	37	27	33	42	9	51	35	25	1513	581	456	76	335	169	2290
ENSOANG00000013877	450	343	832	664	471	185	213	187	251	68	108	788	401	441	115	615	380	1252
ENSOANG00000006040	178	137	756	109	74	7	12	31	52	11	11	1050	151	85	15	74	22	277
ENSOANG00000007229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSOANG00000010775	51	28	40	284	185	56	34	30	48	137	122	360	175	247	9	58	22	62
ENSOANG00000013526	102	21	158	45	50	8	3	16	15	6	0	835	92	80	117	356	151	2008
ENSOANG00000000837	71	87	109	133	158	20	4	3	4	1	2	22	7	16	19	99	40	123
ENSOANG00000008268	744	259	832	432	460	78	40	112	157	205	172	891	595	304	262	910	309	1523
ENSOANG00000013268	5	2	73	1	1	1	0	0	1	0	0	88	13	1	119	252	184	2238
ENSOANG00000002038	954	270	1312	405	388	63	111	189	215	283	171	1584	668	418	114	393	164	1692
Locus_11341	1	0	12	1	0	0	0	0	0	0	0	1	0	1	0	4	0	8
ENSOANG00000008891	1	0	0	0	0	0	0	0	0	1	0	13	20	45	0	6	3	1
Locus_195772	14	17	27	43	26	4	13	14	16	4	4	31	17	11	2	16	10	35
ENSOANG00000015008	399	380	268	1986	1541	91	61	34	63	3	5	98	44	44	255	641	483	1025
ENSOANG00000022232	2	1	0	1	0	0	0	0	1	0	0	0	0	0	112	367	227	1453
ENSOANG00000013849	188	51	421	118	64	65	45	1115	583	537	618	7488	3311	1092	57	182	62	380
ENSOANG00000005628	7	5	17	1	1	7	2	38	55	6	0	333	171	64	0	12	2	38
ENSOANG00000006882	5	8	7	8	6	10	2	11	14	8	4	4	11	9	1716	3801	2173	4281
ENSOANG00000021747	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	4	10	2
ENSOANG00000001000	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSOANG00000022278	32	14	20	31	17	12	1	12	11	7	1	31	25	27	5	14	6	24
Locus_159934	0	1	0	0	1	0	0	0	1	0	0	3	1	1	5	9	6	9
ENSOANG00000009482	0	0	0	1	0	0	0	53	93	110	137	1	2	1	1	7	3	6
Locus_119488	2	2	0	0	1	125	94	0	0	0	0	1	1	3	0	1	0	0
Locus_121029	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	2	1	2
ENSOANG00000022642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000009626	265	241	78	252	234	101	147	87	191	239	240	183	191	439	90	375	268	225
ENSOANG00000008423	366	127	589	179	195	145	219	112	182	116	55	1869	320	563	47	251	66	1047
ENSOANG00000008455	1704	1708	345	1422	966	659	1277	424	1753	588	511	193	700	1142	353	1272	1254	790
Locus_141553	0	0	0	1	1	0	0	0	0	0	0	80	11	47	0	0	0	2
Locus_188629	0	0	0	0	0	0	0	0	0	0	0	3	3	0	10	3	7	157
ENSOANG00000009990	137	76	112	55	57	10	6	417	522	1167	744	242	591	303	130	993	300	892
Locus_143054	32	36	19	35	30	13	9	27	80	55	30	35	49	51	8	21	13	22
blastnHuman.ENSG00000253925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_156926	0	0	0	0	0	0	0	0	0	0	0	4	3	8	0	0	0	0
Locus_164204	8	2	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003076	295	175	578	304	234	93	101	52	147	106	58	751	361	401	41	377	126	1234
ENSOANG00000011482	2159	1484	3534	1528	885	714	881	891	845	1090	756	4013	2502	2076	881	5253	2484	10097
CUFF.157060	1	0	0	4	6	2	1	1	1	1	0	0	3	6	0	1	0	2
ENSOANG00000015465	125	108	104	192	191	23	15	11	3	4	2	27	11	23	2	14	6	18
ENSOANG00000008463	358	433	133	319	249	193	262	98	252	280	238	196	270	428	222	964	639	1061
ENSOANG00000003811	157	81	1160	204	159	51	67	38	129	148	86	3101	688	567	138	485	213	5474
Locus_185645	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ENSOANG00000011604	547	306	4111	411	273	283	309	117	296	420	213	10698	1032	1000	588	1814	1512	18544
ENSOANG00000011241	650	494	2072	899	800	1	2	40	37	7	5	1001	332	343	104	258	94	858
ENSOANG00000020486	49	46	1124	118	46	11	4	13	19	16	20	1445	106	85	14	49	53	1227
ENSOANG00000001720	1139	835	1810	1183	1593	1488	993	914	1058	794	747	3636	1639	2538	383	2238	679	4119
ENSOANG00000006470	90	90	382	97	57	48	32	42	97	76	66	863	383	212	39	280	125	887
ENSOANG00000008126	10	10	435	3	3	0	0	0	0	0	0	1	1	3	242	667	652	15267
Locus_51836	17	1	23	2	4	0	1	0	2	0	0	5	5	2	2	1	1	1
ENSOANG00000007332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000013954	122	77	120	97	82	13	14	2	2	6	4	594	257	271	87	219	161	445
ENSOANG00000002711	279	167	59	158	219	67	16	20	110	669	1030	71	46	104	127	1552	212	330
ENSOANG00000007716	1353	1021	352	571	721	140	152	637	1223	847	837	847	4149	4939	261	1605	499	458
ENSOANG00000013546	42	49	54	21	16	0	0	476	969	96	261	248	63	169	603	970	1059	2564
ENSOANG00000003050	922	369	1695	408	401	913	986	234	587	702	347	3503	828	1413	232	1000	502	4868
ENSOANG00000020863	48	25	22	11	20	32	41	998	4007	269	207	26	127	101	3	14	8	3
ENSOANG00000006227	1980	1203	1854	822	746	1	0	0	1	0	0	264	104	144	53	129	97	294
ENSOANG00000010986	192	155	175	55	39	1	1	6	5	0	0	46	42	20	0	4	5	4
ENSOANG00000004417	11	4	3	3	3	0	0	6	3	0	0	3	12	0	9	19	8	6
Locus_115496	0	0	0	0	0	0	0	0	0	0	0	21	7	3	0	2	0	0
ENSOANG00000021818	0	4	0	3	1	2	1	0	0	0	0	0	3	3	0	4	1	0
ENSOANG00000013421	0	0	0	1	1	0	0	0	0	0	0	0	0	1	883	2093	1373	2010
ENSOANG00000012612	543	578	673	945	720	219	124	209	351	278	304	855	506	342	177	507	309	940
ENSOANG00000001899	1104	767	4882	1049	512	332	425	230	684	130	100	6664	1225	963	644	2170	2488	28877
ENSOANG00000007390	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	1	0	1
ENSOANG00000013706	284	377	439	188	138	104	33	13	10	9	9	167	143	117	10	28	15	64
ENSOANG00000010366	521	205	849	201	110	39	48	63	73	46	54	568	250	159	12	119	35	259
Locus_189088	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	2	0	5
Locus_129109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	27	18
ENSOANG00000014316	5	15	29	13	6	4	1	12	9	14	17	139	72	9	20	36	26	57
