Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male1	Testis_Male2	Testis_Male3
ENSMODG00000009847	1	0	0	0	2	0	0	0	0	0	1	4	12	0	3	0	20	37	78
Locus_375566	1	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	71	116	286
Locus_34571	0	0	1	3	3	0	0	0	0	0	0	2	2	3	1	0	7	21	56
ENSMODG00000020553	1357	533	253	346	411	549	2359	1402	1349	1334	781	3004	19677	1000	5955	4711	299	943	543
Locus_189940	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0
ENSMODG00000019618	3001	697	1885	597	710	2	9	2	3	1	0	34	44	12	2	6	20	52	117
ENSMODG00000001264	3196	725	956	887	804	318	919	378	232	77	82	430	828	56	117	114	89	197	96
ENSMODG00000010218	159	80	49	99	131	197	607	197	153	87	79	121	272	91	300	101	314	351	578
ENSMODG00000014582	1111	131	264	300	239	103	199	284	118	140	112	515	725	386	83	582	299	510	834
ENSMODG00000006409	1020	161	330	105	101	27	63	62	28	25	19	92	70	90	22	54	11	9	16
ENSMODG00000019350	22	5	14	2	4	7	19	13	7	16	5	151	246	17	8	24	31	62	115
ENSMODG00000022932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000020063	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMODG00000011317	77	12	13	12	15	530	910	154	58	49	18	58	91	40	22	87	29	56	47
Locus_418259	11	2	1	9	2	5	0	5	2	0	0	4	3	2	2	1	2	7	3
ENSMODG00000011684	1	0	2	5	0	5	3	165	61	477	206	3	2	129	22	38	0	3	12
ENSMODG00000014597	1297	268	1038	807	700	274	706	276	224	66	28	2120	1063	574	226	297	63	172	300
ENSMODG00000017097	400	140	394	55	21	323	923	1192	615	792	389	618	613	504	604	186	1735	3499	6981
Locus_372495	0	0	2	0	0	0	0	0	0	0	0	20	19	0	7	1	0	0	0
ENSMODG00000002001	256	61	58	125	132	127	232	152	94	180	103	250	566	139	206	173	137	640	322
ENSMODG00000025689	43	12	24	19	24	28	58	39	52	39	26	90	268	152	376	281	39	85	138
Locus_229593	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	26
ENSMODG00000003572	198	48	240	84	84	32	75	61	31	19	6	334	167	139	16	32	26	79	339
Locus_316643	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	10
ENSMODG00000012285	472	109	150	201	244	127	246	173	103	78	44	254	619	224	231	196	93	196	152
ENSMODG00000002281	11	1	5	0	0	1	0	335	134	169	43	40	96	788	716	289	69	173	196
Locus_228514	0	0	0	0	0	0	1	0	1	146	79	0	0	3	5	4	0	0	0
ENSMODG00000016863	312	74	199	233	146	0	0	0	0	0	0	17	1	3	0	0	13	22	124
Locus_321874	11	3	4	2	6	3	10	12	8	3	3	3	39	0	10	1	2	7	3
ENSMODG00000005284	406	203	251	171	186	748	1665	300	272	271	154	577	915	285	1080	414	102	266	300
ENSMODG00000003267	7	4	2	1	1	2	11	1	1	0	1	12	5	53	48	58	6	13	9
ENSMODG00000023257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1233	3078	2216
Locus_320392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8
ENSMODG00000015850	356	64	89	269	310	97	199	178	101	38	31	319	308	68	37	46	46	106	116
ENSMODG00000015606	588	237	346	581	567	296	616	1380	811	743	842	2134	1935	1293	1762	834	258	429	697
blastnHuman.ENSG00000248859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000017316	493	98	306	305	304	52	170	157	87	40	31	523	868	411	268	364	157	279	461
ENSMODG00000004591	2233	862	983	761	923	2169	6762	1650	1162	1045	599	459	1747	762	2599	2015	186	528	434
ENSMODG00000009601	93	19	66	87	81	49	121	496	570	105	123	277	266	14	7	5	49	70	200
ENSMODG00000004326	378	128	450	125	142	34	110	402	300	178	145	2826	2589	3577	1419	1181	39	128	524
Locus_89064	11	2	9	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	3
ENSMODG00000017684	2	2	0	0	0	0	0	0	2	0	0	2	4	4	3	2	20	44	53
ENSMODG00000022943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000002526	210	50	42	195	185	67	58	227	59	18	8	132	573	43	121	29	110	170	122
Locus_89993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	187
ENSMODG00000002746	28	2	8	5	6	3	8	27	11	1	0	9	2	1	2	0	141	338	240
ENSMODG00000022912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000236678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMODG00000018818	80	15	20	64	69	80	173	101	41	139	97	188	302	116	73	117	94	194	153
ENSMODG00000011601	53	23	16	59	85	43	99	976	301	601	477	110	165	65	132	116	53	78	87
ENSMODG00000013940	1464	428	631	897	933	343	786	421	179	215	125	1664	4209	2978	5103	3751	464	1827	597
ENSMODG00000023604	0	0	0	2	1	7	2	1	1	0	0	0	2	0	0	0	0	1	0
CUFF.45608	2	0	0	0	0	1	1	2	1	0	0	5	1	1	0	1	0	2	5
ENSMODG00000000787	44	12	36	5	3	2	7	6	5	6	5	54	51	1	4	1	309	702	1912
ENSMODG00000017138	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1
ENSMODG00000008683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000017093	293	75	215	249	198	140	145	85	28	10	10	1060	712	318	175	84	482	1222	2724
ENSMODG00000019847	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2
ENSMODG00000004954	1091	273	1749	238	300	119	708	172	174	96	65	920	849	771	470	474	136	424	1294
ENSMODG00000005721	219	66	119	40	34	58	154	237	159	42	24	403	654	292	459	535	496	793	1253
ENSMODG00000002592	0	0	1	0	0	1	0	0	0	0	0	0	0	2	5	5	2	0	0
Locus_229340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	131	122
Locus_391231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	45
ENSMODG00000001490	2681	523	1602	1334	1391	131	79	662	381	28	17	554	663	1887	713	1510	319	518	1301
ENSMODG00000003040	112	44	52	94	97	71	96	31	16	24	23	30	30	8	19	8	2	12	14
Locus_229506	0	0	0	0	0	0	0	0	0	0	0	6	3	0	1	0	1	1	5
ENSMODG00000016968	296	140	186	110	168	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMODG00000017119	7	1	8	6	4	0	1	0	0	0	0	7	2	1	0	0	0	2	2
ENSMODG00000015925	9	4	2	0	1	1	0	1	0	0	0	0	0	0	1	0	12	14	13
ENSMODG00000016818	189	64	737	76	69	34	76	30	35	22	14	548	215	100	159	20	46	201	1069
ENSMODG00000010373	1137	259	658	123	167	160	315	85	38	40	3	219	305	149	185	98	10	39	87
ENSMODG00000000205	1971	571	1589	964	883	1231	2461	1381	1069	587	535	3250	3969	2184	2673	1818	190	276	844
ENSMODG00000009436	3042	736	4534	1645	1543	538	1737	1113	1062	947	532	13451	8898	5459	2088	2190	748	2879	6485
ENSMODG00000006344	2	0	0	0	1	1	5	3	0	2	0	2	7	5604	641	2516	0	4	10
CUFF.304705	11	3	9	4	1	1	6	4	0	4	0	56	53	13	9	8	5	7	39
Locus_87225	5	3	6	3	1	116	323	1	2	0	0	2	5	0	0	0	0	1	0
ENSMODG00000009577	0	0	0	0	0	0	0	23	46	0	0	22	140	22	20	29	0	5	7
Locus_187353	16	0	3	2	0	0	0	1	1	3	4	8	4	0	0	0	0	0	4
ENSMODG00000013351	1	1	1	1	0	0	0	1	0	0	0	108	602	1	17	4	1	1	0
ENSMODG00000012811	17	5	3	6	5	0	3	1	0	0	0	0	2	0	2	0	62	74	42
ENSMODG00000019831	282	68	104	118	90	2	6	1	2	1	1	33	33	6	0	1	1	1	1
ENSMODG00000020624	4	2	2	2	2	2	16	21	26	6	2	64	73	115	61	186	77	213	322
ENSMODG00000013672	504	116	203	350	264	4027	4571	351	206	587	304	661	1410	732	708	663	200	308	368
ENSMODG00000011742	757	344	608	180	222	119	360	240	248	27	27	1156	1476	598	1271	430	295	1339	1073
ENSMODG00000017411	108	33	165	54	57	209	458	15	14	5	8	1351	473	114	46	63	155	539	1388
Locus_120213	3	2	2	0	0	0	1	0	0	1	0	1	1	2	0	3	0	0	0
Locus_420058	0	0	5	1	1	0	0	0	0	0	0	0	0	1	0	0	1	2	1
ENSMODG00000019693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000019806	373	77	184	212	258	13	35	5	1	1	1	42	55	5	4	6	62	162	310
ENSMODG00000013694	87	32	35	83	82	105	278	44	46	28	11	145	361	62	164	74	1419	1535	2234
CUFF.60383	0	1	3	0	0	0	2	0	0	8	3	12	5	20	1	2	0	0	0
Locus_121773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4
ENSMODG00000004731	3257	602	1919	1689	1225	382	1092	960	476	518	254	3280	2859	2324	341	4651	262	333	1022
Locus_317715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
Locus_377853	13	4	0	14	3	4	5	5	1	1	2	3	11	1	5	4	1	2	0
CUFF.109071	3	4	5	2	3	0	0	2	1	1	0	1	2	128	9	387	0	1	2
blastnGorilla.Locus_392319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_186775	6	1	2	0	0	0	0	0	0	1	0	4	0	1	1	0	24	58	192
Locus_230737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	19
ENSMODG00000019065	7980	2488	3336	3644	4164	348	623	431	322	88	84	569	1239	318	493	447	301	782	732
ENSMODG00000023743	5	0	8	2	2	10	10	9	6	23	5	56	22	9	4	5	0	1	5
ENSMODG00000003681	48	5	6	0	2	2	2	36	8	0	0	11	19	0	1	1	33	59	65
ENSMODG00000006996	949	176	464	166	170	18	61	104	51	6	2	538	690	100	25	40	23	78	57
ENSMODG00000007520	2	0	0	0	0	0	1	0	0	4	0	1	8	0	0	0	5	4	1
ENSMODG00000017765	199	34	197	110	121	69	100	47	22	24	14	321	162	139	57	44	45	132	438
ENSMODG00000013533	350	200	235	120	178	339	1279	221	203	87	45	1495	1610	807	1182	472	61	141	145
blastnHuman.ENSG00000255750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000024322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMODG00000009863	5	4	4	4	2	5	17	0	1	14	30	451	215	321	31	86	30	92	238
Locus_90786	2	1	3	1	2	0	0	0	0	1	0	1	0	0	0	0	0	1	1
ENSMODG00000008235	1137	245	1227	134	110	134	891	188	177	11	3	1232	1038	422	848	435	80	208	781
ENSMODG00000019732	952	250	1412	223	233	64	288	220	201	112	107	2520	1331	1085	556	341	352	987	3164
ENSMODG00000023780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000018588	325	115	327	173	165	358	601	200	141	19	4	2040	1164	521	575	501	532	987	1995
Locus_32884	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1
ENSMODG00000000316	299	62	87	183	119	63	96	117	41	32	37	79	152	25	23	31	124	185	201
Locus_92141	1	0	0	1	3	3	1	0	0	0	0	0	0	0	0	2	1	4	1
Locus_33210	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	32	31	74
ENSMODG00000019899	501	213	117	157	160	22	61	40	23	2	2	52	208	8	48	20	319	569	380
ENSMODG00000010782	212	57	110	171	192	175	398	178	90	72	31	494	449	337	86	237	216	516	683
ENSMODG00000013044	2159	734	1657	1533	1589	666	1456	970	598	442	273	3801	3699	2056	2140	1475	947	2580	5144
Locus_374711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	33
ENSMODG00000021033	467	95	472	131	162	31	165	70	52	72	20	557	343	438	92	111	189	599	1998
blastnHuman.Locus_117888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000011693	536	96	415	77	83	3	14	1	1	3	1	65	88	15	4	11	5	3	34
ENSMODG00000002927	107	27	34	11	7	10	18	14	6	16	4	121	142	51	30	30	5	12	4
ENSMODG00000003846	13	2	7	2	0	3543	11679	0	1	0	2	4	6	4	3	0	5	13	25
ENSMODG00000012072	324	99	165	286	335	287	505	500	213	110	112	388	459	315	480	264	122	220	227
Locus_121602	1	0	4	0	1	0	1	0	0	0	0	6	3	1	0	1	1	3	23
ENSMODG00000012700	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Locus_376851	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	27
Locus_375083	0	0	0	0	0	0	0	0	0	0	0	7	5	1	0	0	0	0	6
Locus_372200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6
ENSMODG00000009514	516	90	160	196	157	50	99	176	79	64	51	178	335	95	33	131	177	482	622
ENSMODG00000008463	90	12	14	27	23	0	0	0	0	0	0	3	2	0	1	1	0	10	3
ENSMODG00000024772	1	0	1	52	36	0	0	78	49	2	3	102	295	494	162	612	16	59	74
ENSMODG00000014720	1719	501	406	1417	1328	483	836	562	330	292	157	1271	2260	547	604	562	649	1387	838
ENSMODG00000022733	324	164	91	343	337	1373	1690	1010	638	227	169	541	1251	593	1854	1006	266	485	286
ENSMODG00000004772	64	15	39	8	20	8	25	16	13	24	19	191	243	107	146	170	12	27	102
ENSMODG00000019281	60	13	51	4	4	2	7	1	3	0	0	24	35	0	6	0	292	432	866
Locus_317500	0	0	0	1	0	0	0	0	0	0	0	2	0	10	3	1	0	0	1
Locus_319494	5	2	1	0	0	0	0	0	0	0	0	562	621	29	68	19	2	4	4
ENSMODG00000015895	192	68	93	117	140	94	162	98	74	104	78	157	214	135	159	91	114	162	448
CUFF.321506	14	4	5	15	27	0	0	0	0	0	0	2	0	0	0	0	1	5	3
ENSMODG00000002818	1	0	1	0	2	250	899	0	2	11	0	1	1	4	4	2	0	2	2
ENSMODG00000025767	81	25	56	6	4	3	48	7	14	10	3	105	144	33	97	20	12	50	136
ENSMODG00000025510	4	3	11	8	10	2	2	0	1	0	0	4	8	1	1	1	0	3	5
blastnOrangutan.Locus_60056	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMODG00000005082	157	40	57	34	44	35	190	39	37	25	27	62	187	50	314	199	16	79	52
Locus_318027	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	8	41
ENSMODG00000020254	61	7	18	26	42	1	8	12	14	1	6	17	36	3	5	4	4	8	13
CUFF.78634	17	13	9	9	6	1	4	2	1	0	0	6	10	4	1	0	3	2	3
blastnHuman.Locus_174894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006802	50	21	21	37	47	277	583	100	90	65	59	226	290	1094	894	412	47	37	188
ENSMODG00000013302	660	137	4215	171	145	12	66	45	26	35	16	7440	694	1635	190	225	468	974	7668
ENSMODG00000024127	1	3	3	2	0	0	4	12	3	0	1	86	60	76	27	32	3	2	16
ENSMODG00000012290	45	13	39	11	9	113	249	28	21	30	29	643	590	56	107	38	71	71	96
ENSMODG00000010441	91	22	15	29	56	186	610	186	123	131	82	222	202	243	200	142	35	94	77
ENSMODG00000014945	120	24	78	68	62	52	146	439	194	298	133	227	203	342	41	195	106	247	645
ENSMODG00000007505	355	38	147	98	69	20	55	41	25	12	9	248	368	95	32	76	45	140	254
Locus_373137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17
Locus_232005	2	0	1	0	0	0	3	0	0	0	0	1	1	0	0	1	1	5	4
Locus_186577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	18
ENSMODG00000022720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
ENSMODG00000008972	96	11	32	16	8	13	34	36	8	112	38	207	119	66	10	29	2	2	18
Locus_120464	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	4	11	52
blastnHuman.ENSG00000254933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000017803	574	83	644	130	127	50	209	44	46	41	20	549	279	523	39	111	87	237	759
ENSMODG00000006064	1662	373	960	953	887	1018	2084	1860	941	588	450	4054	3366	3178	1314	1191	934	2251	5242
ENSMODG00000024096	86	18	11	12	11	8	48	20	16	9	8	59	170	32	11	40	22	56	57
ENSMODG00000016295	164	49	28	7	7	4	16	2	0	1	0	7	17	0	0	0	6	14	18
ENSMODG00000018124	88	32	83	27	47	19	89	85	88	44	33	198	217	769	1193	255	5202	13206	34573
Locus_189657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	7
Locus_33819	0	0	0	0	0	0	0	11	11	0	0	2	2	0	0	1	0	1	0
ENSMODG00000003819	1166	250	351	594	444	0	2	166	138	2	0	6	45	1204	424	961	73	99	112
Locus_89392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	37	218
ENSMODG00000004763	230	65	75	106	91	499	624	296	144	92	78	308	383	195	89	196	12	58	29
ENSMODG00000011279	3	0	1	4	4	25	51	3	1	0	0	9	17	3	8	3	12	34	23
ENSMODG00000006941	288	99	138	586	686	44	59	117	65	21	12	57	88	36	26	19	124	240	458
Locus_376598	12	0	8	0	0	0	1	0	1	2	2	5	2	2	2	0	0	0	2
Locus_34327	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
ENSMODG00000009646	1	0	1	0	1	64	104	117	77	5	3	3350	2187	28	24	14	318	602	2402
ENSMODG00000015213	750	118	280	286	260	94	388	88	55	45	43	360	464	349	110	201	266	669	1286
Locus_91500	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	76	214	148
ENSMODG00000018543	342	85	183	152	128	267	619	256	115	118	74	200	265	186	154	210	24	71	109
ENSMODG00000011458	68	28	18	10	39	70	86	43	68	7	15	512	902	387	51	206	182	269	339
ENSMODG00000016445	44	11	16	0	0	3	5	6	8	0	0	199	225	334	70	512	1	2	5
CUFF.38962	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	9	4
ENSMODG00000021430	15	4	3	16	19	149	618	118	80	19	1	213	351	4	36	31	4	10	6
Locus_92292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0
ENSMODG00000000367	70	22	577	16	11	4	42	10	18	21	6	1266	291	526	255	82	7	48	474
ENSMODG00000007502	16	6	18	1	4	0	4	6	50	55	18	793	845	188	57	41	333	878	1588
ENSMODG00000013980	8	7	7	21	31	5	9	9	4	0	0	13	41	0	6	2	9	17	19
ENSMODG00000004332	29	3	2	1	0	1	2	1	0	0	0	9	13	1	1	0	1	1	7
Locus_419553	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
ENSMODG00000018563	1439	375	911	611	629	131	270	158	126	85	87	670	527	1126	421	476	87	185	416
ENSMODG00000007212	355	131	146	18	36	2	5	1	2	0	0	0	2	248	143	178	3	6	7
ENSMODG00000022676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000020594	434	87	94	1	0	2	16	8	2	1	1	19	18	0	0	0	8	11	9
Locus_318640	0	0	1	4	0	0	1	0	0	0	0	0	1	2	0	0	2	4	7
ENSMODG00000008327	651	210	1565	164	139	540	2447	147	118	58	34	3371	1293	2628	977	585	16	32	155
Locus_320176	3	2	1	5	1	5	5	1	1	0	0	1	5	0	0	0	1	0	1
ENSMODG00000014488	12	2	0	0	0	0	0	0	0	0	0	20	106	12	42	11	2	2	4
ENSMODG00000010335	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1
Locus_34670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Locus_372297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	77
ENSMODG00000010091	478	170	241	255	277	201	524	280	203	161	125	250	521	708	980	462	98	193	299
ENSMODG00000011048	133	21	83	42	31	14	40	24	12	25	21	200	133	49	2	34	97	313	598
ENSMODG00000018329	337	106	164	153	190	0	10	0	1	0	0	16	7	0	0	0	2	13	5
ENSMODG00000020079	957	170	570	138	70	17	6	10	2	0	0	49	62	50	18	62	56	126	551
Locus_33481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12
ENSMODG00000013740	512	64	296	139	129	35	210	121	80	110	72	952	686	413	54	139	256	591	1661
Locus_34541	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25	38	33
Locus_322534	6	1	9	1	6	4	26	8	4	12	11	112	28	83	67	64	133	494	533
ENSMODG00000013525	2	0	0	1	0	4	6	45	19	1	0	24	21	62	31	58	40	156	414
ENSMODG00000014427	1	1	0	1	0	329	377	67	32	93	24	29	47	181	61	160	0	0	2
Locus_376895	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	12	49	18
Locus_185865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	18
ENSMODG00000016733	151	30	60	33	29	7	37	20	10	23	11	77	256	55	61	58	152	328	611
blastnGorilla.Locus_371788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000011749	3867	889	1578	9277	8253	294	531	95	80	25	25	106	236	20	16	16	58	109	138
ENSMODG00000000877	8	5	2	8	15	2	3	1	0	22	6	1	2	3	3	0	10	12	37
ENSMODG00000021102	826	205	194	208	112	275	671	388	229	239	192	960	1689	307	187	289	543	1241	1391
Locus_120188	3	5	0	22	30	0	10	0	2	0	0	2	12	1	12	6	17	31	48
ENSMODG00000002897	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0
blastnMouse.Locus_87447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000001391	28	7	11	8	4	10	13	138	67	11	5	246	244	9	18	20	118	206	442
ENSMODG00000017955	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMODG00000007792	1600	620	748	920	932	80	156	219	132	28	19	759	1187	242	621	254	104	236	479
blastnHuman.ENSG00000229941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008415	94	29	30	45	30	11	47	19	8	15	10	69	135	97	65	55	21	30	92
Locus_229356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	31	171
ENSMODG00000020381	0	9	0	64	55	47	125	3	2	0	0	0	4	1	2	0	59	76	177
ENSMODG00000011666	1208	300	466	463	441	1	5	266	670	0	1	82	63	3	6	5	294	664	789
ENSMODG00000014668	188	30	54	41	52	37	55	32	8	1	1	14	20	59	5	19	7	34	31
Locus_419721	0	0	0	0	0	0	0	0	0	0	0	363	325	0	0	0	3	6	13
ENSMODG00000016706	60	20	87	20	16	11	40	18	19	3	11	1523	586	187	27	109	7711	22319	88596
ENSMODG00000022511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000003188	2453	793	2925	1981	2025	0	0	0	0	0	0	80	72	0	0	0	0	1	3
ENSMODG00000015781	1	0	1	0	0	0	0	0	0	0	0	1	1	29	17	12	318	558	948
CUFF.322363	0	2	5	0	0	5	9	0	2	0	0	8	13	5	3	3	0	0	2
ENSMODG00000006660	661	213	516	606	525	140	479	308	353	94	91	1469	1342	775	850	194	54	101	179
ENSMODG00000005700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMODG00000013921	3	0	0	3	0	9	5	25495	11743	3	0	7	7	1	2	0	1	0	3
ENSMODG00000019520	66	9	14	10	7	0	2	0	0	1	2	2	1	2	2	0	42	46	105
ENSMODG00000014551	0	0	0	0	0	0	0	0	0	1	0	1	36	0	0	1	0	1	1
ENSMODG00000017856	331	146	165	53	77	0	0	3	2	15	17	9	90	5	3	48	0	0	0
ENSMODG00000000799	12	0	51	9	10	0	0	0	0	10	1	0	0	1	2	0	0	1	3
ENSMODG00000007033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000007834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000020340	1131	157	474	511	420	116	439	248	158	169	98	948	1085	439	249	272	375	744	1554
ENSMODG00000018131	313	70	201	72	81	74	289	108	113	75	49	124	283	42	176	107	45	95	93
ENSMODG00000008995	696	168	524	201	261	0	0	802	218	955	556	134	253	669	901	989	12	8	25
ENSMODG00000012059	104	26	30	27	30	97	261	124	86	326	99	733	1238	212	444	191	108	255	265
ENSMODG00000007937	1778	556	1255	673	766	711	1514	645	495	452	460	1122	1361	734	687	512	2619	5849	13463
ENSMODG00000022572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000010557	317	82	93	78	111	1	2	119	90	0	0	19	37	0	3	0	2114	4561	6203
ENSMODG00000013132	349	120	94	245	224	277	458	105	83	30	18	111	325	170	212	434	71	132	121
ENSMODG00000004211	792	135	511	228	183	79	240	71	59	21	7	464	776	152	237	183	174	304	735
blastnGorilla.Locus_196236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000015914	38	16	21	35	35	67	96	282	138	197	80	473	306	25	21	26	11	26	32
ENSMODG00000001251	28	15	3	0	0	0	0	0	0	0	0	0	0	1	5	0	67	97	71
Locus_321999	2	0	0	1	0	0	0	0	0	0	0	1	2	12	0	0	6	21	71
ENSMODG00000024066	27	6	16	5	5	0	1	0	1	2	0	3881	5926	18	53	7	40	32	163
ENSMODG00000004744	13	2	4	17	7	1	1	3	1	44	14	12	13	285	195	285	11	12	31
Locus_186417	6	0	3	1	1	8	22	12	2	1	2	7	7	0	0	1	1	0	2
Locus_316051	23	4	32	58	0	0	0	1	0	0	0	3	1	0	1	0	0	1	2
ENSMODG00000013928	36	4	14	19	13	12	32	4	3	4	0	21	41	3	4	2	10	30	16
Locus_313161	0	0	0	0	0	0	0	0	0	0	1	10	6	1	2	0	1	1	4
Locus_122348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13
ENSMODG00000001582	233	58	217	59	69	1549	4135	19	33	6	4	258	222	50	106	56	28	22	104
ENSMODG00000018260	231	55	257	74	85	28	108	32	31	14	18	415	305	100	43	41	64	93	333
CUFF.147108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	16
ENSMODG00000018421	504	118	233	307	286	0	0	6	1	1	1	17	13	29	4	14	10	25	52
ENSMODG00000009306	66	14	55	16	9	0	0	1	2	0	0	10	22	0	0	0	1	3	1
ENSMODG00000003768	0	0	0	0	0	0	0	1	0	1	0	5	4	961	153	358	0	0	3
Locus_316501	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	71	124	282
ENSMODG00000019607	1871	781	782	4370	4658	37	32	88	38	46	17	413	766	10	68	17	92	105	88
Locus_316557	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	9
Locus_313042	0	0	2	0	2	0	0	0	0	0	0	6	0	3	0	0	0	2	2
