TNMD	27
MARCH6	553	
NKD2	4	
CDH18	0	
ADAMTS16	2	
SRD5A1	4	
FAM105A	9	
RPL37	1282	
SKP2	24	
OSMR	155	
UGT3A1	13	
PLK2	119	
FAM159B	0	
GZMA	9	
PIK3R1	557	
HAPLN1	0	
LHFPL2	81	
SSBP2	187	
BHMT	1	
ANKRD31	2	
IQGAP2	67	
CRHBP	34	
RASA1	140	
LIX1	0	
GIN1	40	
PPIP5K2	102	
PAM	603	
BDP1	122	
GTF2H2	11	
SLC30A5	110	
BTF3	951	
FBXL17	296	
SPATA9	12	
TSLP	4	
TNFAIP8	49	
FEM1C	205	
COMMD10	65	
ATG12	130	
MEGF10	21	
ADAMTS19	4	
YIPF5	111	
ARHGAP26	140	
CXCL14	319	
LECT2	0	
SLC25A48	4	
DDX46	179	
IL9	0	
TIMD4	3	
RNF145	188	
C1QTNF2	31	
GABRA6	0	
GABRB2	5	
FBXO38	163	
SPINK7	1	
PCYOX1L	18	
GLRA1	0	
TNIP1	902	
G3BP1	593	
ZNF300	19	
N4BP3	47	
NHP2	136	
RMND5B	265	
BOD1	167	
CPLX2	5	
TENM2	14	
KCNMB1	109	
FAM50B	64	
MYLK4	67	
TBC1D7	22	
FARS2	45	
GFOD1	194	
CDKAL1	66	
PSD2	5	
LRRTM2	6	
ZMAT2	284	
GFRA3	12	
KLHL3	121	
DCDC2	2	
SLC17A4	0	
HIST1H2BA	0	
KAAG1	0	
TRIM7	469	
HIGD2A	348	
FAM193B	254	
PLA2G7	5	
TNFRSF21	101	
RNF44	214	
MUT	172	
RASGEF1C	2	
ABT1	42	
DAAM2	320	
MLIP	678	
HMGCLL1	14	
LGSN	0	
FGD2	21	
SCUBE3	84	
ANO7	10	
CRIP3	3	
TTBK1	1	
TCTE1	0	
RPL7L1	317	
NFKBIE	24	
CYP39A1	14	
TPBG	50	
IRAK1BP1	7	
PHIP	142	
PRSS35	9	
MMS22L	11	
FAXC	13	
GABRR1	2	
PNRC1	1076	
PM20D2	126	
RARS2	90	
SCML4	7	
TBC1D32	5	
CLVS2	3	
GPR6	0	
RNF217	89	
RSPO3	163	
ARHGAP18	140	
TAAR2	0	
ABRACL	11	
TAAR1	0	
SLC18B1	35	
SLC2A12	57	
SHPRH	79	
AIG1	79	
DYNLT1	175	
TIAM2	41	
TMEM181	180	
PNLDC1	2	
WTAP	346	
ZMYM4	186	
VIP	3	
SLC22A3	207	
VWDE	0	
GNA12	229	
C7orf50	129	
SDK1	70	
RBAK	61	
CREB5	166	
FERD3L	0	
EGFR	350	
CDCA5	6	
IGFBP3	314	
PURB	196	
IGFBP1	0	
SSC4D	25	
MDH2	1289	
POMZP3	28	
GBAS	1260	
CCT6A	490	
PSPH	30	
TRIM50	16	
ZNF92	26	
ATXN7L1	34	
TMEM168	96	
ASB15	198	
SLC12A9	129	
GIGYF1	392	
MEPCE	242	
TMEM209	55	
AGBL3	14	
STRA8	0	
ZC3HAV1L	7	
TMEM140	253	
TLK2	140	
EPHA1	104	
NOM1	100	
CNPY1	0	
ASB10	191	
NLGN4X	6	
RAB19	2	
DENND2A	59	
TMEM27	3	
TMEM47	429	
LANCL3	3	
SYTL5	1	
CASK	84	
KDM6A	123	
SLC16A2	109	
CXorf36	208	
ZNF157	0	
ZNF182	35	
KRBOX4	28	
NDUFB11	363	
ZNF41	101	
RAB41	1	
ZMYM3	168	
GPR174	1	
NONO	391	
CCDC120	29	
LPAR4	0	
AWAT2	0	
SNX12	191	
ITGB1BP2	70	
IL2RG	74	
ACRC	20	
ZNF711	23	
CPXCR1	0	
DIAPH2	144	
NXF3	2	
RIPPLY1	0	
CXorf57	27	
FRMPD3	0	
HTR2C	1	
DOCK11	144	
IGSF1	8	
ARHGAP36	10	
GPC3	212	
GPR119	0	
RBMX	571	
MCPH1	77	
MFHAS1	50	
FBXO25	73	
FATE1	0	
MAGEA4	0	
NSDHL	49	
ZNF185	37	
CETN2	69	
CSGALNACT1	122	
ATP6V1B2	379	
CCDC25	174	
HMBOX1	62	
CHRNB3	0	
CHRNA6	0	
GNRH1	10	
BIN3	58	
DOK2	22	
SLC25A37	350	
CHMP7	160	
DOCK5	174	
STAR	4	
PROSC	263	
ERLIN2	230	
SNTG1	0	
PXDNL	8	
ST18	2	
RGS20	0	
TACC1	671	
GOLGA7	164	
PPAPDC1B	86	
GINS4	5	
WHSC1L1	235	
DNAJC5B	2	
CRH	0	
TRIM55	73	
MRPS28	60	
PMP2	84	
LACTB2	55	
PRDM14	0	
TERF1	112	
SLC26A7	446	
PSKH2	4	
ATP6V0D2	837	
SYBU	45	
DPYS	1	
MTDH	411	
LRP12	84	
EBAG9	90	
RSPO2	0	
POLR2K	93	
EIF3H	624	
UTP23	88	
NDUFB9	669	
FAM83A	0	
GSDMC	11	
FAM135B	1	
ZNF7	108	
ARHGAP39	28	
SLC39A4	21	
NAPRT	87	
VLDLR	408	
AK3	678	
UHRF2	128	
NFIB	470	
CER1	1	
PLIN2	507	
IFNA5	0	
HAUS6	74	
CDKN2B	107	
CDKN2A	4	
IFNK	0	
ZCCHC7	48	
FBXO10	46	
SIGMAR1	120	
CEP78	41	
NTRK2	480	
IDNK	20	
SHC3	3	
AUH	96	
HIATL1	133	
C9orf3	394	
ZNF462	152	
UGCG	119	
ACTL7B	0	
SNX30	65	
STOM	1062	
GSN	6728	
MRRF	119	
NR6A1	5	
CRB2	16	
OR5C1	0	
ALAD	239	
ASTN2	70	
WDR31	14	
POLE3	232	
SURF4	583	
GBGT1	5	
SURF1	147	
SURF2	31	
SURF6	99	
MED22	97	
REXO4	116	
RPL7A	1903	
GTF3C5	192	
ASB6	63	
PTGES2	213	
NTMT1	106	
SLC25A25	719	
SH3GLB2	311	
FAM73B	143	
PTGES	5	
LCN2	0	
LRSAM1	99	
GPR107	348	
IDI2	595	
INPP5E	94	
LCN9	0	
DPH7	67	
NOTCH1	379	
NACC2	228	
PROSER2	11	
USP6NL	22	
COMMD3	37	
MSRB2	152	
PDSS1	24	
FAM171A1	75	
FAM188A	79	
SLC39A12	0	
TMEM236	0	
RSU1	251	
ST8SIA6	2	
PARD3	315	
ANKRD30A	2	
ZEB1	484	
FAM13C	130	
NRBF2	118	
A1CF	0	
CDHR1	0	
LRIT1	0	
RGR	1	
POLR3A	119	
HERC4	156	
CAMK2G	637	
GLUD1	472	
ANKRD1	2652	
HTR7	6	
RPP30	88	
FRA10AC1	86	
ADD3	313	
HABP2	495	
VAX1	0	
DNAJB12	179	
EIF4EBP2	893	
NPFFR1	0	
PLEKHS1	0	
TCF7L2	124	
MKI67	6	
CYP17A1	11	
INA	2	
FUOM	11	
LRRC27	19	
MTG1	7	
NKX6-2	0	
PAOX	10	
GSTO1	146	
TAF5	48	
PPRC1	236	
ITPRIP	166	
CNNM2	397	
PDCD11	105	
ADAM12	27	
RGS10	62	
BTBD10	84	
ADM	122	
GAS2	26	
SLC5A12	1	
LIN7C	97	
LRRC4C	2	
IMMP1L	36	
PGAP2	62	
TUT1	38	
SCGB1A1	0	
SYT8	0	
ZNF214	4	
ZNF215	3	
HSD17B12	306	
APIP	120	
PAMR1	32	
DGKZ	569	
EIF3M	300	
TNKS1BP1	431	
GLYAT	29	
SERPING1	1204	
OR5F1	0	
SSRP1	296	
PTPRJ	80	
ARFGAP2	373	
CCDC81	14	
SESN3	161	
ENDOD1	579	
CCDC82	122	
KLHL35	5	
TENM4	17	
SERPINH1	1108	
INTS4	62	
PAK1	145	
RPS3	1352	
ZC3H12C	89	
TTC12	30	
NCAM1	68	
DRD2	0	
HTR3B	0	
NPAT	53	
ATM	135	
AASDHPPT	142	
GLB1L2	8	
SLX4IP	4	
LAMTOR1	276	
P4HA3	15	
GRIK4	1	
ST14	155	
HYOU1	193	
GGTLC1	0	
ADAM33	431	
SLC22A8	0	
CSRP2BP	133	
DAK	124	
MTA2	223	
TMEM138	59	
FADS1	104	
TMC2	2	
ROM1	19	
EML3	178	
INCENP	37	
ZP1	0	
OOSP2	0	
MS4A3	2	
PLCH2	4	
CPSF7	498	
MS4A2	1	
B3GAT3	58	
EI24	416	
CCDC15	5	
CHEK1	15	
FEZ1	35	
ESAM	382	
KIRREL3	0	
MPZL2	50	
SCN2B	67	
SIDT2	250	
TMEM25	67	
TAGLN	5082	
DUSP15	135	
COMMD7	144	
KIAA1755	27	
SPATA25	16	
OCSTAMP	0	
DSN1	39	
SOGA1	259	
CNBD2	0	
SPINT4	0	
CDH22	9	
LSM14B	184	
YTHDF1	189	
CABLES2	41	
ORAOV1	142	
GPHA2	0	
SLC22A9	0	
TRPT1	135	
NUDT22	107	
FERMT3	69	
PLCB3	96	
MRPL49	149	
CDC42EP2	108	
FAU	626	
TM7SF2	123	
VPS51	343	
TBX6	10	
PPP4C	190	
ALDOA	23322	
FAM57B	2	
DOC2A	40	
HIRIP3	123	
TAOK2	270	
TMEM219	186	
HMGA2	3	
MMP3	1	
CNKSR2	38	
CNTN5	1	
KLRF1	1	
CLEC1A	21	
MKX	17	
MPP7	137	
ITGB1	1806	
FXYD4	2	
TRIM48	0	
OR5M9	0	
CTF1	49	
FCGR1A	1	
ARID5B	389	
KLHL1	0	
CDH8	4	
DCUN1D2	242	
TMCO3	138	
TMEM218	44	
TIRAP	35	
N6AMT2	26	
LATS2	255	
SAP18	520	
LPHN3	114	
KIAA1328	78	
FAM124A	23	
MIA2	0	
HNMT	124	
LYPD1	0	
LYPD6B	1	
PDCD4	274	
ADRA2A	153	
GPM6A	32	
WDR17	12	
SPATA4	1	
VEGFC	30	
CCDC102B	21	
CD226	5	
CNDP1	2	
FSIP1	2	
DLG2	17	
CCDC83	0	
RGS18	20	
PRSS23	292	
MTMR12	138	
PPP1R1C	8	
C11orf53	4	
CCT5	360	
FAM173B	35	
DOCK1	211	
DIXDC1	270	
DLAT	326	
PIH1D2	15	
TIMM8B	100	
IL18	70	
TEX12	0	
PTS	74	
PIP4K2A	93	
C2orf50	2	
FREM2	51	
FOXO1	299	
CRIM1	1097	
ABCB9	176	
RILPL2	59	
ITPR1	273	
TKTL2	0	
PRSS53	6	
SLC7A11	3	
CCRN4L	80	
ENKUR	0	
GPR158	3	
LYZL2	0	
CACNA2D4	18	
DCP1B	37	
CACNA1C	80	
KCNA6	10	
THRB	299	
NGLY1	162	
OXSM	37	
UEVLD	80	
TMEM86A	18	
BTBD11	9	
UBE3B	364	
ANK3	368	
IPMK	40	
RAD9B	8	
PLBD2	141	
DLG5	222	
MAT1A	0	
SLC2A13	20	
GXYLT1	50	
TWF1	147	
DIP2C	308	
EIF4E	105	
MAGI1	139	
TEX30	24	
CSNK1G3	76	
SRFBP1	38	
AKAP6	383	
NPAS3	6	
FAM177A1	176	
MBIP	37	
MIPOL1	40	
EXT2	131	
TMEM18	80	
ALLC	1	
KCTD14	5	
THRSP	117	
NDUFC2	118	
ME3	124	
MSGN1	0	
ADAMTS12	29	
NUBPL	77	
NEK7	489	
FER	66	
VIPAS39	58	
ANKRD50	61	
UPF2	222	
CDC123	100	
SCLT1	60	
CCDC3	738	
FRMD4A	157	
SLC25A31	0	
PTPRO	3	
EPS8	504	
ACAD8	111	
THYN1	69	
VPS26B	201	
NCAPD3	84	
VTI1A	79	
QDPR	221	
FAM160B1	108	
TEX9	5	
QTRTD1	46	
DRD3	0	
MMAA	34	
ZNF827	86	
POU4F2	0	
EDNRA	98	
NR3C2	151	
DPYSL4	20	
VENTX	3	
ITIH2	3	
KIN	36	
PIGF	396	
ANKAR	13	
INPP1	66	
MFSD6	95	
RNF144A	122	
ASAP2	131	
ADAM17	130	
FLI1	123	
KCNJ1	11	
TMEM45B	2	
ACSL1	2734	
SLC25A4	3332	
AMN1	40	
BICD1	77	
SAV1	168	
CCDC122	8	
SERP2	3	
NBAS	190	
ZNF385D	13	
GUF1	143	
SLC35F4	0	
GABRA2	3	
SACS	177	
CCDC175	2	
PABPC3	0	
CENPJ	25	
FBXO4	15	
CCL28	9	
PARP8	75	
GFRA1	144	
CACUL1	249	
DST	1451	
BEND6	6	
TIAL1	220	
BAG3	3230	
GLT1D1	34	
TMEM132D	0	
RBM46	0	
SCHIP1	30	
MCHR2	0	
KCNE4	12	
AP1S3	7	
RABGAP1L	97	
MZT2B	126	
TUBA3E	0	
ASTN1	1	
FAM168B	590	
PTPN14	353	
MGAT5	111	
TMEM163	1	
HSPB8	4151	
GEMIN6	16	
TMEM178A	22	
POU4F1	1	
RNF219	25	
GRID2	0	
ARL11	8	
RIT2	0	
SETBP1	193	
ARL14EP	109	
EPG5	134	
PSTPIP2	130	
ATP5A1	2886	
HAUS1	19	
SPC25	2	
G6PC2	0	
PDK1	57	
PTH	0	
PDE3B	95	
TCF7L1	126	
TGOLN2	748	
SH2D6	0	
KCNK13	0	
UHMK1	259	
ATG10	1185	
POC5	21	
SPOCK1	107	
FAM151B	3	
TADA1	30	
GUCY1A2	56	
CWF19L2	71	
JMY	102	
HOMER1	95	
XRCC4	16	
BOLL	26	
ZNF547	12	
ZNF773	19	
ZNF256	17	
SUV39H2	15	
DCLRE1C	42	
OLAH	1	
RPP38	33	
NMT2	96	
ZSCAN1	0	
USP12	152	
CCDC50	445	
CAMK4	6	
TRIM36	9	
ZFP36L2	626	
PAN3	112	
PLEKHH2	57	
PFKM	3607	
TMEM123	327	
GRIA4	0	
IGSF10	34	
SPEF2	14	
SPARCL1	3486	
DSPP	0	
DMP1	0	
MEPE	0	
MBNL1	1686	
CAPSL	0	
NADK2	123	
GJA1	196	
CCNO	0	
DDX4	0	
CLEC4F	6	
SLC30A6	62	
RASGRP3	131	
SAR1B	641	
CATSPER3	5	
GPR180	59	
TCTEX1D1	6	
ANKRD22	4	
FARP1	164	
IFIT5	81	
SLC16A12	6	
PANK1	56	
PRDM8	13	
BMP3	9	
HHEX	21	
UTRN	424	
GRM1	1	
PTPRK	110	
GGPS1	125	
CNTNAP4	0	
ZNF117	120	
RAB3C	7	
LMNTD1	0	
MARVELD2	10	
RAD17	97	
MED21	94	
PLOD2	97	
STK32B	11	
NRSN1	0	
JAKMIP1	2	
ZIC1	13	
GPR125	174	
CPB1	5	
SREK1IP1	76	
LGI2	13	
CWC27	78	
MR1	121	
SRP19	20	
CENPH	11	
CDYL	64	
CARHSP1	104	
TEKT5	0	
BANK1	14	
TXNDC11	197	
DAB2	224	
ACMSD	0	
BCL2L11	84	
ANAPC1	69	
CAST	886	
SCOC	182	
CETN3	42	
SMARCA5	239	
SYCP2L	2	
BMP6	45	
RASSF3	353	
HNRNPU	1125	
RANBP2	373	
MERTK	68	
TMEM87B	60	
OR14K1	0	
PTPRR	1	
NR4A2	658	
CCDC148	0	
PLA2R1	48	
RBMS1	235	
SCN3A	17	
FEZF2	0	
CD96	10	
SLC25A27	99	
GPR110	25	
GPR115	0	
FRMD1	27	
FAM49B	216	
ASAP1	176	
TRAPPC8	202	
FAM81B	0	
INO80C	35	
LPCAT1	127	
PLEKHG4B	1	
NMRAL1	36	
UBALD1	85	
C16orf89	33	
TMEM251	18	
ING1	71	
TEX29	4	
SPACA7	0	
ADPRHL1	380	
CMTM7	47	
FBXL2	19	
UBP1	277	
RMND5A	672	
CD8A	13	
RPIA	62	
PTPRD	53	
LURAP1L	17	
CNKSR3	42	
GTF2E1	28	
CFDP1	62	
TGIF2LX	0	
ZDHHC7	347	
FAM92B	0	
TMPRSS11D	0	
JAZF1	89	
CMIP	107	
SPHKAP	0	
KCNJ16	1	
PID1	69	
TRIP12	636	
FBXO36	3	
CEBPG	271	
KCTD15	131	
ZNF599	17	
MCOLN2	2	
LGI4	207	
DDAH1	277	
SREK1	275	
CHD1	151	
ANKFN1	1	
DGKE	43	
MSI2	534	
CACNA2D1	790	
ZUFSP	15	
HS3ST3A1	0	
GDPD1	4	
NUS1	143	
SEMA3D	17	
PPP2R5E	195	
ASB17	0	
SLC5A10	21	
AK5	24	
CABYR	9	
IMPACT	88	
ANKRD29	126	
CHST9	1	
THY1	69	
DNAAF1	20	
TBCEL	52	
JPH3	4	
ANKH	522	
UBASH3B	11	
ROBO4	184	
ROBO3	74	
PANX3	0	
TBRG1	218	
NRGN	55	
FAM134B	376	
CDH12	0	
GPR15	0	
TOMM70A	452	
ABI3BP	422	
ANGPT1	212	
PITPNC1	55	
CC2D1B	132	
CERS3	1	
PRKCA	125	
LRRK1	44	
CEP112	67	
GAL3ST2	0	
ABCA9	245	
ABCA6	114	
ABCA5	309	
ENPP3	8	
C4orf19	14	
UCHL1	125	
DISP1	48	
TNIK	170	
FAM167A	1	
NEIL2	96	
PGM5	262	
WNT3A	0	
LONRF1	178	
TRIM11	47	
ENAH	809	
PPP1R3A	729	
CCSAP	29	
ASZ1	0	
SH3RF1	88	
GBP5	114	
GPR26	3	
CCDC173	3	
MMP21	1	
C10orf90	1	
FAM69A	58	
ATP5G3	493	
CNTNAP3B	12	
SRSF12	6	
PDLIM3	7248	
SORBS2	635	
TCEB1	187	
PSMA8	0	
TMSB4Y	0	
CXADR	13	
BTG3	53	
CHODL	5	
TMPRSS15	0	
NCAM2	14	
L3MBTL4	30	
PDE1C	65	
RABGEF1	24	
MRPL39	65	
JAM2	180	
ATP5J	501	
GABPA	196	
ADAMTS1	1421	
ADAMTS5	81	
TSEN2	33	
SLFN13	43	
XPC	167	
CCDC174	75	
FGD5	224	
DPH3	185	
OXNAD1	61	
PLCL2	227	
CXXC1	159	
PPP4R1	192	
APCDD1	143	
PIEZO2	13	
MPPE1	205	
USP43	5	
EME1	12	
EPHB1	42	
ACSS1	311	
ANKRD40	786	
ZNF18	38	
CA10	0	
VOPP1	267	
SEPT14	2	
APOOL	27	
DKK2	52	
CYP2U1	70	
FBXL18	17	
CNTNAP5	4	
PROM2	35	
AK9	29	
ODF1	0	
KLF10	2020	
AZIN1	467	
ATP6V1C1	178	
TMEM55A	100	
OTUD6B	41	
CDK19	74	
GTF3C6	154	
TTC39B	69	
AGPAT5	93	
MMS19	242	
OR4K1	0	
PI4K2A	55	
MARVELD1	215	
ZFYVE27	95	
GOLGA7B	15	
GPR78	1	
TRMT44	35	
SLC25A28	154	
HSPA13	66	
SAMSN1	17	
USP25	542	
GRAMD3	40	
ZCCHC10	70	
MOV10	103	
RHOC	222	
PPM1J	45	
DBI	199	
SLC16A1	234	
HEATR3	44	
OXA1L	571	
SLC7A7	23	
LARP1	777	
CNOT8	136	
GRIA1	7	
LRGUK	2	
SETD9	21	
MIER3	71	
NUP205	147	
ZKSCAN2	52	
PIK3AP1	62	
RBM45	20	
C10orf12	20	
TTN	101062	
VSIG4	19	
PDIA4	110	
KDM8	18	
PDZD9	0	
OTOA	0	
KCTD18	49	
FAM126B	100	
ALS2CR12	2	
ALS2CR11	0	
FZD7	153	
SPAG17	12	
DEPTOR	404	
FMN2	5	
RNF20	175	
CYLC2	0	
PPARGC1B	73	
ELMO1	107	
SLC26A2	42	
LSM11	20	
MED7	38	
FAM154A	0	
SLC24A2	1	
TRIM42	0	
ADCY8	0	
RASA2	69	
RMND1	55	
SLA	62	
VBP1	207	
RAB39B	1	
CLIC2	103	
AFF2	2	
GRIP1	7	
VPS37A	182	
KIF5A	11	
NAT2	0	
MAGEA8	1	
PSD3	32	
MCU	239	
ELMSAN1	380	
CFAP70	25	
GNA14	11	
FAM161B	101	
GNAQ	307	
WIF1	0	
UGT2B4	3	
GPR61	4	
MMP16	6	
ADK	75	
BATF	4	
DCK	38	
ADAMTS3	6	
ALX3	12	
DPY19L4	102	
NDUFAF6	83	
DRAM2	130	
PPEF2	0	
C15orf26	0	
ADAMTSL3	68	
ART3	431	
SLC28A1	10	
WHAMM	108	
CXCL13	0	
N6AMT1	72	
RWDD2B	92	
USP16	249	
MAP3K7CL	110	
NAA11	1	
BACH1	166	
CLDN17	0	
CLDN8	43	
TSPAN7	388	
TIAM1	13	
SCAF4	112	
CDK20	8	
PCGF6	33	
ANKRD9	191	
SFR1	19	
SFXN2	19	
C14orf2	248	
FUT6	0	
TDRD9	2	
FGF18	14	
PCDH1	211	
SH3RF2	157	
GDF6	1	
UQCRB	998	
PTDSS1	136	
PPP2R2B	15	
RPL30	1604	
KCNS2	0	
FAM122C	23	
SUPV3L1	120	
FAM122B	109	
EEF1A1	7665	
FBXO43	1	
HKDC1	1	
HK1	815	
TYSND1	44	
PHF6	67	
CD109	60	
LRFN2	0	
NODAL	3	
PRG3	0	
UBE2L6	139	
ZDHHC5	429	
MED19	31	
ZFAND3	438	
NPTN	417	
KAT6B	218	
SAMD8	167	
RAB11FIP1	229	
UNC5D	0	
GLYATL2	1	
UTP14A	39	
AIFM1	181	
MAPK13	28	
BAG4	76	
MS4A1	0	
WDYHV1	34	
ATAD2	22	
FBXO32	1756	
NSMCE2	44	
ZNF689	53	
PRR14	112	
FBRS	349	
FRRS1	8	
PHKG2	47	
HIAT1	136	
SASS6	6	
COX6A2	2172	
ITGAD	9	
MALSU1	147	
VPS8	211	
GALK2	47	
LHFPL4	2	
BUB1B	3	
PDE6D	45	
EIF4A2	2363	
BRPF1	96	
RPUSD3	80	
SST	4	
TATDN2	58	
GHRL	3	
SEC13	282	
EXOG	42	
NTAN1	113	
SHCBP1L	1	
NMNAT2	30	
ZFYVE9	215	
ATP2B2	236	
LYZL4	1	
SLC6A1	22	
SMG1	639	
FCHO2	132	
RBPMS	464	
TMEM171	0	
KLHL40	752	
C8A	0	
TIMP4	272	
NRG1	5	
CPT2	101	
NECAP2	108	
LRP8	5	
CDCP2	0	
PAXIP1	66	
STEAP2	26	
SSBP3	220	
HTR5A	0	
CLDN12	118	
MMP14	252	
FZD1	103	
GATAD1	138	
SUSD3	18	
DHRS4	66	
C1orf158	4	
ARMC12	1	
DDX19B	37	
ST3GAL2	190	
FUK	71	
IL34	9	
DHRS1	58	
CACNA1D	28	
KIT	468	
AASDH	37	
CACNA2D3	39	
RNF111	95	
CCNB2	4	
FAM81A	11	
MYO1E	130	
APPL1	344	
MUM1L1	63	
AFAP1L1	161	
TSC22D3	737	
DSCR3	241	
DYRK1A	418	
KCNJ6	4	
KCNJ15	109	
ERG	149	
ETS2	631	
TSPAN18	190	
LCA5L	13	
TMEM164	301	
MX1	586	
CREB3L1	19	
C2CD2	162	
TAB3	117	
C9orf43	11	
ZNF618	123	
DGKI	8	
SVOPL	3	
SNX22	221	
UBN2	165	
BRAF	146	
SLC34A2	1	
ACAN	33	
PSMG3	41	
CABP1	10	
WDR19	67	
SLC37A3	101	
AP3S2	185	
FMNL2	203	
GAREML	35	
SPPL3	119	
DPYSL5	0	
RAB28	54	
FAM213B	43	
TNFRSF14	246	
PANK4	123	
CIB4	0	
MEGF11	1	
PEX10	120	
RER1	343	
RADIL	18	
SKI	641	
WIPI2	194	
LDLRAP1	102	
AGAP1	150	
KRTCAP3	16	
ANKRD61	1	
PAFAH2	80	
EXTL1	92	
SLC30A2	13	
TRIM63	549	
WDR66	12	
MRPL17	75	
GRHL3	1	
UBXN11	179	
NLRP14	1	
PTPDC1	60	
NCK1	78	
HPD	22	
RHPN1	39	
TPRG1L	327	
LRRC43	0	
AAED1	79	
XDH	0	
XKR8	44	
CNNM4	245	
EYA3	91	
DZIP1L	20	
TMSB15A	0	
FANCC	38	
MRAS	432	
WASF2	550	
ABHD3	136	
ESYT3	5	
FAIM	34	
FAM46B	22	
CLSTN2	136	
COLEC12	94	
RNF207	75	
CUL4B	159	
GPR153	50	
SLC13A3	8	
GPRASP2	41	
RHBDL2	1	
AUTS2	146	
SHROOM4	79	
HIST1H2BD	49	
CDC25C	1	
HIST1H4H	44	
MITD1	46	
EIF5B	775	
RIBC1	5	
CATIP	0	
CNOT11	106	
KCNB1	212	
TSPAN33	56	
NRG2	18	
AHCYL2	373	
B4GALT5	396	
CD1D	14	
CD1A	0	
SPATA2	75	
CD1C	1	
FAM86C1	13	
CD1B	0	
DNAH3	2	
CD1E	2	
HMHB1	0	
CPA2	0	
NCF1	113	
CPA5	2	
ZC3H18	164	
ZFAND2B	79	
POM121L2	0	
PFKFB1	188	
TMED4	354	
PPP1R15B	435	
COPG2	61	
C11orf30	106	
PAGE5	0	
AGPAT6	357	
PKD1L1	12	
ZSCAN12	16	
TAGLN2	935	
ELK4	183	
SLAMF8	18	
SLC45A3	27	
DUSP23	50	
RNF166	108	
HTR6	1	
ITLN2	0	
F11R	77	
USF1	151	
PLA2G2F	1	
SPATA2L	31	
NIT1	140	
DEDD	232	
ZNF276	165	
NPM2	2	
EDA	18	
FGF17	1	
VWA5B1	0	
CDA	18	
PINK1	1901	
B4GALT3	79	
DMTN	289	
ADAMTS4	656	
FAM160B2	146	
NDUFS2	647	
SLC5A11	1	
FCER1G	69	
APOA2	0	
TOMM40L	58	
MPZ	428	
WFDC8	0	
CCAR2	353	
WNT9B	8	
CACHD1	86	
CDC42SE2	121	
RAPGEF6	30	
EPB41	195	
MIS18A	15	
ALG8	63	
FBXW5	681	
SYNJ1	66	
IFNAR2	97	
MRPL10	169	
SON	1029	
DONSON	172	
SV2A	21	
LAD1	11	
STC1	44	
TNNI1	12368	
CSRP1	2549	
PRAC1	0	
HOXB13	0	
C1QC	71	
KCNE2	2	
ATP5G1	257	
UBE2Z	205	
CIART	92	
CLIC6	9	
CCDC24	16	
RUNX1	60	
IGF2BP1	0	
GIP	0	
CBR1	115	
CBR3	36	
ACTC1	158	
MORC3	183	
CHAF1B	81	
CLDN14	0	
SIM2	7	
HLCS	85	
ARHGAP27	168	
ADPGK	144	
PTMS	446	
PLA2G4D	0	
PADI4	40	
ADIPOR1	447	
CYB5R1	1105	
PSMD4	551	
ATP13A2	86	
M1AP	0	
PSMB4	354	
IRX6	49	
BTG2	6724	
HK2	226	
C1R	443	
CELF3	2	
ALDH4A1	190	
STARD9	250	
THEM4	92	
UBR1	166	
AMFR	717	
MED8	61	
TGM7	0	
RGL4	70	
SPRR2G	0	
PGLYRP3	0	
ISL2	2	
RSPRY1	101	
CCDC17	8	
GPBP1L1	461	
NAE1	114	
TMEM69	106	
GPR114	4	
DRC7	0	
ACE	45	
TEPP	0	
UROC1	1	
EFCAB14	527	
SPON2	105	
CHCHD6	15	
CTBP1	488	
LRRC36	2	
ZDHHC1	61	
ATP6V0D1	348	
AGRP	0	
ZFYVE28	44	
RLTPR	10	
C16orf86	8	
PIP	6	
FAM131B	21	
RGS12	151	
PSKH1	156	
ZYX	724	
ABR	459	
LYPD5	11	
CCDC117	222	
ZNF230	17	
CCDC107	100	
ZNF222	17	
NPR2	146	
ZNF221	4	
ZNF233	8	
ZNF235	35	
GNE	106	
TNFRSF13C	1	
OR3A3	0	
ARHGAP35	642	
PTGIR	35	
DFFA	147	
CCDC28B	163	
IQCC	13	
TMEM234	42	
BSDC1	302	
ZBTB8A	31	
ATAD3B	72	
SSU72	355	
ZNF362	102	
FNDC5	333	
NR2F6	182	
ANKLE1	5	
VMA21	108	
KALRN	194	
CILP2	0	
ABCG1	130	
TFF3	15	
TFF2	0	
TFF1	0	
TMPRSS3	2	
UBASH3A	1	
RSPH1	1	
SLC37A1	35	
PDE9A	35	
WDR4	14	
NDUFV3	285	
PKNOX1	96	
CBS	26	
U2AF1	324	
HSF2BP	2	
RRP1B	129	
PDXK	329	
G6PD	110	
CSTB	171	
RRP1	50	
AGPAT3	515	
TRAPPC10	191	
GAB3	43	
AIRE	0	
C21orf2	65	
ZNF66	2	
LRRC3	9	
ITGB2	213	
FAM207A	57	
RALGDS	424	
FTCD	1	
SPATC1L	24	
LSS	328	
VAV2	51	
MCM3AP	410	
C21orf58	10	
PCNT	943	
DIP2A	167	
S100B	203	
PRMT2	237	
CLDND2	1	
ZNF208	3	
ADAMTS13	41	
CACFD1	73	
SLC2A6	12	
FCN2	1	
LCN1	0	
ZNF714	21	
GPSM1	120	
C19orf47	214	
HIPK4	4	
C9orf117	22	
TOR2A	24	
