	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)	Human_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
KIAA2026	73.3696056628857	124.10084045357593	102.52955388353841	99.27628820407142	99.99947994032314	100.72423185560541	88.61046050707927	106.6444917793703	104.74504771355042	94.37785598844887	94.91876755296312	110.70337645858798	93.88911255326892	89.0747387908034	117.03614865592773
SYNDIG1L	0.0	300.0	0.0	300.0	0.0	0.0	3.807069598892289	272.37832551534564	23.81460488576211	101.85880390246025	73.69486708790991	124.44632900962989	59.078267404428296	56.979951300691525	183.9417812948802
FHL3	164.14848095619988	93.75888556994164	42.09263347385845	152.4183692187111	103.99428984663356	43.58734093465539	80.46171004390887	179.44779419018553	40.090495765905615	114.3633444485612	95.19480912410913	90.44184642732968	123.95749738196842	111.30735280312771	64.73514981490389
PMCH	0.0	300.0	0.0	300.0	0.0	0.0	81.22538632229173	144.2723847030366	74.50222897467165	0.0	300.0	0.0	0.0	300.0	0.0
TMEM89	0.0	251.09638662451678	48.90361337548319	25.59987279599359	253.1176833121969	21.282443891809447	0.0	148.69088599490277	151.30911400509723	0.0	178.1028027908534	121.89719720914663	0.0	235.26762181055122	64.73237818944878
C19orf71	217.54254932135697	47.1070321864711	35.35041849217192	154.92974383244658	85.32915365434009	59.74110251321332	131.70373862514865	64.4296950445533	103.86656633029804	96.45494908016931	67.14230661571511	136.4027443041155	93.15499918593798	72.00915877757026	134.83584203649173
CCDC159	171.5289058459248	50.39180394235735	78.07929021171782	102.36229632472995	47.32649310185179	150.31121057341826	84.57371364080103	58.277688414259075	157.14859794493995	93.87249182724477	58.4229982492314	147.70450992352383	135.9848231974545	44.06978447499549	119.94539232754995
RIPK4	110.07016856480398	17.752174570305854	172.17765686489014	64.92374409872053	88.32179950492865	146.75445639635083	0.0	99.02186891408911	200.97813108591095	0.0	0.0	300.0	0.0	54.57207889811113	245.4279211018889
LRIT3	168.15970281427474	12.855039379345287	118.98525780638	114.57663805516324	64.18413723446172	121.23922471037505	195.55516609795637	20.98138347833394	83.46345042370969	195.93732556271317	9.239142062404028	94.82353237488283	185.44967910051454	22.42699750251983	92.12332339696556
SF3A3	115.57349862022343	138.98053459496876	45.44596678480774	97.85518275892609	136.53666502217558	65.60815221889828	100.6542468121369	130.55674937616385	68.78900381169927	105.78068695606024	131.33636096518023	62.88295207875948	90.1884609942106	129.8691751964846	79.94236380930478
GRIN2A	113.02221565665688	66.97326855507319	120.00451578826994	283.22682736108436	10.859591663871894	5.913580975043802	78.04770082683284	111.87531406767994	110.07698510548718	111.49349025482591	111.64305704956163	76.86345269561242	49.76890425781262	112.41182401083958	137.81927173134778
ASB7	56.52142440401945	145.4611260977749	98.01744949820565	81.8987680962685	104.76347339977423	113.33775850395726	67.30699022574275	117.82833926131615	114.86467051294107	104.68152981599157	115.62749674000787	79.69097344400058	56.86802702012618	106.52165719838875	136.61031578148507
SH2D7	0.0	300.0	0.0	0.0	300.0	0.0	56.229677491074746	191.32862172419127	52.44170078473391	0.0	300.0	0.0	0.0	275.34460689227706	24.65539310772297
TREX2	12.025977108297328	28.382221936741608	259.59180095496106	63.54310539174375	125.43849447522963	111.0184001330266	10.214192376677836	38.85264754868174	250.93316007464045	14.153346101053616	47.20493924851289	238.6417146504335	7.563354027714896	70.00027428559832	222.43637168668678
MX2	189.66485770548843	72.95689089610423	37.37825139840738	131.6030845752861	147.1699159930027	21.22699943171127	161.28759572871897	106.7214009191717	31.991003352109352	106.9361710515351	136.97292147205428	56.09090747641062	151.52950944872492	121.27366587065744	27.19682468061761
EP400	81.76279298323944	155.65596957269898	62.581237444061614	116.72740853582324	97.7766075460522	85.49598391812454	71.52227710267242	116.16643960003556	112.31128329729204	95.54470187827843	113.35928180366446	91.09601631805708	72.44990734244013	107.13174386950254	120.41834878805733
FAM46C	131.60964356396565	93.52363880113029	74.86671763490403	57.50467837909594	144.57559903587074	97.91972258503333	50.165353599176434	154.10031166300567	95.73433473781796	95.11856903701954	129.4642276214684	75.41720334151206	61.26224386090405	139.2691615892446	99.46859454985136
COA5	90.25933420424587	73.88317134703946	135.85749444871465	74.62180416276793	72.71059769382927	152.66759814340278	72.41768310628103	80.5985544319663	146.9837624617527	111.70054692887325	71.58990159098747	116.70955148013927	101.08889270132254	96.45431446667632	102.45679283200111
UTP11L	130.22832090189598	111.62301672465085	58.14866237345315	122.85985683293627	86.45596995812738	90.68417320893633	131.45019232211376	71.08136858040972	97.46843909747652	134.6754031262613	76.81489146848277	88.50970540525594	127.00702380376478	78.38777155239993	94.60520464383526
PSMG1	59.16254059236658	84.37042294146542	156.46703646616803	62.098255998013904	95.18940425454116	142.71233974744493	68.77863442175513	88.93790700967446	142.28345856857035	79.42174349479552	80.02209406050102	140.55616244470343	74.33966485804011	82.61972366138737	143.04061148057244
PRR14L	91.27507711532607	131.61179966159222	77.11312322308174	83.22953071944632	131.7601412484976	85.01032803205607	88.20667138558284	107.22387019218749	104.56945842222969	105.06907410405542	117.06056851578248	77.87035738016212	74.22778110242024	123.58272977910529	102.18948911847447
ACSM5	20.128172024094372	121.58818824374953	158.28363973215608	60.634588787331246	42.98173135588537	196.38367985678335	52.86476232037873	102.40140401450427	144.73383366511698	37.55674376318217	100.22569389970934	162.21756233710852	23.37802118588781	57.83964733816379	218.7823314759484
SERHL2	172.3309257540584	109.21061054938137	18.4584636965602	187.6726292983335	87.48989237483133	24.837478326835168	71.77158246862342	143.98125949053383	84.24715804084279	110.85101086346344	154.34832742625716	34.800661710279314	142.78422986719423	135.79356982505175	21.42220030775401
PCBP3	51.07461438763195	13.24597878612842	235.6794068262396	189.554705416021	85.73267669223121	24.71261789174779	99.399260681698	119.6271845197023	80.97355479859968	101.93620166350964	88.32977707458059	109.7340212619098	92.56210332634505	76.72851560323207	130.70938107042284
PGPEP1L	197.9311647880313	76.01019249228318	26.058642719685555	75.37436218490893	93.11614595460622	131.50949186048484	123.67671144235271	176.32328855764732	0.0	24.160952176643075	236.94314106125483	38.895906762102115	41.18625896689752	258.81374103310253	0.0
SETD3	73.41605502657912	130.70781595102972	95.8761290223912	80.71745818167938	116.84222078609159	102.440321032229	89.052955982011	114.00158885293905	96.94545516504996	104.13227541777752	110.68206924991581	85.18565533230662	91.63043520144264	105.57369447915957	102.79587031939776
TNFAIP8L3	59.300043699741735	197.1177600004824	43.58219629977587	118.39638449768243	91.79589072099732	89.80772478132025	96.29877186726824	88.45815137516834	115.24307675756344	98.53138645628448	112.66053525644466	88.80807828727086	82.2552278149986	95.25479189402972	122.48998029097172
ZNRF3	64.15238960666105	113.57995816941788	122.26765222392109	98.9221581838348	77.1987986126143	123.87904320355089	68.41980027832237	56.62507782277544	174.95512189890215	77.85294015765955	113.65863599087558	108.48842385146484	81.31410908055607	86.35963984096531	132.3262510784786
FBXL7	75.96407933344715	159.5817802696773	64.45414039687559	86.67002539402434	98.1118910552888	115.21808355068686	106.77859787512718	69.97722316965432	123.24417895521849	121.44225343981614	96.32369157995431	82.23405498022954	161.35506719606863	73.91873727699095	64.72619552694044
TANGO2	112.02320656258709	139.33951135406232	48.637282083350556	135.43894357518585	93.85387089063019	70.70718553418399	79.05073502763551	102.5238079640585	118.42545700830598	101.1047078937381	137.84918411990185	61.04610798636008	97.81173149691081	126.82674273716337	75.36152576592588
SFXN4	133.9670907785442	88.14144227529953	77.89146694615626	132.11148184998208	51.26796407640498	116.62055407361294	109.85764058127788	63.79703763447897	126.34532178424318	129.70855838591163	60.97787009666854	109.31357151741987	110.70590782013281	60.592787195349565	128.7013049845176
FAM167B	33.512823614807644	75.24304001330752	191.24413637188485	75.67916144408316	133.5723150286972	90.74852352721966	140.0936996433659	45.962794802089405	113.94350555454471	30.637143213706295	181.1428927992013	88.21996398709241	114.95342044882544	58.541028733689956	126.50555081748458
MRPL54	110.86423990588132	80.13981301500141	108.99594707911726	128.6399555691353	107.10896592346816	64.2510785073965	108.80507776276511	72.2241438039788	118.97077843325607	130.48018299547016	80.6603119110532	88.85950509347671	124.09699067116102	94.27382956129594	81.62917976754302
ZNF438	132.86306302298695	118.00718638534786	49.12975059166523	96.22123519071438	132.8255339079709	70.95323090131468	72.64384187304981	158.96110669703845	68.39505142991177	84.08762998983323	147.47436003549495	68.4380099746718	89.76551991963879	135.35226129390293	74.88221878645825
HMCES	107.22205726504093	135.07127231388148	57.70667042107762	124.47677333015523	121.01285584189799	54.51037082794679	93.89434555517087	120.93912161613186	85.16653282869729	100.84128411319556	151.3564575395071	47.80225834729734	94.02378527955618	148.46615994987985	57.51005477056397
NDUFB1	112.3693958691186	87.06959408268538	100.56101004819602	98.02763216580138	105.13570283019291	96.83666500400568	111.05184285497398	84.48922508104634	104.45893206397972	100.36926954611825	96.62935060472728	103.00137984915445	120.68661419015672	99.85167078637257	79.46171502347072
MARCH11	300.0	0.0	0.0	116.19505929280665	182.00098481358532	1.8039558936080584	126.55465935001348	92.23538824246637	81.20995240752013	117.14834638470728	89.48457338946154	93.3670802258312	108.20647697232808	108.74481522650376	83.04870780116815
KLHL25	70.90959459584599	126.13513679153554	102.9552686126185	98.84642431770509	85.66763049589183	115.4859451864031	54.45165536780201	77.36416513599448	168.18417949620348	100.26467079119318	72.43807257718083	127.29725663162601	74.47656450234412	62.24405149536617	163.2793840022898
FAM19A1	0.0	300.0	0.0	115.30903083581912	156.82633304693624	27.86463611724463	19.244727767897867	175.25928076039588	105.49599147170623	137.41041977063674	83.62095998068902	78.96862024867424	75.84560004406255	130.59894931553092	93.55545064040652
TRMT12	62.21155893579592	102.35797488542384	135.4304661787802	83.95935928511365	103.86667003692752	112.17397067795885	77.1182239423029	82.74619502683633	140.13558103086078	88.57805666311963	84.8446290447552	126.57731429212508	61.72195268759395	87.05156503775736	151.2264822746487
GPR1	36.27706695990638	8.30614714057331	255.4167858995203	67.74759068235748	91.39570923531406	140.8567000823285	51.39634288228571	99.74949664932886	148.85416046838543	34.32107142185575	49.28594133203499	216.39298724610927	0.0	13.33709250871963	286.66290749128035
BMP8A	27.95237850347133	54.62510377254526	217.42251772398342	99.28623304176377	69.95491944995602	130.75884750828027	29.128908728341923	72.23455982713209	198.63653144452599	92.16612117236473	39.495214976647105	168.33866385098818	41.638337762631764	46.974904978777246	211.38675725859096
ALYREF	95.67156449550555	113.84689784849478	90.48153765599967	114.16765203999589	112.68500611834908	73.14734184165503	82.72977134599078	93.37649080770049	123.89373784630875	81.08780268260656	91.80484874533911	127.10734857205436	84.07972181749152	104.53554186360341	111.38473631890504
FAM101B	93.83867465448614	112.53208590061068	93.62923944490316	66.97547476241706	192.98141058942682	40.043114648156156	53.34661325287095	203.7672946332437	42.88609211388539	69.43099406501622	165.88989397601625	64.67911195896754	76.00595411205863	130.64872927865807	93.34531660928327
EFHC2	105.93539823820525	60.05507082687477	134.00953093491995	105.98142331245558	162.04100279471012	31.97757389283432	54.08775801583835	161.92644995354	83.98579203062162	107.36775426964284	127.53213549329759	65.10011023705957	102.98254703417903	109.19629181571138	87.8211611501096
NOG	95.75413580889416	111.96194141729536	92.28392277381046	196.62526354981586	78.71391232100557	24.660824129178675	31.653009316711707	52.73984580024683	215.60714488304146	54.5607032498493	113.91655652342698	131.52274022672373	59.67024796720462	107.88914109058058	132.44061094221482
UPP1	177.76288673244164	99.0438368146651	23.19327645289325	153.07605477138247	116.16506599240945	30.758879236208024	183.85191858515984	101.83143381008817	14.316647604752006	106.96688612647094	170.9848381363019	22.04827573722716	122.94629984952246	167.24753370515563	9.806166445321853
OPCML	25.4945321161143	171.923476864576	102.58199101930974	53.697392831719895	207.89565665276362	38.406950515516606	103.53462126774453	142.85608470089645	53.60929403135899	105.63956460270998	116.19619127148475	78.16424412580533	55.80906542605365	129.33669151406235	114.85424305988401
CMTM4	80.84276996107711	159.18949641296552	59.96773362595741	100.0339373713026	84.71860928843688	115.24745334026049	83.57921484584607	102.43073746782501	113.9900476863289	111.99313606811161	87.5345274107505	100.47233652113793	78.16246419383764	79.831523654361	142.00601215180137
TMEM50A	92.2989150379066	94.69774758929688	113.00333737279647	121.81355713990092	73.2691603816	104.91728247849909	106.61888336444392	62.12682640110941	131.25429023444664	110.47561479955279	84.03404209748537	105.49034310296179	112.53661422050514	65.9655494986902	121.49783628080462
ASCL2	187.71469585184184	0.0	112.2853041481582	37.37058029092862	81.41004150994908	181.21937819912227	40.27473529390593	61.78556946900425	197.9396952370898	135.43523726036753	104.88605658264962	59.67870615698288	33.00441288182639	198.95051502950625	68.04507208866741
TBK1	66.42526333008344	149.62041511690146	83.95432155301515	83.35910691603539	130.64039438689582	86.00049869706878	90.37613855465504	120.6072586066994	89.01660283864558	106.93013267217329	122.4716031641239	70.59826416370281	81.6147551630082	117.58525638250276	100.79998845448903
CBX6	300.0	0.0	0.0	246.37186402635484	31.6955978713391	21.932538102306047	263.9413258219267	19.18916718070316	16.86950699737018	285.5820784482094	7.7770760395608445	6.640845512229705	268.915988720946	19.014488812354465	12.06952246669958
MACC1	0.0	0.0	300.0	55.33953674916726	164.93864896843138	79.72181428240135	0.0	27.68488641148305	272.31511358851697	6.942732740286223	40.49137322269795	252.56589403701582	0.0	58.68664021216146	241.31335978783858
ACSM2A	0.0	120.75020970741252	179.24979029258742	55.039145162609145	122.40714922224618	122.55370561514466	0.0	0.0	300.0	0.0	0.0	300.0	0.0	300.0	0.0
TBL3	103.53397981830447	91.15942358745657	105.30659659423895	113.74717261641536	85.81508330810651	100.43774407547816	96.11891543356364	112.15033186047971	91.73075270595668	95.61278232034867	101.99883831773633	102.38837936191496	96.05198404621204	114.17737866330071	89.77063729048727
KREMEN1	50.170389093592696	110.91749970928339	138.91211119712395	119.64709529763469	100.01288038603894	80.34002431632634	93.7718518955682	83.527637384996	122.70051071943575	136.42864686762283	106.57593967115729	56.995413461219904	135.00823258008216	100.19716896017871	64.7945984597391
TRAIP	153.60513598672708	78.73763386404782	67.65723014922513	171.46098328904108	54.89445127868514	73.6445654322738	101.83642703606598	114.01457409565651	84.1489988682775	88.06520662454352	87.6121717737312	124.32262160172527	69.78709341643132	112.65060285972783	117.56230372384088
CHEK2	115.83612110119984	70.39230147561139	113.77157742318873	104.79622872439391	164.92113075022166	30.282640525384323	69.03106045768573	139.11561332047754	91.8533262218368	115.99547437121073	133.25549927700945	50.74902635177973	108.71433607950426	156.60154279465647	34.684121125839255
AIFM3	54.67785266126695	172.54981621134093	72.7723311273922	15.397038444648034	280.07008399815584	4.532877557196123	82.16299143492566	48.18633172202106	169.65067684305328	114.10287599964603	76.90034223610088	108.99678176425307	129.21330564990544	73.38054637197217	97.4061479781224
KCTD16	44.15819188851453	65.01250612973884	190.82930198174662	38.1752929720334	108.77843703917551	153.04626998879104	17.379899588973515	171.1291720679131	111.49092834311341	75.73205981608328	98.69148925198414	125.5764509319326	46.96424692803704	99.8304762971864	153.20527677477656
B3GALT5	300.0	0.0	0.0	281.3703542454751	18.62964575452492	0.0	57.541437732627024	34.83670203156633	207.62186023580665	71.73899816093049	37.378821443945895	190.88218039512364	52.43941525857906	64.29039370889417	183.27019103252675
ZNF703	100.55927375852178	93.26784810100608	106.17287814047216	162.71574508244265	52.96805773439196	84.31619718316534	105.69505448307359	63.793063092330485	130.51188242459597	91.57592134258812	83.09167644963594	125.33240220777596	102.31188564392282	83.83923604698143	113.84887830909578
SLC35F3	14.99548506701628	268.9719006527187	16.032614280264976	197.02718885231167	86.38836524524555	16.58444590244276	69.42279322081151	70.70120595422227	159.8760008249662	85.58353810940109	98.01403651281171	116.40242537778715	63.825591108486016	103.38918159326866	132.78522729824536
KCTD8	115.74669034295265	116.67624009098078	67.57706956606661	73.4459698549751	136.54943142468085	90.00459872034409	103.41656314220424	90.48637558782625	106.09706126996952	109.41258688770428	105.88891897886461	84.69849413343113	95.98562635659732	135.25496521179622	68.7594084316065
TUBA8	133.45750228202252	73.0272489366746	93.51524878130284	44.44154766124163	20.963973577705556	234.59447876105287	110.8294686660935	69.27678124283405	119.89375009107243	127.39534938090893	101.48400026496293	71.12065035412814	100.79259002045549	111.53775511055355	87.66965486899096
EMILIN3	172.65000486108107	47.32397485200711	80.02602028691179	177.46530570847938	122.53469429152055	0.0	177.4480811214279	69.71433076100342	52.83758811756868	85.04579426304996	62.58810180949226	152.36610392745774	56.83626903710185	78.40349859495134	164.76023236794686
OLFML1	96.04840971020852	66.06631971010441	137.88527057968705	101.03524889486837	105.04416682683069	93.920584278301	52.52585084566245	192.54305554155678	54.93109361278078	55.35874567439196	147.1048713733162	97.53638295229185	102.67769041897297	108.0490817716589	89.27322780936814
FAM162B	84.62303833789252	208.1637213000618	7.21324036204564	89.80576522621492	203.75706190098975	6.437172872795322	91.48312270765406	181.62121268951623	26.895664602829726	169.17013661370154	130.82986338629846	0.0	166.73229308730345	126.07216735222949	7.195539560467093
RBM12B	85.65052710149897	77.74962145097116	136.5998514475299	120.88322211803342	96.25572998660304	82.86104789536361	84.36936553245282	95.984215892252	119.64641857529514	94.31051288193554	100.85190682637426	104.83758029169019	76.71228319426291	84.14959456623555	139.1381222395015
CCR4	242.58773704289663	57.412262957103344	0.0	75.86167779752896	192.9030015166068	31.23532068586425	0.0	65.19499850877929	234.8050014912207	300.0	0.0	0.0	0.0	68.54721053002666	231.4527894699734
LIN9	65.52293563927974	127.79801887896951	106.6790454817507	109.93757091485567	109.35481477905404	80.70761430609032	90.15925456885257	100.01415141033776	109.82659402080972	101.90001377494131	98.08346364697408	100.01652257808458	66.15283054914788	113.241614017699	120.60555543315314
BTBD9	63.60154316739566	149.72406538100617	86.67439145159818	65.81055467222534	87.27495209588292	146.9144932318918	52.30930485715408	129.3064469440881	118.38424819875779	73.19516572143627	101.8004600497792	125.00437422878451	46.75552918028748	80.46937869879443	172.77509212091812
NUDT14	159.3544492146596	67.26962300046083	73.37592778487956	118.97243508524882	80.21353811753757	100.81402679721363	72.0891817276902	84.57941994485826	143.33139832745152	129.63545386270926	68.88614188623382	101.47840425105701	118.65782255948054	112.59882688215477	68.74335055836468
ANKRD45	72.62550572977858	227.37449427022142	0.0	118.94552243469572	100.5776231096113	80.47685445569303	83.6385867933647	165.7828547543093	50.57855845232599	129.9560887558379	114.41890583104026	55.62500541312182	69.99943246552789	146.82824374719263	83.1723237872795
MAATS1	174.51225961899024	58.55729725741314	66.93044312359663	108.76002064772992	180.14126231137595	11.098717040894163	68.01396844736216	200.40465651089164	31.581375041746202	70.83033882730294	149.2371522247651	79.93250894793196	72.31304611252008	146.31293011341546	81.37402377406443
FAM3B	176.2624323852731	86.48883266445647	37.24873495027046	114.05553158657746	166.18875705913564	19.755711354286927	87.97361009538331	212.02638990461682	0.0	20.925301765604466	58.271442237307305	220.80325599708823	0.0	170.3645362985227	129.6354637014773
KIRREL	119.72156511689992	91.26724254698748	89.01119233611261	128.0804487083423	91.91395884647632	80.00559244518138	57.69768979301314	108.7014649305639	133.60084527642294	119.16666131388808	114.89390875208944	65.93942993402247	97.09782260454456	69.59232500700038	133.30985238845508
IQGAP3	138.6669046621334	80.36454221242263	80.968553125444	127.22692546158376	36.375080688790966	136.39799384962524	153.70532228136662	0.0	146.29467771863338	182.6668205454188	82.75886283602205	34.5743166185592	149.1894993452429	123.86820790007098	26.942292754686104
TOB2	94.53216789371007	115.8317182954193	89.63611381087065	77.95347742906144	77.76639238533946	144.2801301855991	76.88687762254186	142.6765417212224	80.43658065623575	70.39431702995192	141.7026092921724	87.90307367787562	119.34553535445617	96.89112571557375	83.76333892997006
SCN5A	57.31271577352941	125.47382981267702	117.21345441379356	36.48006062846064	104.2632000489077	159.25673932263166	149.63470885270635	78.42060583621615	71.94468531107754	121.55195765535471	55.382448233591354	123.06559411105388	46.94467351751244	64.09683713623669	188.95848934625084
ARSI	112.65263892802615	84.11348084469249	103.23388022728133	180.9805787510224	57.81600149407694	61.20341975490068	164.22388383536517	135.7761161646348	0.0	121.09148795890636	67.0909810847202	111.81753095637343	101.80241591556154	85.26290744887596	112.93467663556247
C1orf64	191.12442443755532	108.87557556244467	0.0	165.8609149755681	58.33802525091457	75.80105977351731	76.14946881810806	121.64004241636452	102.21048876552743	124.30857949102199	86.34824451969347	89.34317598928456	128.32137912567413	118.05898600678373	53.61963486754211
TTC32	71.6642693837809	128.62597181812808	99.709758798091	66.57283438033997	147.41753681222937	86.00962880743066	62.19437629018428	155.87192992016875	81.93369378964697	60.83154827615746	140.47900472697341	98.68944699686915	69.17662593281837	169.3304545099803	61.49291955720133
DNAH2	68.34827446857228	158.93773617204815	72.71398935937955	156.71973897137855	97.08618081382852	46.19408021479297	71.75879008615932	117.1145276067383	111.12668230710234	55.23032547468579	48.176688804380106	196.59298572093408	43.04161479019175	41.56364365085117	215.3947415589571
PRKX	103.22635336378781	63.825753376293214	132.94789325991897	125.78391272164258	75.58957718976764	98.6265100885898	14.295632071086128	59.57860219556485	226.12576573334903	81.71354780813162	58.08038073405714	160.2060714578112	95.39265785587983	34.14269129198145	170.46465085213867
SETD8	43.87386709349949	127.43867795826525	128.68745494823526	65.68792547834168	111.94385009358096	122.36822442807735	54.88279441088185	106.72279894844108	138.39440664067703	89.60869184843794	96.020202870146	114.37110528141612	67.33697307139755	92.72902669570236	139.93400023290005
KCNH8	62.47369813358773	170.22570836316865	67.30059350324365	217.04903695586165	74.43849202309642	8.512471021041886	68.9025113782996	159.48656337094914	71.61092525075124	115.33518790693225	161.15732130601106	23.50749078705666	141.00109118719487	105.5487490989965	53.450159713808596
SMTN	117.9955979377613	91.2879231230028	90.71647893923584	96.62451116911112	122.89670725386934	80.47878157701956	137.7768673219259	126.5520470401647	35.671085637909414	118.74755200448533	109.95061871790317	71.30182927761152	139.91672917049664	89.90929059162873	70.17398023787467
COA3	84.80290829026606	82.71741174209765	132.4796799676363	105.82208481228979	96.57871432658114	97.59920086112908	70.66140411805803	79.47920227997228	149.85939360196969	83.6521758999368	78.90604430785658	137.44177979220663	84.32753767522215	101.64028007056783	114.03218225421006
ST6GALNAC3	250.60660241719467	49.39339758280532	0.0	177.35724887299432	97.95411519847734	24.688635928528324	67.66160740140143	133.1028064955421	99.23558610305648	102.41954616812995	118.98196469016493	78.59848914170506	111.47447896377336	102.26850472468989	86.25701631153679
PTP4A2	65.1781073328097	133.56518041930838	101.25671224788191	115.43062922900502	120.56919066555668	64.00018010543832	126.2921443497709	113.28616902074882	60.42168662948028	132.27048212970985	118.43839090748425	49.29112696280592	170.41693109143188	92.52819514484591	37.05487376372222
ACTG1	142.24494956534988	70.28712548998512	87.46792494466501	147.28094698760205	92.33247933578129	60.38657367661664	100.000846364636	96.93134224967625	103.0678113856877	114.33667458937815	86.46725383877973	99.19607157184211	96.87811557205848	93.02682757020187	110.09505685773959
TMPRSS2	286.74177511440433	0.0	13.258224885595629	110.19632395011365	63.889495044851785	125.91418100503458	0.0	0.0	300.0	0.0	60.04850752838984	239.95149247161015	0.0	135.15491660707116	164.84508339292884
DENND5A	72.59078151386365	96.56524857484882	130.84396991128756	113.4506143103263	123.76469532736624	62.78469036230747	102.87720372810134	111.6980021173367	85.424794154562	108.74998044227688	112.37163614406307	78.87838341366005	112.82279644273578	99.67665654766438	87.5005470095998
DIABLO	78.43556056770615	76.21329753737915	145.3511418949147	107.19238763291443	106.56912462158057	86.23848774550505	96.7320849583292	86.20789177063185	117.06002327103897	88.31677841516643	96.7897805604686	114.89344102436499	92.7795169414464	93.73908397812497	113.48139908042864
VPS33B	99.16307149927128	100.8640939655751	99.97283453515362	115.95119665462484	109.34675187706802	74.70205146830716	120.23241959708344	94.99064448192243	84.77693592099409	121.26429786038966	96.72066715893568	82.01503498067466	93.66475424487221	115.32547380736438	91.00977194776338
TBX1	92.15196699048546	80.99449508869836	126.85353792081622	246.01335237301294	36.79580644447175	17.190841182515314	63.561857397308415	128.16582052591974	108.27232207677184	157.85351423265584	0.0	142.14648576734416	69.76162400524841	95.08212126929884	135.15625472545275
ADAP2	58.66503941870063	176.19184775649225	65.14311282480712	87.24887640608608	135.77498841250167	76.97613518141229	27.49469680083745	90.186420233413	182.3188829657496	68.86099057452746	141.6383986204117	89.50061080506079	118.00634939364407	84.7104831113453	97.2831674950106
FAM120C	79.34570141753974	90.3935410874344	130.26075749502584	71.94961492621584	68.13257226567298	159.9178128081112	57.42790896976202	114.80105069826196	127.77104033197601	84.33180442053026	94.30353554764407	121.3646600318257	74.41559564780185	85.65359973959946	139.93080461259873
NIPSNAP1	138.62039050246648	140.46136897127911	20.918240526254365	92.53368952125416	119.86254749982723	87.6037629789186	107.75106332877915	117.79565693625472	74.45327973496619	120.47327922750408	128.67688096361468	50.849839808881214	106.76959431749108	133.6076243032987	59.62278137921023
CNTN2	81.04960708588645	118.65735465118124	100.29303826293227	126.66096737214605	109.23670846692897	64.10232416092495	70.38258327461959	82.58127159201132	147.03614513336908	93.39338067938789	95.7834223747858	110.82319694582634	125.90838498878709	82.18685909542927	91.90475591578364
LRTOMT	101.61648806611237	159.60625512406017	38.777256809827506	114.30767694346513	104.88594996204293	80.80637309449192	108.89994938417409	131.52830988407743	59.57174073174847	149.4862338333351	109.23350662650225	41.28025954016266	156.6587046148496	116.18956800852067	27.15172737662973
KCNQ3	101.04181572740474	50.650546925737984	148.3076373468573	76.75010118342517	173.97744131529697	49.27245750127784	52.34535515848522	107.42537229255316	140.22927254896166	98.03067824074306	118.66269397051836	83.30662778873858	60.846314502917075	115.68278126953189	123.47090422755105
NR2C2AP	136.24707192082786	109.8577300574572	53.8951980217149	123.83217382448608	107.08197139545118	69.08585478006273	83.48177178898392	110.58232463216149	105.93590357885458	102.54180510825815	111.78991317623759	85.66828171550425	115.73119431784922	106.21372857429752	78.05507710785326
CRELD2	102.06821506793726	107.60214172814746	90.32964320391524	65.83451273496841	183.93366867934475	50.23181858568685	137.92052766160495	90.45220025539685	71.62727208299823	112.91488743019914	108.49708142396356	78.58803114583725	120.28662926513334	136.05555985486296	43.65781088000367
SCFD2	72.00975202476049	120.50541944329929	107.4848285319402	82.49596132658544	141.36834112841993	76.13569754499461	96.46341007970265	122.12344108061075	81.41314883968654	124.13927912599576	112.0328689949974	63.82785187900682	93.54528661046669	112.19751882448918	94.25719456504412
UBE2F	102.55279487172811	123.15029508129145	74.29691004698041	82.4872090674459	118.37126960569859	99.14152132685547	98.41900354738377	94.5593065384116	107.02168991420461	143.13758216819005	79.83774014058729	77.02467769122265	93.76448184008407	104.69159952090732	101.54391863900851
GPR173	0.0	300.0	0.0	119.57258773715029	180.42741226284969	0.0	68.61882259187358	149.82269193488216	81.55848547324419	92.75596551910525	156.14478509300343	51.09924938789131	74.29902313221879	122.11530639685489	103.58567047092635
